wednes_date	00	10	20	30	40	50	60	70	80	Total
2021-01-20	0.037250884708511824	0.0	0.0033753375337533752	0.010432363509910746	0.02962962962962963	0.17003633653219044	1.0492774801104074	5.3095735975997815	16.63374464482697	1.7476104062700437
2021-01-27	0.03435835767050335	0.0	0.00331469736813029	0.010204428722065378	0.03257053934400521	0.17227609811751285	1.073665374291679	5.378296327162331	16.694322924523558	1.7554428481816375
2021-02-03	0.03145148608271741	0.0	0.0032623234267445274	0.010013685370005675	0.033120024603446846	0.17278133064063728	1.0859781630336947	5.381139604483305	16.73475451236723	1.7532864739502612
2021-02-10	0.029846291598268914	0.0	0.003218642376645531	0.009865608488808015	0.03492921013412817	0.1750246474582655	1.097414892383786	5.387918528404804	16.79342492639843	1.7514598580637049
2021-02-17	0.028876696505919723	0.0	0.003180863922641389	0.009739943508327652	0.035608853969238546	0.172938420787636	1.1013972665495915	5.380882648519827	16.793558901510544	1.7448770024188764
2021-02-24	0.02794076557697681	0.0	0.003142216729161866	0.009609840476648087	0.03625035400736335	0.17195323737117027	1.0976368745638685	5.369260910304098	16.756769802577594	1.7335509956972042
2021-03-03	0.026896180742334585	0.0	0.003100518820149238	0.009484266655426054	0.03573781842954624	0.1728110599078341	1.0985941718648171	5.359701115199865	16.745458472318877	1.7214041424620135
2021-03-10	0.025461489497135583	0.0	0.0030536215952119213	0.009346862050701534	0.03515749458904185	0.17359649861122803	1.1003747520023512	5.361952628217588	16.741012857517713	1.7080688268250293
2021-03-17	0.023716352424997034	0.0	0.0030009302883894006	0.009176650522559266	0.03555536401150701	0.17280807955380334	1.1015845452572173	5.343804920913884	16.71723876351223	1.6879384841724614
2021-03-24	0.02201915666629968	0.0018559762435040833	0.0029372313657146775	0.008978362147225187	0.03476575257319244	0.17255554766085732	1.0960704895899949	5.3199858929491874	16.69691042349115	1.6624408824850638
2021-03-31	0.02055287226389888	0.0017999856001151991	0.002878139570581576	0.008786488333496045	0.0340111515351397	0.1733585732788682	1.0955271788430674	5.303538374869222	16.685401152170858	1.6404819245332158
2021-04-07	0.019353590090961874	0.0017432536085349698	0.0028080948012804913	0.008569225056414064	0.033183171104496825	0.17246419175679625	1.087904757017499	5.301504874947011	16.658127619934792	1.6132877564104628
2021-04-14	0.018276523805172255	0.0016854027269816124	0.0027429072988763223	0.008373573003600636	0.0324260587599489	0.17138939670932357	1.0789314719108665	5.266053603709817	16.632305589659246	1.5847638369525154
2021-04-21	0.01713355606956224	0.0016277631279096264	0.0026826432978628275	0.008184571173940326	0.03260046215949297	0.16853984896594748	1.0729507792058188	5.241632800973261	16.61250547373758	1.5576515880654476
2021-04-28	0.016244314489928524	0.001582979801177737	0.0026338893766461808	0.008036360064648052	0.0338409475465313	0.1729723793311735	1.067973771343245	5.240756884262345	16.605132203545303	1.5399808239646
2021-05-05	0.015383432043688947	0.0015429241498487935	0.0025958967525331624	0.007912157469516215	0.03326372590689853	0.17049298633349871	1.073974186091312	5.221619695002419	16.599255044445968	1.522466204645428
