date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202126,AR,20 - 29,453,altersklasse_covid19,age_group_AKL10,6029,3376,7.51,56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.16,16
202127,AR,20 - 29,363,altersklasse_covid19,age_group_AKL10,6029,3739,6.02,62.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.172,17.2
202128,AR,20 - 29,211,altersklasse_covid19,age_group_AKL10,6029,3950,3.5,65.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.18,18
202129,AR,20 - 29,195,altersklasse_covid19,age_group_AKL10,6029,4145,3.23,68.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.193,19.3
202130,AR,20 - 29,176,altersklasse_covid19,age_group_AKL10,6029,4321,2.92,71.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.186,18.6
202131,AR,20 - 29,193,altersklasse_covid19,age_group_AKL10,6029,4514,3.2,74.87,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.206,20.599999999999998
202132,AR,20 - 29,110,altersklasse_covid19,age_group_AKL10,6029,4624,1.82,76.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.161,16.1
202133,AR,20 - 29,97,altersklasse_covid19,age_group_AKL10,6029,4721,1.61,78.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.136,13.600000000000001
202134,AR,20 - 29,161,altersklasse_covid19,age_group_AKL10,6029,4882,2.67,80.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.131,13.100000000000001
202135,AR,20 - 29,114,altersklasse_covid19,age_group_AKL10,6029,4996,1.89,82.87,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.16,16
202136,AR,20 - 29,247,altersklasse_covid19,age_group_AKL10,6029,5243,4.1,86.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.161,16.1
202137,AR,20 - 29,284,altersklasse_covid19,age_group_AKL10,6029,5527,4.71,91.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.188,18.8
202138,AR,20 - 29,250,altersklasse_covid19,age_group_AKL10,6029,5777,4.15,95.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.139,13.900000000000002
202139,AR,20 - 29,151,altersklasse_covid19,age_group_AKL10,6029,5928,2.5,98.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.154,15.4
202140,AR,20 - 29,225,altersklasse_covid19,age_group_AKL10,6029,6153,3.73,102.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.162,16.2
202141,AR,20 - 29,273,altersklasse_covid19,age_group_AKL10,6029,6426,4.53,106.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.196,19.6
202142,AR,20 - 29,177,altersklasse_covid19,age_group_AKL10,6029,6603,2.94,109.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.173,17.299999999999997
202143,AR,20 - 29,75,altersklasse_covid19,age_group_AKL10,6029,6678,1.24,110.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.149,14.899999999999999
202052,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202101,AR,30 - 39,7,altersklasse_covid19,age_group_AKL10,7176,7,0.1,0.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.01,1
202102,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,7,0,0.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,30 - 39,45,altersklasse_covid19,age_group_AKL10,7176,52,0.63,0.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.033,3.3000000000000003
202104,AR,30 - 39,50,altersklasse_covid19,age_group_AKL10,7176,102,0.7,1.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.029,2.9000000000000004
202105,AR,30 - 39,0,altersklasse_covid19,age_group_AKL10,7176,102,0,1.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202106,AR,30 - 39,33,altersklasse_covid19,age_group_AKL10,7176,135,0.46,1.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.133,13.3
202107,AR,30 - 39,14,altersklasse_covid19,age_group_AKL10,7176,149,0.2,2.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.011,1.0999999999999999
202108,AR,30 - 39,18,altersklasse_covid19,age_group_AKL10,7176,167,0.25,2.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.022,2.1999999999999997
202109,AR,30 - 39,27,altersklasse_covid19,age_group_AKL10,7176,194,0.38,2.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.044,4.3999999999999995
202110,AR,30 - 39,14,altersklasse_covid19,age_group_AKL10,7176,208,0.2,2.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.035,3.5000000000000004
202111,AR,30 - 39,25,altersklasse_covid19,age_group_AKL10,7176,233,0.35,3.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.021,2.1
202112,AR,30 - 39,14,altersklasse_covid19,age_group_AKL10,7176,247,0.2,3.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.01,1
202113,AR,30 - 39,22,altersklasse_covid19,age_group_AKL10,7176,269,0.31,3.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.017,1.7000000000000002
202114,AR,30 - 39,66,altersklasse_covid19,age_group_AKL10,7176,335,0.92,4.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.038,3.8
202115,AR,30 - 39,70,altersklasse_covid19,age_group_AKL10,7176,405,0.98,5.64,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.037,3.6999999999999997
202116,AR,30 - 39,63,altersklasse_covid19,age_group_AKL10,7176,468,0.88,6.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.037,3.6999999999999997
202117,AR,30 - 39,70,altersklasse_covid19,age_group_AKL10,7176,538,0.98,7.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.032,3.2
202118,AR,30 - 39,238,altersklasse_covid19,age_group_AKL10,7176,776,3.32,10.81,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.092,9.2
202119,AR,30 - 39,380,altersklasse_covid19,age_group_AKL10,7176,1156,5.3,16.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.125,12.5
202120,AR,30 - 39,521,altersklasse_covid19,age_group_AKL10,7176,1677,7.26,23.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.157,15.7
202121,AR,30 - 39,383,altersklasse_covid19,age_group_AKL10,7176,2060,5.34,28.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.134,13.4
202122,AR,30 - 39,496,altersklasse_covid19,age_group_AKL10,7176,2556,6.91,35.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.153,15.299999999999999
202123,AR,30 - 39,624,altersklasse_covid19,age_group_AKL10,7176,3180,8.7,44.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.19,19
202124,AR,30 - 39,591,altersklasse_covid19,age_group_AKL10,7176,3771,8.24,52.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.179,17.9
202125,AR,30 - 39,533,altersklasse_covid19,age_group_AKL10,7176,4304,7.43,59.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.19,19
202126,AR,30 - 39,507,altersklasse_covid19,age_group_AKL10,7176,4811,7.07,67.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.179,17.9
202127,AR,30 - 39,413,altersklasse_covid19,age_group_AKL10,7176,5224,5.76,72.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.196,19.6
202128,AR,30 - 39,239,altersklasse_covid19,age_group_AKL10,7176,5463,3.33,76.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.204,20.4
202129,AR,30 - 39,212,altersklasse_covid19,age_group_AKL10,7176,5675,2.95,79.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.21,21
202130,AR,30 - 39,173,altersklasse_covid19,age_group_AKL10,7176,5848,2.41,81.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.183,18.3
202131,AR,30 - 39,200,altersklasse_covid19,age_group_AKL10,7176,6048,2.79,84.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.214,21.4
202132,AR,30 - 39,116,altersklasse_covid19,age_group_AKL10,7176,6164,1.62,85.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.169,16.900000000000002
202133,AR,30 - 39,117,altersklasse_covid19,age_group_AKL10,7176,6281,1.63,87.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.165,16.5
202134,AR,30 - 39,219,altersklasse_covid19,age_group_AKL10,7176,6500,3.05,90.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.178,17.8
202135,AR,30 - 39,128,altersklasse_covid19,age_group_AKL10,7176,6628,1.78,92.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.18,18
202136,AR,30 - 39,287,altersklasse_covid19,age_group_AKL10,7176,6915,4,96.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.187,18.7
202137,AR,30 - 39,298,altersklasse_covid19,age_group_AKL10,7176,7213,4.15,100.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.198,19.8
202138,AR,30 - 39,309,altersklasse_covid19,age_group_AKL10,7176,7522,4.31,104.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.172,17.2
202139,AR,30 - 39,169,altersklasse_covid19,age_group_AKL10,7176,7691,2.36,107.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.172,17.2
202140,AR,30 - 39,237,altersklasse_covid19,age_group_AKL10,7176,7928,3.3,110.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.171,17.1
202141,AR,30 - 39,270,altersklasse_covid19,age_group_AKL10,7176,8198,3.76,114.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.194,19.400000000000002
202142,AR,30 - 39,191,altersklasse_covid19,age_group_AKL10,7176,8389,2.66,116.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.187,18.7
202143,AR,30 - 39,85,altersklasse_covid19,age_group_AKL10,7176,8474,1.18,118.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.169,16.900000000000002
202052,AR,40 - 49,0,altersklasse_covid19,age_group_AKL10,7022,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,40 - 49,2,altersklasse_covid19,age_group_AKL10,7022,2,0.03,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,1,100
202101,AR,40 - 49,23,altersklasse_covid19,age_group_AKL10,7022,25,0.33,0.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.033,3.3000000000000003
202102,AR,40 - 49,0,altersklasse_covid19,age_group_AKL10,7022,25,0,0.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,40 - 49,65,altersklasse_covid19,age_group_AKL10,7022,90,0.93,1.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.047,4.7
202104,AR,40 - 49,83,altersklasse_covid19,age_group_AKL10,7022,173,1.18,2.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.049,4.9
202105,AR,40 - 49,0,altersklasse_covid19,age_group_AKL10,7022,173,0,2.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202106,AR,40 - 49,42,altersklasse_covid19,age_group_AKL10,7022,215,0.6,3.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.169,16.900000000000002
202107,AR,40 - 49,31,altersklasse_covid19,age_group_AKL10,7022,246,0.44,3.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.023,2.3
202108,AR,40 - 49,48,altersklasse_covid19,age_group_AKL10,7022,294,0.68,4.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.06,6
202109,AR,40 - 49,22,altersklasse_covid19,age_group_AKL10,7022,316,0.31,4.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.036,3.5999999999999996
202110,AR,40 - 49,24,altersklasse_covid19,age_group_AKL10,7022,340,0.34,4.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.06,6
202111,AR,40 - 49,58,altersklasse_covid19,age_group_AKL10,7022,398,0.83,5.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.048,4.8
202112,AR,40 - 49,22,altersklasse_covid19,age_group_AKL10,7022,420,0.31,5.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.015,1.5
202113,AR,40 - 49,39,altersklasse_covid19,age_group_AKL10,7022,459,0.56,6.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.031,3.1
202114,AR,40 - 49,109,altersklasse_covid19,age_group_AKL10,7022,568,1.55,8.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.063,6.3
202115,AR,40 - 49,136,altersklasse_covid19,age_group_AKL10,7022,704,1.94,10.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.073,7.3
202116,AR,40 - 49,85,altersklasse_covid19,age_group_AKL10,7022,789,1.21,11.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.05,5
202117,AR,40 - 49,107,altersklasse_covid19,age_group_AKL10,7022,896,1.52,12.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.05,5
202118,AR,40 - 49,300,altersklasse_covid19,age_group_AKL10,7022,1196,4.27,17.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.116,11.600000000000001
202119,AR,40 - 49,539,altersklasse_covid19,age_group_AKL10,7022,1735,7.68,24.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.177,17.7
202120,AR,40 - 49,711,altersklasse_covid19,age_group_AKL10,7022,2446,10.13,34.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.214,21.4
202121,AR,40 - 49,506,altersklasse_covid19,age_group_AKL10,7022,2952,7.21,42.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.178,17.8
202122,AR,40 - 49,681,altersklasse_covid19,age_group_AKL10,7022,3633,9.7,51.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.21,21
202123,AR,40 - 49,768,altersklasse_covid19,age_group_AKL10,7022,4401,10.94,62.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.234,23.400000000000002
202124,AR,40 - 49,792,altersklasse_covid19,age_group_AKL10,7022,5193,11.28,73.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.24,24
202125,AR,40 - 49,592,altersklasse_covid19,age_group_AKL10,7022,5785,8.43,82.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.211,21.099999999999998
202126,AR,40 - 49,581,altersklasse_covid19,age_group_AKL10,7022,6366,8.27,90.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.206,20.599999999999998
202127,AR,40 - 49,472,altersklasse_covid19,age_group_AKL10,7022,6838,6.72,97.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.224,22.400000000000002
202128,AR,40 - 49,234,altersklasse_covid19,age_group_AKL10,7022,7072,3.33,100.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.199,19.900000000000002
202129,AR,40 - 49,187,altersklasse_covid19,age_group_AKL10,7022,7259,2.66,103.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.186,18.6
202130,AR,40 - 49,144,altersklasse_covid19,age_group_AKL10,7022,7403,2.05,105.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.153,15.299999999999999
202131,AR,40 - 49,172,altersklasse_covid19,age_group_AKL10,7022,7575,2.45,107.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.184,18.4
202132,AR,40 - 49,121,altersklasse_covid19,age_group_AKL10,7022,7696,1.72,109.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.177,17.7
202133,AR,40 - 49,112,altersklasse_covid19,age_group_AKL10,7022,7808,1.59,111.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.158,15.8
202134,AR,40 - 49,206,altersklasse_covid19,age_group_AKL10,7022,8014,2.93,114.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.168,16.8
202135,AR,40 - 49,116,altersklasse_covid19,age_group_AKL10,7022,8130,1.65,115.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.163,16.3
202136,AR,40 - 49,241,altersklasse_covid19,age_group_AKL10,7022,8371,3.43,119.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.157,15.7
202137,AR,40 - 49,225,altersklasse_covid19,age_group_AKL10,7022,8596,3.2,122.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.149,14.899999999999999
202138,AR,40 - 49,283,altersklasse_covid19,age_group_AKL10,7022,8879,4.03,126.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.158,15.8
202139,AR,40 - 49,144,altersklasse_covid19,age_group_AKL10,7022,9023,2.05,128.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.146,14.6
202140,AR,40 - 49,223,altersklasse_covid19,age_group_AKL10,7022,9246,3.18,131.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.161,16.1
202141,AR,40 - 49,205,altersklasse_covid19,age_group_AKL10,7022,9451,2.92,134.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.147,14.7
202142,AR,40 - 49,149,altersklasse_covid19,age_group_AKL10,7022,9600,2.12,136.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.146,14.6
202143,AR,40 - 49,64,altersklasse_covid19,age_group_AKL10,7022,9664,0.91,137.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.127,12.7
202052,AR,50 - 59,0,altersklasse_covid19,age_group_AKL10,8770,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,50 - 59,0,altersklasse_covid19,age_group_AKL10,8770,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202101,AR,50 - 59,60,altersklasse_covid19,age_group_AKL10,8770,60,0.68,0.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.085,8.5
202102,AR,50 - 59,0,altersklasse_covid19,age_group_AKL10,8770,60,0,0.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,50 - 59,133,altersklasse_covid19,age_group_AKL10,8770,193,1.52,2.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.097,9.700000000000001
202104,AR,50 - 59,176,altersklasse_covid19,age_group_AKL10,8770,369,2.01,4.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.104,10.4
202105,AR,50 - 59,0,altersklasse_covid19,age_group_AKL10,8770,369,0,4.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202106,AR,50 - 59,74,altersklasse_covid19,age_group_AKL10,8770,443,0.84,5.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.298,29.799999999999997
202107,AR,50 - 59,93,altersklasse_covid19,age_group_AKL10,8770,536,1.06,6.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.07,7.000000000000001
202108,AR,50 - 59,100,altersklasse_covid19,age_group_AKL10,8770,636,1.14,7.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.125,12.5
202109,AR,50 - 59,59,altersklasse_covid19,age_group_AKL10,8770,695,0.67,7.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.096,9.6
202110,AR,50 - 59,36,altersklasse_covid19,age_group_AKL10,8770,731,0.41,8.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.09,9
202111,AR,50 - 59,132,altersklasse_covid19,age_group_AKL10,8770,863,1.51,9.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.11,11
202112,AR,50 - 59,58,altersklasse_covid19,age_group_AKL10,8770,921,0.66,10.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.04,4
202113,AR,50 - 59,89,altersklasse_covid19,age_group_AKL10,8770,1010,1.01,11.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.07,7.000000000000001
202114,AR,50 - 59,269,altersklasse_covid19,age_group_AKL10,8770,1279,3.07,14.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.156,15.6
202115,AR,50 - 59,292,altersklasse_covid19,age_group_AKL10,8770,1571,3.33,17.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.156,15.6
202116,AR,50 - 59,175,altersklasse_covid19,age_group_AKL10,8770,1746,2,19.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.104,10.4
202117,AR,50 - 59,251,altersklasse_covid19,age_group_AKL10,8770,1997,2.86,22.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.116,11.600000000000001
202118,AR,50 - 59,544,altersklasse_covid19,age_group_AKL10,8770,2541,6.2,28.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.211,21.099999999999998
202119,AR,50 - 59,751,altersklasse_covid19,age_group_AKL10,8770,3292,8.56,37.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.246,24.6
202120,AR,50 - 59,859,altersklasse_covid19,age_group_AKL10,8770,4151,9.79,47.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.259,25.900000000000002
202121,AR,50 - 59,670,altersklasse_covid19,age_group_AKL10,8770,4821,7.64,54.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.235,23.5
202122,AR,50 - 59,765,altersklasse_covid19,age_group_AKL10,8770,5586,8.72,63.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.235,23.5
202123,AR,50 - 59,809,altersklasse_covid19,age_group_AKL10,8770,6395,9.22,72.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.246,24.6
202124,AR,50 - 59,832,altersklasse_covid19,age_group_AKL10,8770,7227,9.49,82.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.252,25.2
202125,AR,50 - 59,659,altersklasse_covid19,age_group_AKL10,8770,7886,7.51,89.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.234,23.400000000000002
202126,AR,50 - 59,599,altersklasse_covid19,age_group_AKL10,8770,8485,6.83,96.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.212,21.2
202127,AR,50 - 59,427,altersklasse_covid19,age_group_AKL10,8770,8912,4.87,101.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.202,20.200000000000003
202128,AR,50 - 59,240,altersklasse_covid19,age_group_AKL10,8770,9152,2.74,104.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.204,20.4
202129,AR,50 - 59,209,altersklasse_covid19,age_group_AKL10,8770,9361,2.38,106.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.207,20.7
202130,AR,50 - 59,166,altersklasse_covid19,age_group_AKL10,8770,9527,1.89,108.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.176,17.599999999999998
202131,AR,50 - 59,166,altersklasse_covid19,age_group_AKL10,8770,9693,1.89,110.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.177,17.7
202132,AR,50 - 59,116,altersklasse_covid19,age_group_AKL10,8770,9809,1.32,111.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.169,16.900000000000002
202133,AR,50 - 59,108,altersklasse_covid19,age_group_AKL10,8770,9917,1.23,113.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.152,15.2
202134,AR,50 - 59,241,altersklasse_covid19,age_group_AKL10,8770,10158,2.75,115.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.196,19.6
202135,AR,50 - 59,131,altersklasse_covid19,age_group_AKL10,8770,10289,1.49,117.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.184,18.4
202136,AR,50 - 59,304,altersklasse_covid19,age_group_AKL10,8770,10593,3.47,120.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.198,19.8
202137,AR,50 - 59,226,altersklasse_covid19,age_group_AKL10,8770,10819,2.58,123.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.15,15
202138,AR,50 - 59,295,altersklasse_covid19,age_group_AKL10,8770,11114,3.36,126.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.164,16.400000000000002
202139,AR,50 - 59,179,altersklasse_covid19,age_group_AKL10,8770,11293,2.04,128.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.182,18.2
202140,AR,50 - 59,270,altersklasse_covid19,age_group_AKL10,8770,11563,3.08,131.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.195,19.5
202141,AR,50 - 59,247,altersklasse_covid19,age_group_AKL10,8770,11810,2.82,134.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.177,17.7
202142,AR,50 - 59,149,altersklasse_covid19,age_group_AKL10,8770,11959,1.7,136.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.146,14.6
202143,AR,50 - 59,48,altersklasse_covid19,age_group_AKL10,8770,12007,0.55,136.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.096,9.6
202052,AR,60 - 69,0,altersklasse_covid19,age_group_AKL10,7162,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,AR,60 - 69,0,altersklasse_covid19,age_group_AKL10,7162,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202101,AR,60 - 69,50,altersklasse_covid19,age_group_AKL10,7162,50,0.7,0.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.071,7.1
202102,AR,60 - 69,0,altersklasse_covid19,age_group_AKL10,7162,50,0,0.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202103,AR,60 - 69,153,altersklasse_covid19,age_group_AKL10,7162,203,2.14,2.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.111,11.1
202104,AR,60 - 69,250,altersklasse_covid19,age_group_AKL10,7162,453,3.49,6.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.147,14.7
202105,AR,60 - 69,0,altersklasse_covid19,age_group_AKL10,7162,453,0,6.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
