geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
CH,202009,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8937,0,NA,NA,8670300,0,0,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-09,NA,NA,NA,NA
CH,202010,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,8937,0,1,100,8670300,0.03,0.03,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-10,3,0.03,NA,NA
CH,202011,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,8937,0,1,100,8670300,0.29,0.32,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-11,22,0.26,733.3,0
CH,202012,99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,8937,0,1,100,8670300,1.14,1.46,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-12,74,0.85,296,0
CH,202013,253,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,380,8937,0,1,100,8670300,2.92,4.38,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-13,154,1.78,155.6,0
CH,202014,385,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,765,8937,0,1,100,8670300,4.44,8.82,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-14,132,1.52,52.2,0
CH,202015,343,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1108,8937,0,1,100,8670300,3.96,12.78,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-15,-42,-0.48,-10.9,0
CH,202016,241,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1349,8937,0,1,100,8670300,2.78,15.56,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-16,-102,-1.18,-29.7,0
CH,202017,194,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1543,8937,0,1,100,8670300,2.24,17.8,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-17,-47,-0.54,-19.5,0
CH,202018,91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1634,8937,0,1,100,8670300,1.05,18.85,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-18,-103,-1.19,-53.1,0
CH,202019,54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1688,8937,0,1,100,8670300,0.62,19.47,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-19,-37,-0.43,-40.7,0
CH,202020,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1706,8937,0,1,100,8670300,0.21,19.68,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-20,-36,-0.41,-66.7,0
CH,202021,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1720,8937,0,1,100,8670300,0.16,19.84,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-21,-4,-0.05,-22.2,0
CH,202022,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1724,8937,0,1,100,8670300,0.05,19.88,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-22,-10,-0.11,-71.4,0
CH,202023,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1725,8937,0,1,100,8670300,0.01,19.9,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-23,-3,-0.04,-75,0
CH,202024,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1729,8937,0,1,100,8670300,0.05,19.94,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-24,3,0.04,300,0
CH,202025,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1731,8937,0,1,100,8670300,0.02,19.96,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-25,-2,-0.03,-50,0
CH,202026,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1732,8937,0,1,100,8670300,0.01,19.98,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-26,-1,-0.01,-50,0
CH,202027,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1734,8937,0,1,100,8670300,0.02,20,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-27,1,0.01,100,0
CH,202028,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1737,8937,0,1,100,8670300,0.03,20.03,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-28,1,0.01,50,0
CH,202029,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1741,8937,0,1,100,8670300,0.05,20.08,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-29,1,0.02,33.3,0
CH,202030,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1746,8937,0,1,100,8670300,0.06,20.14,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-30,1,0.01,25,0
CH,202031,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1751,8937,0,1,100,8670300,0.06,20.2,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-31,0,0,0,0
CH,202032,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1756,8937,0,1,100,8670300,0.06,20.25,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-32,0,0,0,0
CH,202033,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1761,8937,0,1,100,8670300,0.06,20.31,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-33,0,0,0,0
CH,202034,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1766,8937,0,1,100,8670300,0.06,20.37,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-34,0,0,0,0
CH,202035,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1770,8937,0,1,100,8670300,0.05,20.41,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-35,-1,-0.01,-20,0
CH,202036,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1783,8937,0,1,100,8670300,0.15,20.56,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-36,9,0.1,225,0
CH,202037,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1801,8937,0,1,100,8670300,0.21,20.77,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-37,5,0.06,38.5,0
CH,202038,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1816,8937,0,1,100,8670300,0.17,20.95,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-38,-3,-0.04,-16.7,0
CH,202039,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1829,8937,0,1,100,8670300,0.15,21.1,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-39,-2,-0.02,-13.3,0
CH,202040,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1840,8937,0,1,100,8670300,0.13,21.22,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-40,-2,-0.02,-15.4,0
CH,202041,19,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1859,8937,0,1,100,8670300,0.22,21.44,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-41,8,0.09,72.7,0
CH,202042,49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1908,8937,0,1,100,8670300,0.57,22.01,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-42,30,0.35,157.9,0
CH,202043,145,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2053,8937,0,1,100,8670300,1.67,23.68,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-43,96,1.1,195.9,0
CH,202044,327,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2380,8937,0,1,100,8670300,3.77,27.45,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-44,182,2.1,125.5,0
CH,202045,559,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2939,8937,0,1,100,8670300,6.45,33.9,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-45,232,2.68,70.9,0
CH,202046,629,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3568,8937,0,1,100,8670300,7.25,41.15,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-46,70,0.8,12.5,0
CH,202047,627,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4195,8937,0,1,100,8670300,7.23,48.38,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-47,-2,-0.02,-0.3,0
CH,202048,622,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4817,8937,0,1,100,8670300,7.17,55.56,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-48,-5,-0.06,-0.8,0
CH,202049,605,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5422,8937,0,1,100,8670300,6.98,62.54,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-49,-17,-0.19,-2.7,0
CH,202050,607,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6029,8937,0,1,100,8670300,7,69.54,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-50,2,0.02,0.3,0
CH,202051,642,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6671,8937,0,1,100,8670300,7.4,76.94,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-51,35,0.4,5.8,0
CH,202052,592,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7263,8937,0,1,100,8670300,6.83,83.77,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-52,-50,-0.57,-7.8,0
CH,202053,548,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7811,8937,0,1,100,8670300,6.32,90.09,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-53,-44,-0.51,-7.4,0
CH,202101,419,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8230,8937,0,1,100,8670300,4.83,94.92,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-01,-129,-1.49,-23.5,0
CH,202102,375,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8605,8937,0,1,100,8670300,4.33,99.25,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-02,-44,-0.5,-10.5,0
CH,202103,332,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8937,8937,0,1,100,8670300,3.83,103.08,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-03,-43,-0.5,-11.5,0
CH,202104,242,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9179,8937,242,1,100,8670300,2.79,105.87,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-04,-90,-1.04,-27.1,0
CH,202105,165,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9344,8937,407,1,100,8670300,1.9,107.77,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-05,-77,-0.89,-31.8,0
CH,202106,128,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9472,8937,535,1,100,8670300,1.48,109.25,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-06,-37,-0.42,-22.4,0
CH,202107,86,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9558,8937,621,1,100,8670300,0.99,110.24,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-07,-42,-0.49,-32.8,0
CH,202108,63,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9621,8937,684,1,100,8670300,0.73,110.97,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-08,-23,-0.26,-26.7,0
CH,202109,63,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9684,8937,747,1,100,8670300,0.73,111.69,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-09,0,0,0,0
CH,202110,75,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9759,8937,822,1,100,8670300,0.87,112.56,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-10,12,0.14,19,0
CH,202111,62,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9821,8937,884,1,100,8670300,0.72,113.27,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-11,-13,-0.15,-17.3,0
CH,202112,60,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9881,8937,944,1,100,8670300,0.69,113.96,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-12,-2,-0.03,-3.2,0
CH,202113,71,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9952,8937,1015,1,100,8670300,0.82,114.78,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-13,11,0.13,18.3,0
CH,202114,63,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10015,8937,1078,1,100,8670300,0.73,115.51,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-14,-8,-0.09,-11.3,0
CH,202115,46,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10061,8937,1124,1,100,8670300,0.53,116.04,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-15,-17,-0.2,-27,0
CH,202116,54,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10115,8937,1178,1,100,8670300,0.62,116.66,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-16,8,0.09,17.4,0
CH,202117,68,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10183,8937,1246,1,100,8670300,0.78,117.45,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-17,14,0.16,25.9,0
CH,202118,41,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10224,8937,1287,1,100,8670300,0.47,117.92,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-18,-27,-0.31,-39.7,0
CH,202119,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10254,8937,1317,1,100,8670300,0.35,118.27,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-19,-11,-0.12,-26.8,0
CH,202120,33,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10287,8937,1350,1,100,8670300,0.38,118.65,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-20,3,0.03,10,0
CH,202121,19,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10306,8937,1369,1,100,8670300,0.22,118.87,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-21,-14,-0.16,-42.4,0
CH,202122,24,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10330,8937,1393,1,100,8670300,0.28,119.14,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-22,5,0.06,26.3,0
CH,202123,15,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10345,8937,1408,1,100,8670300,0.17,119.32,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-23,-9,-0.11,-37.5,0
CH,202124,12,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,10357,8937,1420,1,100,8670300,0.14,119.45,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-24,-3,-0.03,-20,0
CH,202125,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10364,8937,1427,1,100,8670300,0.08,119.53,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-25,-5,-0.06,-41.7,0
CH,202126,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10367,8937,1430,1,100,8670300,0.03,119.57,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-26,-4,-0.05,-57.1,0
CH,202127,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10370,8937,1433,1,100,8670300,0.03,119.6,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-27,0,0,0,0
CH,202128,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10372,8937,1435,1,100,8670300,0.02,119.63,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-28,-1,-0.01,-33.3,0
CH,202129,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10377,8937,1440,1,100,8670300,0.06,119.68,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-29,3,0.04,150,0
CH,202130,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10388,8937,1451,1,100,8670300,0.13,119.81,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-30,6,0.07,120,0
CH,202131,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10391,8937,1454,1,100,8670300,0.03,119.85,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-31,-8,-0.1,-72.7,0
CH,202132,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10405,8937,1468,1,100,8670300,0.16,120.01,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-32,11,0.13,366.7,0
CH,202133,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10430,8937,1493,1,100,8670300,0.29,120.3,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-33,11,0.13,78.6,0
CH,202134,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10472,8937,1535,1,100,8670300,0.48,120.78,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-34,17,0.19,68,0
CH,202135,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10524,8937,1587,1,100,8670300,0.6,121.38,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-35,10,0.12,23.8,0
CH,202136,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10577,8937,1640,1,100,8670300,0.61,121.99,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-36,1,0.01,1.9,0
CH,202137,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10617,8937,1680,1,100,8670300,0.46,122.45,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-37,-13,-0.15,-24.5,0
CH,202138,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10659,8937,1722,1,100,8670300,0.48,122.94,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-38,2,0.02,5,0
CH,202139,34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10693,8937,1756,1,100,8670300,0.39,123.33,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-39,-8,-0.09,-19,0
CH,202140,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10722,8937,1785,1,100,8670300,0.33,123.66,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-40,-5,-0.06,-14.7,0
CH,202141,31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10753,8937,1816,1,100,8670300,0.36,124.02,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-41,2,0.03,6.9,0
CH,202142,31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10784,8937,1847,1,100,8670300,0.36,124.38,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-42,0,0,0,0
CH,202143,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10825,8937,0,1,100,8670300,0.47,124.85,COVID19Death,,2021-11-03_07-53-32,isoweek,2021-43,10,0.11,32.3,0
CHFL,202009,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8990,0,NA,NA,8709355,0,0,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-09,NA,NA,NA,NA
CHFL,202010,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,8990,0,1,100,8709355,0.03,0.03,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-10,3,0.03,NA,NA
CHFL,202011,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,8990,0,1,100,8709355,0.29,0.32,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-11,22,0.26,733.3,0
CHFL,202012,99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127,8990,0,1,100,8709355,1.14,1.46,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-12,74,0.85,296,0
CHFL,202013,253,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,380,8990,0,1,100,8709355,2.9,4.36,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-13,154,1.76,155.6,0
CHFL,202014,386,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,766,8990,0,1,100,8709355,4.43,8.8,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-14,133,1.53,52.6,0
CHFL,202015,343,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1109,8990,0,1,100,8709355,3.94,12.73,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-15,-43,-0.49,-11.1,0
CHFL,202016,241,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1350,8990,0,1,100,8709355,2.77,15.5,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-16,-102,-1.17,-29.7,0
CHFL,202017,194,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1544,8990,0,1,100,8709355,2.23,17.73,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-17,-47,-0.54,-19.5,0
CHFL,202018,91,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1635,8990,0,1,100,8709355,1.04,18.77,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-18,-103,-1.19,-53.1,0
CHFL,202019,54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1689,8990,0,1,100,8709355,0.62,19.39,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-19,-37,-0.42,-40.7,0
CHFL,202020,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1707,8990,0,1,100,8709355,0.21,19.6,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-20,-36,-0.41,-66.7,0
CHFL,202021,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1721,8990,0,1,100,8709355,0.16,19.76,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-21,-4,-0.05,-22.2,0
CHFL,202022,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1725,8990,0,1,100,8709355,0.05,19.81,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-22,-10,-0.11,-71.4,0
CHFL,202023,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1726,8990,0,1,100,8709355,0.01,19.82,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-23,-3,-0.04,-75,0
CHFL,202024,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1730,8990,0,1,100,8709355,0.05,19.86,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-24,3,0.04,300,0
CHFL,202025,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1732,8990,0,1,100,8709355,0.02,19.89,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-25,-2,-0.03,-50,0
CHFL,202026,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1733,8990,0,1,100,8709355,0.01,19.9,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-26,-1,-0.01,-50,0
CHFL,202027,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1735,8990,0,1,100,8709355,0.02,19.92,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-27,1,0.01,100,0
CHFL,202028,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1738,8990,0,1,100,8709355,0.03,19.96,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-28,1,0.01,50,0
CHFL,202029,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1742,8990,0,1,100,8709355,0.05,20,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-29,1,0.02,33.3,0
CHFL,202030,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1747,8990,0,1,100,8709355,0.06,20.06,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-30,1,0.01,25,0
CHFL,202031,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1752,8990,0,1,100,8709355,0.06,20.12,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-31,0,0,0,0
CHFL,202032,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1757,8990,0,1,100,8709355,0.06,20.17,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-32,0,0,0,0
CHFL,202033,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1762,8990,0,1,100,8709355,0.06,20.23,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-33,0,0,0,0
CHFL,202034,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1767,8990,0,1,100,8709355,0.06,20.29,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-34,0,0,0,0
CHFL,202035,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1771,8990,0,1,100,8709355,0.05,20.33,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-35,-1,-0.01,-20,0
CHFL,202036,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1784,8990,0,1,100,8709355,0.15,20.48,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-36,9,0.1,225,0
CHFL,202037,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1802,8990,0,1,100,8709355,0.21,20.69,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-37,5,0.06,38.5,0
CHFL,202038,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1817,8990,0,1,100,8709355,0.17,20.86,COVID19Death,,2021-11-03_07-53-32,isoweek,2020-38,-3,-0.04,-16.7,0
