date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202121,CHFL,male,277085,sex,4321967,2293443,6.41,53.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.498,49.8
202122,CHFL,male,317172,sex,4321967,2610615,7.34,60.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.499,49.9
202123,CHFL,male,328262,sex,4321967,2938877,7.6,68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202124,CHFL,male,311277,sex,4321967,3250154,7.2,75.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.516,51.6
202125,CHFL,male,271929,sex,4321967,3522083,6.29,81.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202126,CHFL,male,234257,sex,4321967,3756340,5.42,86.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.521,52.1
202127,CHFL,male,216426,sex,4321967,3972766,5.01,91.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.522,52.2
202128,CHFL,male,192275,sex,4321967,4165041,4.45,96.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.525,52.5
202129,CHFL,male,155086,sex,4321967,4320127,3.59,99.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.526,52.6
202130,CHFL,male,96909,sex,4321967,4417036,2.24,102.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.518,51.800000000000004
202131,CHFL,male,70134,sex,4321967,4487170,1.62,103.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.514,51.4
202132,CHFL,male,68638,sex,4321967,4555808,1.59,105.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.508,50.8
202133,CHFL,male,73066,sex,4321967,4628874,1.69,107.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.507,50.7
202134,CHFL,male,80591,sex,4321967,4709465,1.86,108.97,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.503,50.3
202135,CHFL,male,78305,sex,4321967,4787770,1.81,110.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.504,50.4
202136,CHFL,male,98455,sex,4321967,4886225,2.28,113.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.512,51.2
202137,CHFL,male,114070,sex,4321967,5000295,2.64,115.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.515,51.5
202138,CHFL,male,99714,sex,4321967,5100009,2.31,118,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.511,51.1
202139,CHFL,male,83064,sex,4321967,5183073,1.92,119.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.505,50.5
202140,CHFL,male,83943,sex,4321967,5267016,1.94,121.87,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.514,51.4
202141,CHFL,male,88197,sex,4321967,5355213,2.04,123.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202142,CHFL,male,73588,sex,4321967,5428801,1.7,125.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.521,52.1
202143,CHFL,male,51099,sex,4321967,5479900,1.18,126.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.516,51.6
202052,CHFL,female,730,sex,4387388,730,0.02,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.646,64.60000000000001
202053,CHFL,female,3068,sex,4387388,3798,0.07,0.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.584,58.4
202101,CHFL,female,20989,sex,4387388,24787,0.48,0.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.616,61.6
202102,CHFL,female,31667,sex,4387388,56454,0.72,1.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.572,57.199999999999996
202103,CHFL,female,56527,sex,4387388,112981,1.29,2.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.562,56.2
202104,CHFL,female,62094,sex,4387388,175075,1.42,3.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.555,55.50000000000001
202105,CHFL,female,57159,sex,4387388,232234,1.3,5.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.572,57.199999999999996
202106,CHFL,female,78322,sex,4387388,310556,1.79,7.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.585,58.5
202107,CHFL,female,73215,sex,4387388,383771,1.67,8.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.559,55.900000000000006
202108,CHFL,female,77690,sex,4387388,461461,1.77,10.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.561,56.10000000000001
202109,CHFL,female,85055,sex,4387388,546516,1.94,12.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.56,56.00000000000001
202110,CHFL,female,86223,sex,4387388,632739,1.97,14.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.567,56.699999999999996
202111,CHFL,female,86071,sex,4387388,718810,1.96,16.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.569,56.89999999999999
202112,CHFL,female,100389,sex,4387388,819199,2.29,18.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.55,55.00000000000001
202113,CHFL,female,96166,sex,4387388,915365,2.19,20.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.549,54.900000000000006
202114,CHFL,female,114623,sex,4387388,1029988,2.61,23.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.544,54.400000000000006
202115,CHFL,female,158822,sex,4387388,1188810,3.62,27.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.538,53.800000000000004
202116,CHFL,female,195695,sex,4387388,1384505,4.46,31.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.532,53.2
202117,CHFL,female,206285,sex,4387388,1590790,4.7,36.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.531,53.1
202118,CHFL,female,238693,sex,4387388,1829483,5.44,41.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.528,52.800000000000004
202119,CHFL,female,240411,sex,4387388,2069894,5.48,47.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202120,CHFL,female,291826,sex,4387388,2361720,6.65,53.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.511,51.1
202121,CHFL,female,279335,sex,4387388,2641055,6.37,60.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.502,50.2
202122,CHFL,female,318361,sex,4387388,2959416,7.26,67.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.501,50.1
202123,CHFL,female,315814,sex,4387388,3275230,7.2,74.65,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202124,CHFL,female,292165,sex,4387388,3567395,6.66,81.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.484,48.4
202125,CHFL,female,247035,sex,4387388,3814430,5.63,86.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202126,CHFL,female,215164,sex,4387388,4029594,4.9,91.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.479,47.9
202127,CHFL,female,198057,sex,4387388,4227651,4.51,96.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202128,CHFL,female,173663,sex,4387388,4401314,3.96,100.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.474,47.4
202129,CHFL,female,139363,sex,4387388,4540677,3.18,103.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.473,47.3
202130,CHFL,female,90032,sex,4387388,4630709,2.05,105.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.481,48.1
202131,CHFL,female,66383,sex,4387388,4697092,1.51,107.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.486,48.6
202132,CHFL,female,66446,sex,4387388,4763538,1.51,108.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.492,49.2
202133,CHFL,female,71092,sex,4387388,4834630,1.62,110.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.493,49.3
202134,CHFL,female,79691,sex,4387388,4914321,1.82,112.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.497,49.7
202135,CHFL,female,77123,sex,4387388,4991444,1.76,113.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.496,49.6
202136,CHFL,female,93650,sex,4387388,5085094,2.13,115.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.487,48.699999999999996
202137,CHFL,female,107160,sex,4387388,5192254,2.44,118.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.484,48.4
202138,CHFL,female,95169,sex,4387388,5287423,2.17,120.51,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.488,48.8
202139,CHFL,female,81284,sex,4387388,5368707,1.85,122.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.494,49.4
202140,CHFL,female,79139,sex,4387388,5447846,1.8,124.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.485,48.5
202141,CHFL,female,80361,sex,4387388,5528207,1.83,126,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202142,CHFL,female,67467,sex,4387388,5595674,1.54,127.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202143,CHFL,female,47858,sex,4387388,5643532,1.09,128.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.483,48.3
202052,CHFL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202053,CHFL,unknown,2,sex,NA,2,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202101,CHFL,unknown,2,sex,NA,4,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202102,CHFL,unknown,4,sex,NA,8,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202103,CHFL,unknown,11,sex,NA,19,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202104,CHFL,unknown,13,sex,NA,32,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202105,CHFL,unknown,8,sex,NA,40,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202106,CHFL,unknown,21,sex,NA,61,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202107,CHFL,unknown,18,sex,NA,79,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202108,CHFL,unknown,16,sex,NA,95,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202109,CHFL,unknown,18,sex,NA,113,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202110,CHFL,unknown,18,sex,NA,131,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202111,CHFL,unknown,66,sex,NA,197,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202112,CHFL,unknown,20,sex,NA,217,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202113,CHFL,unknown,21,sex,NA,238,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202114,CHFL,unknown,38,sex,NA,276,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202115,CHFL,unknown,91,sex,NA,367,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202116,CHFL,unknown,74,sex,NA,441,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202117,CHFL,unknown,79,sex,NA,520,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202118,CHFL,unknown,124,sex,NA,644,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202119,CHFL,unknown,103,sex,NA,747,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202120,CHFL,unknown,126,sex,NA,873,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202121,CHFL,unknown,158,sex,NA,1031,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202122,CHFL,unknown,196,sex,NA,1227,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202123,CHFL,unknown,205,sex,NA,1432,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202124,CHFL,unknown,254,sex,NA,1686,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202125,CHFL,unknown,252,sex,NA,1938,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202126,CHFL,unknown,179,sex,NA,2117,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202127,CHFL,unknown,173,sex,NA,2290,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202128,CHFL,unknown,195,sex,NA,2485,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202129,CHFL,unknown,172,sex,NA,2657,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202130,CHFL,unknown,117,sex,NA,2774,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202131,CHFL,unknown,59,sex,NA,2833,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202132,CHFL,unknown,56,sex,NA,2889,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202133,CHFL,unknown,62,sex,NA,2951,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202134,CHFL,unknown,67,sex,NA,3018,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202135,CHFL,unknown,58,sex,NA,3076,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202136,CHFL,unknown,76,sex,NA,3152,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202137,CHFL,unknown,123,sex,NA,3275,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202138,CHFL,unknown,92,sex,NA,3367,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202139,CHFL,unknown,62,sex,NA,3429,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202140,CHFL,unknown,119,sex,NA,3548,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202141,CHFL,unknown,91,sex,NA,3639,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202142,CHFL,unknown,55,sex,NA,3694,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0,0
202143,CHFL,unknown,56,sex,NA,3750,NA,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.001,0.1
202052,FL,male,0,sex,19368,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,FL,male,0,sex,19368,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,FL,male,5,sex,19368,5,0.03,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.833,83.3
202102,FL,male,3,sex,19368,8,0.02,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.6,60
202103,FL,male,94,sex,19368,102,0.49,0.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.283,28.299999999999997
202104,FL,male,137,sex,19368,239,0.71,1.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.275,27.500000000000004
202105,FL,male,3,sex,19368,242,0.02,1.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.6,60
202106,FL,male,93,sex,19368,335,0.48,1.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.284,28.4
202107,FL,male,257,sex,19368,592,1.33,3.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.401,40.1
202108,FL,male,296,sex,19368,888,1.53,4.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.377,37.7
202109,FL,male,239,sex,19368,1127,1.23,5.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.454,45.4
202110,FL,male,311,sex,19368,1438,1.61,7.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202111,FL,male,250,sex,19368,1688,1.29,8.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.426,42.6
202112,FL,male,535,sex,19368,2223,2.76,11.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202113,FL,male,472,sex,19368,2695,2.44,13.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.465,46.5
202114,FL,male,420,sex,19368,3115,2.17,16.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.462,46.2
202115,FL,male,755,sex,19368,3870,3.9,19.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.522,52.2
202116,FL,male,1348,sex,19368,5218,6.96,26.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.519,51.9
202117,FL,male,786,sex,19368,6004,4.06,31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.51,51
202118,FL,male,637,sex,19368,6641,3.29,34.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.465,46.5
202119,FL,male,1034,sex,19368,7675,5.34,39.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.526,52.6
202120,FL,male,1427,sex,19368,9102,7.37,47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.52,52
202121,FL,male,1132,sex,19368,10234,5.84,52.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.514,51.4
202122,FL,male,1367,sex,19368,11601,7.06,59.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.493,49.3
202123,FL,male,1480,sex,19368,13081,7.64,67.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.515,51.5
202124,FL,male,1471,sex,19368,14552,7.6,75.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202125,FL,male,826,sex,19368,15378,4.26,79.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.511,51.1
202126,FL,male,1185,sex,19368,16563,6.12,85.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.521,52.1
202127,FL,male,1327,sex,19368,17890,6.85,92.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.507,50.7
202128,FL,male,1220,sex,19368,19110,6.3,98.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202129,FL,male,338,sex,19368,19448,1.75,100.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.532,53.2
202130,FL,male,0,sex,19368,19448,0,100.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202131,FL,male,0,sex,19368,19448,0,100.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202132,FL,male,869,sex,19368,20317,4.49,104.9,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.506,50.6
202133,FL,male,622,sex,19368,20939,3.21,108.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.509,50.9
202134,FL,male,477,sex,19368,21416,2.46,110.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.48,48
202135,FL,male,0,sex,19368,21416,0,110.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202136,FL,male,230,sex,19368,21646,1.19,111.76,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.493,49.3
202137,FL,male,883,sex,19368,22529,4.56,116.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.503,50.3
202138,FL,male,683,sex,19368,23212,3.53,119.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.505,50.5
202139,FL,male,94,sex,19368,23306,0.49,120.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.537,53.7
202140,FL,male,93,sex,19368,23399,0.48,120.81,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.492,49.2
202141,FL,male,84,sex,19368,23483,0.43,121.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.512,51.2
202142,FL,male,529,sex,19368,24012,2.73,123.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.505,50.5
202143,FL,male,239,sex,19368,24251,1.23,125.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.548,54.800000000000004
202052,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202053,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202101,FL,female,1,sex,19687,1,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.167,16.7
202102,FL,female,2,sex,19687,3,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.4,40
202103,FL,female,238,sex,19687,241,1.21,1.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.717,71.7
202104,FL,female,361,sex,19687,602,1.83,3.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.725,72.5
202105,FL,female,2,sex,19687,604,0.01,3.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.4,40
202106,FL,female,235,sex,19687,839,1.19,4.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.716,71.6
202107,FL,female,384,sex,19687,1223,1.95,6.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.599,59.9
202108,FL,female,490,sex,19687,1713,2.49,8.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.623,62.3
202109,FL,female,288,sex,19687,2001,1.46,10.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.546,54.6
202110,FL,female,340,sex,19687,2341,1.73,11.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.522,52.2
202111,FL,female,337,sex,19687,2678,1.71,13.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.574,57.4
202112,FL,female,589,sex,19687,3267,2.99,16.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.524,52.400000000000006
202113,FL,female,542,sex,19687,3809,2.75,19.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.535,53.5
202114,FL,female,490,sex,19687,4299,2.49,21.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.538,53.800000000000004
202115,FL,female,691,sex,19687,4990,3.51,25.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.478,47.8
202116,FL,female,1249,sex,19687,6239,6.34,31.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.481,48.1
202117,FL,female,755,sex,19687,6994,3.84,35.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.49,49
202118,FL,female,734,sex,19687,7728,3.73,39.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.535,53.5
202119,FL,female,930,sex,19687,8658,4.72,43.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.474,47.4
202120,FL,female,1318,sex,19687,9976,6.69,50.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.48,48
202121,FL,female,1071,sex,19687,11047,5.44,56.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.486,48.6
202122,FL,female,1406,sex,19687,12453,7.14,63.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.507,50.7
202123,FL,female,1394,sex,19687,13847,7.08,70.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.485,48.5
202124,FL,female,1337,sex,19687,15184,6.79,77.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202125,FL,female,791,sex,19687,15975,4.02,81.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.489,48.9
202126,FL,female,1090,sex,19687,17065,5.54,86.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.479,47.9
202127,FL,female,1290,sex,19687,18355,6.55,93.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.493,49.3
202128,FL,female,1107,sex,19687,19462,5.62,98.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.476,47.599999999999994
202129,FL,female,297,sex,19687,19759,1.51,100.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.468,46.800000000000004
202130,FL,female,0,sex,19687,19759,0,100.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202131,FL,female,0,sex,19687,19759,0,100.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202132,FL,female,849,sex,19687,20608,4.31,104.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.494,49.4
202133,FL,female,600,sex,19687,21208,3.05,107.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.491,49.1
202134,FL,female,516,sex,19687,21724,2.62,110.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.52,52
202135,FL,female,0,sex,19687,21724,0,110.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,NA,NA
202136,FL,female,237,sex,19687,21961,1.2,111.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.507,50.7
202137,FL,female,872,sex,19687,22833,4.43,115.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.497,49.7
202138,FL,female,670,sex,19687,23503,3.4,119.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.495,49.5
202139,FL,female,81,sex,19687,23584,0.41,119.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.463,46.300000000000004
202140,FL,female,96,sex,19687,23680,0.49,120.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.508,50.8
202141,FL,female,80,sex,19687,23760,0.41,120.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.488,48.8
202142,FL,female,519,sex,19687,24279,2.64,123.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.495,49.5
202143,FL,female,197,sex,19687,24476,1,124.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed,0.452,45.2
