sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
female,all,ZG,202030,339,7,332,2786,2.1,0.6000000000000001,1.4,0.411,41.099999999999994,63567,533.3,4382.78,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,-72,-113.26,-17.5,-11.900000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202030,4054,76,3978,45696,1.9,0.09999999999999987,0.9,0.515,51.5,779124,520.33,5865.05,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,-1190,-152.73,-22.7,-0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202030,1,0,1,9,0,0,11.1,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202030,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202030,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202030,0,0,NA,5,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202030,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202030,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202030,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202030,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202030,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202030,1,0,1,487,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,-2,NA,-66.7,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202030,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,-1,NA,-100,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202030,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202030,1,0,1,24,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-30,0,NA,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202031,1146,50,1096,14657,4.4,1.6000000000000005,1.7,0.528,52.800000000000004,348814,328.54,4201.95,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-21,-6.02,-1.8,3.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202031,26,1,25,275,3.8,3.8,0.4,0.634,63.4,8361,310.97,3289.08,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,2,23.92,8.3,20.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202031,72,0,72,992,0,0,0.6,0.471,47.099999999999994,27883,258.22,3557.72,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,19,68.14,35.8,3.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202031,1813,39,1774,20421,2.2,0.9000000000000001,0.8,0.503,50.3,512300,353.89,3986.14,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,276,53.87,18,2.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202031,509,10,499,7073,2,0.8,0.9,0.52,52,142767,356.52,4954.23,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-51,-35.73,-9.1,-0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202031,558,20,538,5422,3.6,2.3,1,0.467,46.7,95621,583.55,5670.3,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,97,101.44,21,-1.5999999999999943,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202031,67,2,65,807,3,3,0.4,0.193,19.3,19368,345.93,4166.67,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,10,51.63,17.5,-14.600000000000005,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202031,612,19,593,7262,3.1,0.3999999999999999,1.7,0.514,51.4,162985,375.49,4455.62,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,122,74.85,24.9,4.799999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202031,2688,198,2490,16530,7.4,0.5,2.9,0.497,49.7,245320,1095.71,6738.14,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,881,359.12,48.8,2.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202031,50,2,48,662,4,1.7999999999999998,1.1,0.575,57.49999999999999,20625,242.42,3209.7,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,4,19.39,8.7,7.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202031,413,16,397,3940,3.9,-3.1,1.8,0.508,50.8,100289,411.81,3928.65,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,42,41.88,11.3,2.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202031,160,1,159,1836,0.6,0.6,1.5,0.525,52.5,36474,438.67,5033.72,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,52,142.57,48.1,10.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202031,697,22,675,7676,3.2,1.5000000000000002,1.2,0.516,51.6,207582,335.77,3697.82,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-52,-25.05,-6.9,0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202031,224,5,219,4384,2.2,1.3000000000000003,0.8,0.486,48.6,86184,259.91,5086.79,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,1,1.16,0.4,4.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202031,81,1,80,793,1.2,1.2,0.4,0.623,62.3,22298,363.26,3556.37,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,27,121.09,50,10.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202031,61,2,59,676,3.3,-1.4000000000000004,1,0.57,56.99999999999999,19268,316.59,3508.41,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,18,93.42,41.9,9.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202031,816,27,789,10032,3.3,0.2999999999999998,1.3,0.508,50.8,258108,316.15,3886.75,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,24,9.3,3,-0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202031,159,9,150,1690,5.7,2.7,2.1,0.528,52.800000000000004,41162,386.28,4105.73,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,24,58.31,17.8,2.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202031,437,11,426,5611,2.5,0.20000000000000018,1.1,0.518,51.800000000000004,138626,315.24,4047.58,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-49,-35.34,-10.1,-0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202031,326,16,310,3530,4.9,2.1000000000000005,2,0.575,57.49999999999999,83109,392.26,4247.43,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,38,45.73,13.2,3.79999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202031,386,8,378,5277,2.1,0.6000000000000001,1,0.486,48.6,142527,270.83,3702.46,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-69,-48.41,-15.2,-1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202031,628,12,616,6577,1.9,0.5,1.4,0.502,50.2,170830,367.62,3850.03,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-75,-43.9,-10.7,4.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202031,64,3,61,618,4.7,4.7,2.4,0.667,66.7,18768,341.01,3292.84,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,12,63.94,23.1,9.600000000000009,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202031,2366,93,2273,27038,3.9,1.4,1.6,0.521,52.1,400217,591.18,6755.83,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,482,120.44,25.6,4.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202031,654,15,639,6471,2.3,1.2999999999999998,1.6,0.53,53,172955,378.13,3741.44,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,164,94.82,33.5,8.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202031,379,16,363,3349,4.2,3.2,1.7,0.629,62.9,65227,581.05,5134.38,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-107,-164.04,-22,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202031,3794,115,3679,47106,3,0.5,1.5,0.504,50.4,774299,489.99,6083.7,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-29,-3.75,-0.8,1.8999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202031,1024,46,978,14529,4.5,0.6000000000000001,1.6,0.472,47.199999999999996,345258,296.59,4208.16,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-180,-52.13,-15,-3.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202031,15,0,15,205,0,0,0,0.366,36.6,7932,189.11,2584.47,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-17,-214.32,-53.1,-20.499999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202031,81,2,79,925,2.5,1.1,0.6,0.529,52.900000000000006,27426,295.34,3372.71,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,12,43.75,17.4,-3.6999999999999886,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202031,1787,32,1755,21951,1.8,0.7,0.8,0.496,49.6,530832,336.64,4135.21,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,120,22.6,7.2,-2.3999999999999986,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202031,469,6,463,6926,1.3,0.5,0.5,0.48,48,148202,316.46,4673.35,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-35,-23.62,-6.9,0.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202031,637,19,618,5882,3,1.2,0.9,0.533,53.300000000000004,101114,629.98,5817.2,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,144,142.41,29.2,1.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202031,281,0,281,2421,0,0,0.1,0.807,80.7,19687,1427.34,12297.46,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,170,863.52,153.2,14.599999999999994,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202031,578,16,562,7511,2.8,1.4,1.3,0.486,48.6,162511,355.67,4621.84,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,17,10.46,3,-4.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202031,2724,173,2551,18602,6.4,0.20000000000000018,2.3,0.503,50.3,261023,1043.59,7126.58,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,713,273.16,35.5,-2.4000000000000057,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202031,37,1,36,547,2.7,0.6000000000000001,1.3,0.425,42.5,20226,182.93,2704.44,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-10,-49.44,-21.3,-8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202031,400,8,392,3599,2,-6.1,1.3,0.492,49.2,99807,400.77,3605.96,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,6,6.01,1.5,-2.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202031,145,0,145,1913,0,0,1.8,0.475,47.5,37235,389.42,5137.64,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-3,-8.06,-2,-10.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202031,654,20,634,7742,3.1,1.4000000000000001,1.1,0.484,48.4,208765,313.27,3708.48,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-54,-25.87,-7.6,-0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202031,237,9,228,4769,3.8,2.4,0.7,0.514,51.4,89710,264.18,5316.02,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-44,-49.05,-15.7,-4.400000000000006,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202031,49,0,49,619,0,0,0.5,0.377,37.7,21222,230.89,2916.78,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-1,-4.71,-2,-10.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202031,46,0,46,605,0,0,0.8,0.43,43,18840,244.16,3211.25,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-2,-10.62,-4.2,-9.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202031,791,15,776,10236,1.9,-1.4,1.1,0.492,49.2,256396,308.51,3992.26,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,29,11.31,3.8,0.20000000000000284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202031,142,8,134,1641,5.6,4.1,1.5,0.472,47.199999999999996,41945,338.54,3912.27,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,7,16.69,5.2,-2.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202031,407,8,399,5472,2,0.3999999999999999,1.1,0.482,48.199999999999996,138836,293.15,3941.34,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-33,-23.77,-7.5,0.6999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202031,241,8,233,3243,3.3,2.5,1.4,0.425,42.5,79048,304.88,4102.57,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-7,-8.85,-2.8,-3.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202031,409,9,400,5078,2.2,-0.5999999999999996,1,0.514,51.4,140382,291.35,3617.27,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-50,-35.61,-10.9,1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202031,624,12,612,6620,1.9,1.2,1.2,0.498,49.8,180156,346.37,3674.59,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-222,-123.22,-26.2,-4.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202031,30,1,29,499,3.3,-4.4,2.2,0.312,31.2,18051,166.2,2764.39,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-9,-49.85,-23.1,-11.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202031,2178,94,2084,29424,4.3,2.4,1.2,0.479,47.9,414545,525.4,7097.9,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,91,21.96,4.4,-4.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202031,578,16,562,6639,2.8,0.7999999999999998,1.9,0.469,46.9,175548,329.25,3781.87,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-35,-19.94,-5.7,-8.70000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202031,224,7,217,3010,3.1,1,1.6,0.371,37.1,63567,352.38,4735.16,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-115,-180.92,-33.9,-3.999999999999993,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202031,3726,90,3636,49422,2.4,0.5,1,0.495,49.5,779124,478.23,6343.28,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-328,-42.1,-8.1,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202031,0,0,NA,9,NA,NA,11.1,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,-1,NA,-100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202031,1,0,1,7,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,1,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202031,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202031,1,0,1,6,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,1,NA,NA,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202031,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202031,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202031,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202031,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202031,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
