sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
male,all,ZG,202108,1787,41,1746,34225,2.3,-1.5,9.8,0.505,50.5,65227,2739.66,52470.6,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,646,990.38,56.6,-2.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,ZH,202108,12881,578,12303,445392,4.5,0.40000000000000036,10.2,0.488,48.8,774299,1663.57,57521.97,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-2231,-288.13,-14.8,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,AG,202108,4458,251,4207,162882,5.6,0.8999999999999995,11.8,0.505,50.5,345258,1291.21,47176.89,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-157,-45.47,-3.4,0.8999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,AI,202108,260,4,256,3160,1.5,-1,13.7,0.595,59.5,7932,3277.86,39838.63,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,103,1298.54,65.6,4.599999999999994,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,AR,202108,418,17,401,12273,4.1,-0.5,13.5,0.573,57.3,27426,1524.1,44749.51,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-14,-51.05,-3.2,3.3999999999999915,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,BE,202108,8274,370,7904,262351,4.5,0.8999999999999999,10.7,0.523,52.300000000000004,530832,1558.69,49422.6,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-372,-70.07,-4.3,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,BL,202108,3473,101,3372,84539,2.9,0.10000000000000009,8,0.611,61.1,148202,2343.42,57043.09,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-584,-394.06,-14.4,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,BS,202108,2151,74,2077,69134,3.4,1.1999999999999997,7.2,0.494,49.4,101114,2127.3,68372.33,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-482,-476.69,-18.3,-3.9000000000000057,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,FL,202108,571,15,556,17679,2.6,1.4000000000000001,8,0.612,61.199999999999996,19687,2900.39,89800.38,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,74,375.88,14.9,1.6999999999999957,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,FR,202108,2371,182,2189,81084,7.7,1.6000000000000005,17.7,0.495,49.5,162511,1458.98,49894.47,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,16,9.85,0.7,-0.7000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,GE,202108,6976,405,6571,216717,5.8,-0.10000000000000053,12.9,0.532,53.2,261023,2672.56,83026.02,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-89,-34.1,-1.3,1.2000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,GL,202108,269,17,252,9321,6.3,-0.6000000000000005,12.9,0.461,46.1,20226,1329.97,46084.25,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,10,49.44,3.9,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,GR,202108,6696,67,6629,77311,1,-0.10000000000000009,7,0.409,40.9,99807,6708.95,77460.5,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,542,543.05,8.8,-0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,JU,202108,570,62,508,20803,10.9,5.800000000000001,15.6,0.541,54.1,37235,1530.82,55869.48,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-160,-429.7,-21.9,3.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,LU,202108,2043,123,1920,89497,6,-0.2999999999999998,13.1,0.503,50.3,208765,978.61,42869.73,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,8,3.83,0.4,0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,NE,202108,2698,151,2547,49709,5.6,-1.7000000000000002,15.4,0.531,53.1,89710,3007.47,55410.77,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,43,47.93,1.6,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,NW,202108,292,13,279,8425,4.5,-5.1,12.1,0.547,54.7,21222,1375.93,39699.37,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-9,-42.41,-3,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,OW,202108,365,11,354,6623,3,-7.9,14.6,0.578,57.8,18840,1937.37,35153.93,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,135,716.56,58.7,10.799999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,SG,202108,3543,179,3364,119807,5.1,-0.6000000000000005,15.3,0.52,52,256396,1381.85,46727.33,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-52,-20.28,-1.4,2.200000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,SH,202108,603,26,577,18958,4.3,0.5,10.4,0.524,52.400000000000006,41945,1437.6,45197.28,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,53,126.36,9.6,5.600000000000001,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,SO,202108,2253,123,2130,64512,5.5,-0.5999999999999996,11.1,0.494,49.4,138836,1622.78,46466.33,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,211,151.98,10.3,0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,SZ,202108,1214,58,1156,37540,4.8,0.5,13.4,0.486,48.6,79048,1535.78,47490.13,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,55,69.58,4.7,-1.1999999999999957,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,TG,202108,2190,106,2084,65420,4.8,-1,12.1,0.516,51.6,140382,1560.03,46601.42,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-148,-105.43,-6.3,-0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,TI,202108,3643,171,3472,106266,4.7,0.2999999999999998,13.1,0.512,51.2,180156,2022.14,58985.55,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,191,106.02,5.5,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,UR,202108,248,9,239,6130,3.6,-3.3000000000000003,14.9,0.561,56.10000000000001,18051,1373.89,33959.34,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,30,166.2,13.8,7.800000000000011,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,VD,202108,10076,648,9428,280885,6.4,0.8000000000000007,12.5,0.517,51.7,414545,2430.62,67757.42,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-1461,-352.43,-12.7,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,VS,202108,4362,234,4128,93499,5.4,0.8000000000000007,17.4,0.49,49,175548,2484.79,53261.22,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-5,-2.85,-0.1,0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,ZG,202108,1750,48,1702,33032,2.7,-2.0999999999999996,10.1,0.495,49.5,63567,2753,51964.07,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,732,1151.54,71.9,2.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,ZH,202108,13473,552,12921,485790,4.1,0.09999999999999964,9.7,0.511,51.1,779124,1729.25,62350.79,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-2741,-351.81,-16.9,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,AG,202108,4,0,4,89,0,-33.3,10.1,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,1,NA,33.3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,AI,202108,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,AR,202108,0,0,NA,1,NA,NA,100,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,BE,202108,6,0,6,218,0,0,10.1,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-2,NA,-25,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,BL,202108,3,0,3,31,0,NA,6.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,3,NA,NA,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,BS,202108,197,1,196,274,0.5,0.5,3.3,0.045,4.5,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,195,NA,9750,4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,FL,202108,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-1,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,FR,202108,1,0,1,16,0,NA,6.2,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,1,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,GE,202108,7,0,7,141,0,0,5.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-2,NA,-22.2,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,GL,202108,0,0,NA,7,NA,NA,28.6,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,GR,202108,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,JU,202108,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,LU,202108,0,0,NA,17,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-3,NA,-100,-0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,NE,202108,3,0,3,55,0,0,1.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,1,NA,50,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,NW,202108,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,OW,202108,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,SG,202108,2,0,2,23,0,0,4.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,SH,202108,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,SO,202108,0,0,NA,24,NA,NA,8.3,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,SZ,202108,1,0,1,18,0,NA,16.7,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,1,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,TG,202108,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-2,NA,-100,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,TI,202108,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,UR,202108,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,VD,202108,10,1,9,819,10,4.4,4.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-8,NA,-44.4,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,VS,202108,10,0,10,219,0,0,2.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,-1,NA,-9.1,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,ZG,202108,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unknown,all,ZH,202108,18,0,18,409,0,-6.7,4.6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-08,3,NA,20,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,AG,202109,5021,265,4756,155599,5.3,-1.4000000000000004,11.9,0.492,49.2,348814,1439.45,44608.01,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,649,186.06,14.8,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,AI,202109,195,6,189,3216,3.1,0.30000000000000027,14.5,0.455,45.5,8361,2332.26,38464.3,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,18,215.29,10.2,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,AR,202109,353,18,335,11394,5.1,0.2999999999999998,13.1,0.497,49.7,27883,1266,40863.61,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,41,147.04,13.1,7.000000000000007,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,BE,202109,8155,353,7802,236539,4.3,-0.40000000000000036,10.7,0.475,47.5,512300,1591.84,46171.97,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,614,119.85,8.1,-0.19999999999999574,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,BL,202109,2408,125,2283,72431,5.2,0.2999999999999998,9.3,0.391,39.1,142767,1686.66,50733.71,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,200,140.08,9.1,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,BS,202109,2361,81,2280,62143,3.4,-0.6999999999999997,7.6,0.462,46.2,95621,2469.12,64988.86,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,356,372.3,17.8,0.10000000000000142,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,FL,202109,385,10,375,11010,2.6,-1.8000000000000003,11.6,0.412,41.199999999999996,19368,1987.81,56846.34,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,23,118.75,6.4,2.3999999999999915,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,FR,202109,2530,206,2324,74693,8.1,-0.5999999999999996,17.5,0.502,50.2,162985,1552.29,45828.14,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,108,66.26,4.5,-0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,GE,202109,5965,355,5610,192507,6,-0.09999999999999964,13.1,0.472,47.199999999999996,245320,2431.52,78471.79,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-154,-62.77,-2.5,0.4999999999999929,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,GL,202109,330,17,313,8513,5.2,0.40000000000000036,12,0.513,51.300000000000004,20625,1600,41275.15,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,16,77.58,5.1,-2.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,GR,202109,9818,90,9728,92256,0.9,-0.29999999999999993,5.9,0.604,60.4,100289,9789.71,91990.15,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,141,140.6,1.5,1.3000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,JU,202109,483,46,437,16255,9.5,3.7,16,0.475,47.5,36474,1324.23,44565.99,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,0,0,0,1.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,LU,202109,2220,169,2051,82479,7.6,0.7999999999999998,13.1,0.473,47.3,207582,1069.46,39733.21,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,199,95.87,9.8,-2.4000000000000057,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,NE,202109,1530,94,1436,42947,6.1,0.09999999999999964,15.6,0.476,47.599999999999994,86184,1775.27,49831.76,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-852,-988.58,-35.8,0.6999999999999957,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,NW,202109,276,9,267,8371,3.3,-0.40000000000000036,11.1,0.442,44.2,22298,1237.78,37541.48,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,34,152.48,14,-1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,OW,202109,281,11,270,6504,3.9,0.8999999999999999,13,0.411,41.099999999999994,19268,1458.38,33755.45,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,15,77.85,5.6,-1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,SG,202109,3507,223,3284,111737,6.4,0.20000000000000018,14.9,0.472,47.199999999999996,258108,1358.73,43290.79,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,239,92.59,7.3,-0.8000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,SH,202109,558,21,537,18440,3.8,0,10.1,0.494,49.4,41162,1355.62,44798.6,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,10,24.29,1.8,1.8000000000000043,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,SO,202109,2570,156,2414,61976,6.1,-0.10000000000000053,11.2,0.5,50,138626,1853.91,44707.34,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,263,189.72,11.4,-0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,SZ,202109,1256,57,1199,37928,4.5,0.09999999999999964,13,0.534,53.400000000000006,83109,1511.27,45636.45,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-29,-34.89,-2.3,2.000000000000007,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,TG,202109,2103,117,1986,59832,5.6,0.39999999999999947,12,0.477,47.699999999999996,142527,1475.51,41979.41,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,46,32.27,2.2,-0.7000000000000028,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,TI,202109,3423,209,3214,95366,6.1,0.09999999999999964,13.6,0.481,48.1,170830,2003.75,55825.09,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-46,-26.92,-1.3,-0.6999999999999957,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,UR,202109,200,16,184,5874,8,2.8,14.1,0.407,40.699999999999996,18768,1065.64,31297.95,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,6,31.97,3.1,-3.200000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,VD,202109,9288,593,8695,259588,6.4,-0.09999999999999964,12.8,0.488,48.8,400217,2320.74,64861.81,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-108,-26.99,-1.1,0.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,VS,202109,3375,237,3138,90121,7,1.5999999999999996,16.4,0.504,50.4,172955,1951.37,52106.62,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-1157,-668.96,-25.5,-0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,ZG,202109,4104,59,4045,38329,1.4,-0.8999999999999999,8.9,0.508,50.8,65227,6291.87,58762.48,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,2317,3552.21,129.7,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
male,all,ZH,202109,13226,666,12560,458618,5,0.5,10.1,0.491,49.1,774299,1708.13,59230.09,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,345,44.56,2.7,0.30000000000000426,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,AG,202109,5182,263,4919,168064,5.1,-0.5,11.6,0.508,50.8,345258,1500.91,48677.8,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,724,209.7,16.2,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,AI,202109,234,4,230,3394,1.7,0.19999999999999996,12.9,0.545,54.50000000000001,7932,2950.08,42788.7,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-26,-327.78,-10,-4.999999999999993,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,AR,202109,357,22,335,12630,6.2,2.1000000000000005,13.3,0.503,50.3,27426,1301.68,46051.19,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-61,-222.42,-14.6,-7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,BE,202109,9022,299,8723,271373,3.3,-1.2000000000000002,10.4,0.525,52.5,530832,1699.6,51122.2,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,748,140.91,9,0.19999999999999574,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,BL,202109,3752,121,3631,88291,3.2,0.30000000000000027,7.8,0.609,60.9,148202,2531.68,59574.77,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,279,188.26,8,-0.20000000000000284,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,BS,202109,2550,68,2482,71684,2.7,-0.6999999999999997,7.1,0.499,49.9,101114,2521.91,70894.24,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,399,394.61,18.5,0.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,FL,202109,550,13,537,18229,2.4,-0.20000000000000018,7.8,0.588,58.8,19687,2793.72,92594.1,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-21,-106.67,-3.7,-2.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,FR,202109,2511,208,2303,83595,8.3,0.6000000000000005,17.5,0.498,49.8,162511,1545.13,51439.59,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,140,86.15,5.9,0.29999999999999716,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,GE,202109,6677,387,6290,223394,5.8,0,12.7,0.528,52.800000000000004,261023,2558.01,85584.03,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-299,-114.55,-4.3,-0.3999999999999986,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,GL,202109,313,12,301,9634,3.8,-2.5,12.6,0.487,48.699999999999996,20226,1547.51,47631.76,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,44,217.54,16.4,2.5999999999999943,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,GR,202109,6432,89,6343,83743,1.4,0.3999999999999999,6.6,0.396,39.6,99807,6444.44,83904.94,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-264,-264.51,-3.9,-1.2999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,JU,202109,534,48,486,21337,9,-1.9000000000000004,15.4,0.525,52.5,37235,1434.13,57303.61,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-36,-96.69,-6.3,-1.6000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,LU,202109,2473,193,2280,91970,7.8,1.7999999999999998,12.9,0.527,52.7,208765,1184.59,44054.32,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,430,205.98,21,2.4000000000000057,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,NE,202109,1683,110,1573,51392,6.5,0.9000000000000004,15.1,0.523,52.300000000000004,89710,1876.05,57286.81,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,-1015,-1131.42,-37.6,-0.7999999999999972,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,NW,202109,349,30,319,8774,8.6,4.1,12,0.558,55.800000000000004,21222,1644.52,41343.89,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,57,268.59,19.5,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
female,all,OW,202109,402,19,383,7025,4.7,1.7000000000000002,14,0.589,58.9,18840,2133.76,37287.69,COVID19Test,sex,2021-11-03_07-53-32,isoweek,2021-09,37,196.39,10.1,1.1000000000000014,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
