sex,geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
unknown,CH,202103,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,128,128,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-03,0,NA,0,0
male,CH,202104,5351,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,247628,242277,5351,0.465,46.5,4302599,124.37,5755.31,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-04,-992,-23.05,-15.6,-0.5999999999999943
female,CH,202104,6155,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,275252,269097,6155,0.535,53.5,4367701,140.92,6301.99,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-04,-974,-22.3,-13.7,0.5999999999999943
unknown,CH,202104,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,128,128,0,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-04,-4,NA,-100,0
male,CH,202105,4816,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,252444,242277,10167,0.479,47.9,4302599,111.93,5867.24,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-05,-535,-12.44,-10,1.3999999999999986
female,CH,202105,5238,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,280490,269097,11393,0.521,52.1,4367701,119.93,6421.91,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-05,-917,-20.99,-14.9,-1.3999999999999986
unknown,CH,202105,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,129,128,1,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-05,1,NA,NA,0
male,CH,202106,3856,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,256300,242277,14023,0.49,49,4302599,89.62,5956.86,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-06,-960,-22.31,-19.9,1.1000000000000014
female,CH,202106,4004,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,284494,269097,15397,0.509,50.9,4367701,91.67,6513.59,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-06,-1234,-28.26,-23.6,-1.2000000000000028
unknown,CH,202106,4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,133,128,5,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-06,3,NA,300,0.1
male,CH,202107,3369,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,259669,242277,17392,0.483,48.3,4302599,78.3,6035.17,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-07,-487,-11.32,-12.6,-0.7000000000000028
female,CH,202107,3600,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,288094,269097,18997,0.516,51.6,4367701,82.42,6596.01,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-07,-404,-9.25,-10.1,0.7000000000000028
unknown,CH,202107,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,134,128,6,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-07,-3,NA,-75,-0.1
male,CH,202108,3630,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,263299,242277,21022,0.503,50.3,4302599,84.37,6119.53,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-08,261,6.07,7.7,2
female,CH,202108,3580,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,291674,269097,22577,0.496,49.6,4367701,81.97,6677.98,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-08,-20,-0.45,-0.6,-2
unknown,CH,202108,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,137,128,9,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-08,2,NA,200,0
male,CH,202109,3782,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,267081,242277,24804,0.499,49.9,4302599,87.9,6207.43,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-09,152,3.53,4.2,-0.3999999999999986
female,CH,202109,3784,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,295458,269097,26361,0.499,49.9,4367701,86.64,6764.61,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-09,204,4.67,5.7,0.29999999999999716
unknown,CH,202109,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,147,128,19,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-09,7,NA,233.3,0.1
male,CH,202110,4315,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,271396,242277,29119,0.491,49.1,4302599,100.29,6307.72,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-10,533,12.39,14.1,-0.7999999999999972
female,CH,202110,4465,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,299923,269097,30826,0.508,50.8,4367701,102.23,6866.84,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-10,681,15.59,18,0.8999999999999986
unknown,CH,202110,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,150,128,22,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-10,-7,NA,-70,-0.1
male,CH,202111,5180,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,276576,242277,34299,0.494,49.4,4302599,120.39,6428.11,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-11,865,20.1,20,0.29999999999999716
female,CH,202111,5306,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,305229,269097,36132,0.506,50.6,4367701,121.48,6988.32,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-11,841,19.25,18.8,-0.19999999999999574
unknown,CH,202111,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,153,128,25,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-11,0,NA,0,0
male,CH,202112,6297,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,282873,242277,40596,0.502,50.2,4302599,146.35,6574.47,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-12,1117,25.96,21.6,0.8000000000000043
female,CH,202112,6231,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,311460,269097,42363,0.497,49.7,4367701,142.66,7130.98,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-12,925,21.18,17.4,-0.8999999999999986
unknown,CH,202112,7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,160,128,32,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-12,4,NA,133.3,0.1
male,CH,202113,6085,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,288958,242277,46681,0.495,49.5,4302599,141.43,6715.89,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-13,-212,-4.92,-3.4,-0.7000000000000028
female,CH,202113,6197,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,317657,269097,48560,0.504,50.4,4367701,141.88,7272.87,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-13,-34,-0.78,-0.5,0.6999999999999957
unknown,CH,202113,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,164,128,36,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-13,-3,NA,-42.9,-0.1
male,CH,202114,7054,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,296012,242277,53735,0.499,49.9,4302599,163.95,6879.84,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-14,969,22.52,15.9,0.3999999999999986
female,CH,202114,7075,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,324732,269097,55635,0.501,50.1,4367701,161.98,7434.85,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-14,878,20.1,14.2,-0.29999999999999716
unknown,CH,202114,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,168,128,40,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-14,0,NA,0,0
male,CH,202115,7208,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,303220,242277,60943,0.512,51.2,4302599,167.53,7047.37,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-15,154,3.58,2.2,1.3000000000000043
female,CH,202115,6870,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,331602,269097,62505,0.488,48.8,4367701,157.29,7592.14,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-15,-205,-4.69,-2.9,-1.3000000000000043
unknown,CH,202115,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,168,128,40,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-15,-4,NA,-100,0
male,CH,202116,7436,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,310656,242277,68379,0.512,51.2,4302599,172.83,7220.19,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-16,228,5.3,3.2,0
female,CH,202116,7081,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,338683,269097,69586,0.488,48.8,4367701,162.12,7754.26,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-16,211,4.83,3.1,0
unknown,CH,202116,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,170,128,42,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-16,2,NA,NA,0
male,CH,202117,6026,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,316682,242277,74405,0.508,50.8,4302599,140.05,7360.25,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-17,-1410,-32.78,-19,-0.4000000000000057
female,CH,202117,5840,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,344523,269097,75426,0.492,49.2,4367701,133.71,7887.97,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-17,-1241,-28.41,-17.5,0.4000000000000057
unknown,CH,202117,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,171,128,43,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-17,-1,NA,-50,0
male,CH,202118,5126,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,321808,242277,79531,0.498,49.8,4302599,119.14,7479.39,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-18,-900,-20.91,-14.9,-1
female,CH,202118,5170,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,349693,269097,80596,0.502,50.2,4367701,118.37,8006.34,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-18,-670,-15.34,-11.5,1
unknown,CH,202118,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,175,128,47,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-18,3,NA,300,0
male,CH,202119,3915,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,325723,242277,83446,0.5,50,4302599,90.99,7570.38,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-19,-1211,-28.15,-23.6,0.20000000000000284
female,CH,202119,3917,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,353610,269097,84513,0.5,50,4367701,89.68,8096.02,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-19,-1253,-28.69,-24.2,-0.20000000000000284
unknown,CH,202119,5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,180,128,52,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-19,1,NA,25,0.1
male,CH,202120,3629,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,329352,242277,87075,0.494,49.4,4302599,84.34,7654.72,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-20,-286,-6.65,-7.3,-0.6000000000000014
female,CH,202120,3713,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,357323,269097,88226,0.506,50.6,4367701,85.01,8181.03,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-20,-204,-4.67,-5.2,0.6000000000000014
unknown,CH,202120,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,182,128,54,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-20,-3,NA,-60,-0.1
male,CH,202121,2532,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,331884,242277,89607,0.496,49.6,4302599,58.85,7713.57,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-21,-1097,-25.49,-30.2,0.20000000000000284
female,CH,202121,2572,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,359895,269097,90798,0.504,50.4,4367701,58.89,8239.92,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-21,-1141,-26.12,-30.7,-0.20000000000000284
unknown,CH,202121,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,185,128,57,0.001,0.1,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-21,1,NA,50,0.1
male,CH,202122,1765,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,333649,242277,91372,0.502,50.2,4302599,41.02,7754.59,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-22,-767,-17.83,-30.3,0.6000000000000014
female,CH,202122,1750,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,361645,269097,92548,0.498,49.8,4367701,40.07,8279.99,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-22,-822,-18.82,-32,-0.6000000000000014
unknown,CH,202122,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-22,-3,NA,-100,-0.1
male,CH,202123,1165,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,334814,242277,92537,0.504,50.4,4302599,27.08,7781.67,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-23,-600,-13.94,-34,0.19999999999999574
female,CH,202123,1146,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,362791,269097,93694,0.496,49.6,4367701,26.24,8306.22,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-23,-604,-13.83,-34.5,-0.19999999999999574
unknown,CH,202123,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-23,0,NA,NA,0
male,CH,202124,633,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,335447,242277,93170,0.512,51.2,4302599,14.71,7796.38,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-24,-532,-12.37,-45.7,0.8000000000000043
female,CH,202124,604,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,363395,269097,94298,0.488,48.8,4367701,13.83,8320.05,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-24,-542,-12.41,-47.3,-0.8000000000000043
unknown,CH,202124,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-24,0,NA,NA,0
male,CH,202125,408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,335855,242277,93578,0.548,54.800000000000004,4302599,9.48,7805.86,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-25,-225,-5.23,-35.5,3.6000000000000014
female,CH,202125,336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,363731,269097,94634,0.452,45.2,4367701,7.69,8327.74,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-25,-268,-6.14,-44.4,-3.5999999999999943
unknown,CH,202125,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-25,0,NA,NA,0
male,CH,202126,584,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,336439,242277,94162,0.569,56.89999999999999,4302599,13.57,7819.44,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-26,176,4.09,43.1,2.099999999999987
female,CH,202126,442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,364173,269097,95076,0.431,43.1,4367701,10.12,8337.86,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-26,106,2.43,31.5,-2.1000000000000014
unknown,CH,202126,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-26,0,NA,NA,0
male,CH,202127,1134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,337573,242277,95296,0.554,55.400000000000006,4302599,26.36,7845.79,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-27,550,12.79,94.2,-1.4999999999999858
female,CH,202127,913,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,365086,269097,95989,0.446,44.6,4367701,20.9,8358.77,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-27,471,10.78,106.6,1.5
unknown,CH,202127,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-27,0,NA,NA,0
male,CH,202128,2043,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,339616,242277,97339,0.538,53.800000000000004,4302599,47.48,7893.28,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-28,909,21.12,80.2,-1.6000000000000014
female,CH,202128,1751,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,366837,269097,97740,0.462,46.2,4367701,40.09,8398.86,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-28,838,19.19,91.8,1.6000000000000014
unknown,CH,202128,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-28,0,NA,NA,0
male,CH,202129,2564,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,342180,242277,99903,0.518,51.800000000000004,4302599,59.59,7952.87,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-29,521,12.11,25.5,-2
female,CH,202129,2388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,369225,269097,100128,0.482,48.199999999999996,4367701,54.67,8453.53,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-29,637,14.58,36.4,1.999999999999993
unknown,CH,202129,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,185,128,57,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-29,0,NA,NA,0
male,CH,202130,2730,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,344910,242277,102633,0.52,52,4302599,63.45,8016.32,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-30,166,3.86,6.5,0.19999999999999574
female,CH,202130,2511,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,371736,269097,102639,0.478,47.8,4367701,57.49,8511.02,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-30,123,2.82,5.2,-0.3999999999999986
unknown,CH,202130,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,196,128,68,0.002,0.2,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-30,11,NA,NA,0.2
male,CH,202131,3937,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,348847,242277,106570,0.517,51.7,4302599,91.5,8107.82,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-31,1207,28.05,44.2,-0.29999999999999716
female,CH,202131,3678,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,375414,269097,106317,0.483,48.3,4367701,84.21,8595.23,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-31,1167,26.72,46.5,0.5
unknown,CH,202131,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,197,128,69,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-31,-10,NA,-90.9,-0.2
male,CH,202132,7149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,355996,242277,113719,0.506,50.6,4302599,166.16,8273.98,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-32,3212,74.66,81.6,-1.1000000000000014
female,CH,202132,6982,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,382396,269097,113299,0.494,49.4,4367701,159.86,8755.09,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-32,3304,75.65,89.8,1.1000000000000014
unknown,CH,202132,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,204,128,76,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-32,6,NA,600,0
male,CH,202133,8921,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,364917,242277,122640,0.497,49.7,4302599,207.34,8481.32,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-33,1772,41.18,24.8,-0.8999999999999986
female,CH,202133,9028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,391424,269097,122327,0.503,50.3,4367701,206.7,8961.79,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-33,2046,46.84,29.3,0.8999999999999986
unknown,CH,202133,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,207,128,79,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-33,-4,NA,-57.1,0
male,CH,202134,8963,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,373880,242277,131603,0.501,50.1,4302599,208.32,8689.63,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-34,42,0.98,0.5,0.3999999999999986
female,CH,202134,8917,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,400341,269097,131244,0.499,49.9,4367701,204.16,9165.94,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-34,-111,-2.54,-1.2,-0.3999999999999986
unknown,CH,202134,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,210,128,82,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-34,0,NA,0,0
male,CH,202135,9248,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,383128,242277,140851,0.493,49.3,4302599,214.94,8904.57,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-35,285,6.62,3.2,-0.8000000000000043
female,CH,202135,9504,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,409845,269097,140748,0.507,50.7,4367701,217.6,9383.54,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-35,587,13.44,6.6,0.8000000000000043
unknown,CH,202135,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,219,128,91,0,0,NA,NA,NA,COVID19Cases,sex,2021-11-03_07-53-32,isoweek,2021-35,6,NA,200,0
