geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CHFL,202006,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,NA,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202006,1,0,1,1,1,100,0,NA,0,8709355,0.01,0.01,NA,NA,NA,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202007,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202007,1,0,1,2,1,100,0,0,0,8709355,0.01,0.02,0,0,0,0,COVID19Test,2021-11-03_07-53-32,isoweek,2020-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202008,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202008,0,0,0,2,1,100,NA,NA,0,8709355,0,0.02,-1,-0.01,0,-100,COVID19Test,2021-11-03_07-53-32,isoweek,2020-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202009,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202009,1853,62,1791,1855,1,100,3.3,NA,3.3,8709355,21.28,21.3,1853,21.28,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202010,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202010,4796,555,4241,6651,1,100,11.6,8.3,9.3,8709355,55.07,76.37,2943,33.79,0,158.8,COVID19Test,2021-11-03_07-53-32,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202011,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202011,23622,2327,21295,30273,1,100,9.9,-1.6999999999999993,9.7,8709355,271.23,347.59,18826,216.16,0,392.5,COVID19Test,2021-11-03_07-53-32,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202012,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202012,52613,7390,45223,82886,1,100,14,4.1,12.5,8709355,604.1,951.69,28991,332.87,0,122.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202013,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202013,43689,8191,35498,126575,1,100,18.7,4.699999999999999,14.6,8709355,501.63,1453.32,-8924,-102.47,0,-17,COVID19Test,2021-11-03_07-53-32,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202014,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202014,40251,6800,33451,166826,1,100,16.9,-1.8000000000000007,15.2,8709355,462.16,1915.48,-3438,-39.47,0,-7.9,COVID19Test,2021-11-03_07-53-32,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202015,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202015,32610,4329,28281,199436,1,100,13.3,-3.599999999999998,14.9,8709355,374.42,2289.91,-7641,-87.74,0,-19,COVID19Test,2021-11-03_07-53-32,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202016,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202016,27249,2445,24804,226685,1,100,9,-4.300000000000001,14.2,8709355,312.87,2602.78,-5361,-61.55,0,-16.4,COVID19Test,2021-11-03_07-53-32,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202017,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202017,28753,1646,27107,255438,1,100,5.7,-3.3,13.2,8709355,330.14,2932.92,1504,17.27,0,5.5,COVID19Test,2021-11-03_07-53-32,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202018,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202018,30093,1102,28991,285531,1,100,3.7,-2,12.2,8709355,345.53,3278.44,1340,15.39,0,4.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202019,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202019,28715,665,28050,314246,1,100,2.3,-1.4000000000000004,11.3,8709355,329.7,3608.14,-1378,-15.83,0,-4.6,COVID19Test,2021-11-03_07-53-32,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202020,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202020,32984,395,32589,347230,1,100,1.2,-1.0999999999999999,10.3,8709355,378.72,3986.86,4269,49.02,0,14.9,COVID19Test,2021-11-03_07-53-32,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202021,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202021,25134,280,24854,372364,1,100,1.1,-0.09999999999999987,9.7,8709355,288.59,4275.45,-7850,-90.13,0,-23.8,COVID19Test,2021-11-03_07-53-32,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202022,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202022,26762,205,26557,399126,1,100,0.8,-0.30000000000000004,9.1,8709355,307.28,4582.73,1628,18.69,0,6.5,COVID19Test,2021-11-03_07-53-32,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202023,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202023,26031,154,25877,425157,1,100,0.6,-0.20000000000000007,8.6,8709355,298.89,4881.61,-731,-8.39,0,-2.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202024,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202024,36022,221,35801,461179,1,100,0.6,0,8,8709355,413.6,5295.21,9991,114.71,0,38.4,COVID19Test,2021-11-03_07-53-32,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202025,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202025,48660,203,48457,509839,1,100,0.4,-0.19999999999999996,7.3,8709355,558.71,5853.92,12638,145.11,0,35.1,COVID19Test,2021-11-03_07-53-32,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202026,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202026,57468,393,57075,567307,1,100,0.7,0.29999999999999993,6.6,8709355,659.84,6513.77,8808,101.13,0,18.1,COVID19Test,2021-11-03_07-53-32,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202027,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202027,70370,753,69617,637677,1,100,1.1,0.40000000000000013,6,8709355,807.98,7321.75,12902,148.14,0,22.5,COVID19Test,2021-11-03_07-53-32,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202028,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202028,49611,765,48846,687288,1,100,1.5,0.3999999999999999,5.7,8709355,569.63,7891.38,-20759,-238.35,0,-29.5,COVID19Test,2021-11-03_07-53-32,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202029,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202029,42967,843,42124,730255,1,100,2,0.5,5.4,8709355,493.34,8384.72,-6644,-76.29,0,-13.4,COVID19Test,2021-11-03_07-53-32,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202030,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202030,35697,921,34776,765952,1,100,2.6,0.6000000000000001,5.3,8709355,409.87,8794.59,-7270,-83.47,0,-16.9,COVID19Test,2021-11-03_07-53-32,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202031,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202031,37706,1313,36393,803658,1,100,3.5,0.8999999999999999,5.2,8709355,432.94,9227.53,2009,23.07,0,5.6,COVID19Test,2021-11-03_07-53-32,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202032,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202032,38879,1267,37612,842537,1,100,3.3,-0.20000000000000018,5.1,8709355,446.41,9673.93,1173,13.47,0,3.1,COVID19Test,2021-11-03_07-53-32,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202033,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202033,42120,1701,40419,884657,1,100,4,0.7000000000000002,5.1,8709355,483.62,10157.55,3241,37.21,0,8.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202034,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202034,57818,2087,55731,942475,1,100,3.6,-0.3999999999999999,5,8709355,663.86,10821.41,15698,180.24,0,37.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202035,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202035,73979,2301,71678,1016454,1,100,3.1,-0.5,4.9,8709355,849.42,11670.83,16161,185.56,0,28,COVID19Test,2021-11-03_07-53-32,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202036,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202036,87829,2702,85127,1104283,1,100,3.1,0,4.7,8709355,1008.44,12679.27,13850,159.02,0,18.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202037,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202037,91322,3239,88083,1195605,1,100,3.5,0.3999999999999999,4.6,8709355,1048.55,13727.82,3493,40.11,0,4,COVID19Test,2021-11-03_07-53-32,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202038,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202038,85206,3207,81999,1280811,1,100,3.8,0.2999999999999998,4.6,8709355,978.33,14706.15,-6116,-70.22,0,-6.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202039,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202039,68745,2512,66233,1349556,1,100,3.7,-0.09999999999999964,4.5,8709355,789.32,15495.48,-16461,-189.01,0,-19.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202040,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202040,68237,3629,64608,1417793,1,100,5.3,1.5999999999999996,4.6,8709355,783.49,16278.97,-508,-5.83,0,-0.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202041,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202041,89953,8961,80992,1507746,1,100,10,4.7,4.9,8709355,1032.83,17311.8,21716,249.34,0,31.8,COVID19Test,2021-11-03_07-53-32,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202042,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202042,127083,19504,107579,1634829,1,100,15.3,5.300000000000001,5.7,8709355,1459.16,18770.95,37130,426.33,0,41.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202043,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202043,178476,40197,138279,1813305,1,100,22.5,7.199999999999999,7.3,8709355,2049.24,20820.2,51393,590.08,0,40.4,COVID19Test,2021-11-03_07-53-32,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202044,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202044,218266,57719,160547,2031571,1,100,26.4,3.8999999999999986,9.4,8709355,2506.11,23326.31,39790,456.87,0,22.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202045,3296,806,2490,3296,1,100,24.5,NA,24.5,8709355,37.84,37.84,NA,NA,0,NA,COVID19Test,2021-11-03_07-53-32,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202045,204688,54307,150381,2236259,1,100,26.5,0.10000000000000142,11,8709355,2350.21,25676.52,-13578,-155.9,0,-6.2,COVID19Test,2021-11-03_07-53-32,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202046,18555,3911,14644,21851,1,100,21.1,-3.3999999999999986,21.6,8709355,213.05,250.89,15259,175.21,0,463,COVID19Test,2021-11-03_07-53-32,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202046,162228,39421,122807,2398487,1,100,24.3,-2.1999999999999993,11.9,8709355,1862.69,27539.2,-42460,-487.52,0,-20.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202047,25711,4932,20779,47562,1,100,19.2,-1.9000000000000021,20.3,8709355,295.21,546.1,7156,82.16,0,38.6,COVID19Test,2021-11-03_07-53-32,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202047,133118,28022,105096,2531605,1,100,21.1,-3.1999999999999993,12.4,8709355,1528.45,29067.65,-29110,-334.24,0,-17.9,COVID19Test,2021-11-03_07-53-32,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202048,33460,5404,28056,81022,1,100,16.2,-3,18.6,8709355,384.18,930.29,7749,88.97,0,30.1,COVID19Test,2021-11-03_07-53-32,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202048,127480,22888,104592,2659085,1,100,18,-3.1000000000000014,12.6,8709355,1463.71,30531.37,-5638,-64.74,0,-4.2,COVID19Test,2021-11-03_07-53-32,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202049,38237,6473,31764,119259,1,100,16.9,0.6999999999999993,18,8709355,439.03,1369.32,4777,54.85,0,14.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202049,126889,22822,104067,2785974,1,100,18,0,12.9,8709355,1456.93,31988.29,-591,-6.78,0,-0.5,COVID19Test,2021-11-03_07-53-32,isoweek,2020-49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202050,64271,7448,56823,183530,1,100,11.6,-5.299999999999999,15.8,8709355,737.95,2107.27,26034,298.92,0,68.1,COVID19Test,2021-11-03_07-53-32,isoweek,2020-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202050,146326,24626,121700,2932300,1,100,16.8,-1.1999999999999993,13.1,8709355,1680.1,33668.39,19437,223.17,0,15.3,COVID19Test,2021-11-03_07-53-32,isoweek,2020-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202051,67394,7578,59816,250924,1,100,11.2,-0.40000000000000036,14.6,8709355,773.81,2881.09,3123,35.86,0,4.9,COVID19Test,2021-11-03_07-53-32,isoweek,2020-51,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202051,176415,23737,152678,3108715,1,100,13.5,-3.3000000000000007,13.1,8709355,2025.58,35693.98,30089,345.48,0,20.6,COVID19Test,2021-11-03_07-53-32,isoweek,2020-51,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202052,65975,6648,59327,316899,1,100,10.1,-1.0999999999999996,13.6,8709355,757.52,3638.6,-1419,-16.29,0,-2.1,COVID19Test,2021-11-03_07-53-32,isoweek,2020-52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202052,140814,19481,121333,3249529,1,100,13.8,0.3000000000000007,13.1,8709355,1616.81,37310.79,-35601,-408.77,0,-20.2,COVID19Test,2021-11-03_07-53-32,isoweek,2020-52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202053,45710,6874,38836,362609,1,100,15,4.9,13.8,8709355,524.84,4163.44,-20265,-232.68,0,-30.7,COVID19Test,2021-11-03_07-53-32,isoweek,2020-53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202053,103896,18205,85691,3353425,1,100,17.5,3.6999999999999993,13.3,8709355,1192.92,38503.71,-36918,-423.89,0,-26.2,COVID19Test,2021-11-03_07-53-32,isoweek,2020-53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202101,46664,6007,40657,409273,1,100,12.9,-2.0999999999999996,13.7,8709355,535.79,4699.23,954,10.95,0,2.1,COVID19Test,2021-11-03_07-53-32,isoweek,2021-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202101,120748,18165,102583,3474173,1,100,15,-2.5,13.3,8709355,1386.42,39890.13,16852,193.5,0,16.2,COVID19Test,2021-11-03_07-53-32,isoweek,2021-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202102,39970,4111,35859,449243,1,100,10.3,-2.5999999999999996,13.4,8709355,458.93,5158.17,-6694,-76.86,0,-14.3,COVID19Test,2021-11-03_07-53-32,isoweek,2021-02,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202102,107473,12802,94671,3581646,1,100,11.9,-3.0999999999999996,13.3,8709355,1233.99,41124.12,-13275,-152.43,0,-11,COVID19Test,2021-11-03_07-53-32,isoweek,2021-02,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
