date,vaccine,sumTotal,geoRegion,pop,per100PersonsTotal,type,type_variant,version
2021-05-26,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-05-27,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-05-28,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-05-29,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-05-30,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-05-31,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-01,pfizer_biontech,1992900,CHFL,8709355,22.88,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-02,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-03,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-04,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-05,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-06,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-07,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-08,pfizer_biontech,2087475,CHFL,8709355,23.97,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-09,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-10,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-11,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-12,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-13,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-14,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-15,pfizer_biontech,2183025,CHFL,8709355,25.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-16,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-17,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-18,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-19,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-20,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-21,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-22,pfizer_biontech,2278575,CHFL,8709355,26.16,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-23,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-24,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-25,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-26,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-27,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-28,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-29,pfizer_biontech,2374125,CHFL,8709355,27.26,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-06-30,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-01,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-02,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-03,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-04,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-05,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-06,pfizer_biontech,2469675,CHFL,8709355,28.36,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-07,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-08,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-09,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-10,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-11,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-12,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-13,pfizer_biontech,2508675,CHFL,8709355,28.8,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-14,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-15,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-16,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-17,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-18,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-19,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-20,pfizer_biontech,2546700,CHFL,8709355,29.24,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-21,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-22,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-23,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-24,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-25,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-26,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-27,pfizer_biontech,2634450,CHFL,8709355,30.25,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-28,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-29,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-30,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-07-31,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-01,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-02,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-03,pfizer_biontech,2761200,CHFL,8709355,31.7,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-04,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-05,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-06,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-07,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-08,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-09,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-10,pfizer_biontech,2879175,CHFL,8709355,33.06,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-11,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-12,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-13,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-14,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-15,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-16,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-17,pfizer_biontech,2963025,CHFL,8709355,34.02,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-18,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-19,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-20,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-21,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-22,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-23,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-24,pfizer_biontech,3054675,CHFL,8709355,35.07,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-25,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-26,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-27,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-28,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-29,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-30,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-08-31,pfizer_biontech,3147300,CHFL,8709355,36.14,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-01,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-02,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-03,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-04,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-05,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-06,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-07,pfizer_biontech,3276000,CHFL,8709355,37.61,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-08,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-09,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-10,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-11,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-12,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-13,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-14,pfizer_biontech,3404700,CHFL,8709355,39.09,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-15,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-16,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-17,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-18,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-19,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-20,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-21,pfizer_biontech,3533400,CHFL,8709355,40.57,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-22,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-23,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-24,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-25,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-26,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-27,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-28,pfizer_biontech,3662100,CHFL,8709355,42.05,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-29,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-09-30,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-01,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-02,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-03,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-04,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-05,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-06,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-07,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-08,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-09,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-10,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-11,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-12,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-13,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-14,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-15,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-16,pfizer_biontech,3789825,CHFL,8709355,43.51,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-17,pfizer_biontech,3977025,CHFL,8709355,45.66,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-18,pfizer_biontech,3977025,CHFL,8709355,45.66,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-19,pfizer_biontech,3977025,CHFL,8709355,45.66,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-20,pfizer_biontech,3977025,CHFL,8709355,45.66,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-21,pfizer_biontech,3977025,CHFL,8709355,45.66,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-22,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-23,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-24,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-25,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-26,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-27,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-28,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
2021-10-29,pfizer_biontech,4070625,CHFL,8709355,46.74,COVID19VaccDosesReceived,vaccine,2021-10-29_16-00-00
