date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-07-03,GL,0,40851,32379,0,0.34,79.26,137.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-04,GL,0,40851,32379,0,0.18,79.26,73.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-05,GL,120,40851,32499,0.29,0.27,79.55,110,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-06,GL,81,40851,32580,0.2,0.35,79.75,142.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-07,GL,43,40851,32623,0.11,0.35,79.86,144,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-08,GL,273,40851,32896,0.67,0.35,80.53,144,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-09,GL,480,40851,33376,1.18,0.33,81.7,135.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-10,GL,11,40851,33387,0.03,0.37,81.73,151.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-11,GL,0,40851,33387,0,0.52,81.73,214.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-12,GL,62,40851,33449,0.15,0.43,81.88,175.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-13,GL,189,40851,33638,0.46,0.35,82.34,142.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-14,GL,484,40851,34122,1.18,0.34,83.53,141,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-15,GL,0,40851,34122,0,0.34,83.53,141,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-16,GL,252,40851,34374,0.62,0.48,84.14,196.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-17,GL,0,40851,34374,0,0.41,84.14,169.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-18,GL,0,40851,34374,0,0.25,84.14,100.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-19,GL,451,40851,34825,1.1,0.4,85.25,163.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-20,GL,0,40851,34825,0,0.46,85.25,190,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-21,GL,0,40851,34825,0,0.46,85.25,190,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-22,GL,444,40851,35269,1.09,0.46,86.34,190,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-23,GL,435,40851,35704,1.06,0.31,87.4,125.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-24,GL,0,40851,35704,0,0.31,87.4,126.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-25,GL,0,40851,35704,0,0.32,87.4,129.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-26,GL,0,40851,35704,0,0.16,87.4,65.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-27,GL,6,40851,35710,0.01,0.01,87.42,5.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-28,GL,20,40851,35730,0.05,0.01,87.46,5.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-29,GL,0,40851,35730,0,0.01,87.46,5.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-30,GL,11,40851,35741,0.03,0.01,87.49,5.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-31,GL,0,40851,35741,0,0.01,87.49,4.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-01,GL,0,40851,35741,0,0,87.49,1.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-02,GL,0,40851,35741,0,0,87.49,1.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-03,GL,0,40851,35741,0,0.01,87.49,2.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-04,GL,0,40851,35741,0,0.01,87.49,2.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-05,GL,0,40851,35741,0,0.01,87.49,2.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-06,GL,17,40851,35758,0.04,0.12,87.53,48.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-07,GL,0,40851,35758,0,0.12,87.53,48.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-08,GL,0,40851,35758,0,0.12,87.53,48.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-09,GL,321,40851,36079,0.79,0.2,88.32,82.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-10,GL,0,40851,36079,0,0.2,88.32,80.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-11,GL,0,40851,36079,0,0.2,88.32,80.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-12,GL,241,40851,36320,0.59,0.2,88.91,80.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-13,GL,0,40851,36320,0,0.25,88.91,100.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-14,GL,0,40851,36320,0,0.42,88.91,169.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-15,GL,0,40851,36320,0,0.57,88.91,230.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-16,GL,460,40851,36780,1.13,0.54,90.03,221.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-17,GL,488,40851,37268,1.19,0.54,91.23,221.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-18,GL,427,40851,37695,1.05,0.54,92.27,221.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-19,GL,176,40851,37871,0.43,0.54,92.71,221.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-20,GL,0,40851,37871,0,0.41,92.71,169.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-21,GL,0,40851,37871,0,0.25,92.71,103,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-22,GL,0,40851,37871,0,0.25,92.71,100.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-23,GL,93,40851,37964,0.23,0.19,92.93,77.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-24,GL,25,40851,37989,0.06,0.2,92.99,80.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-25,GL,411,40851,38400,1.01,0.2,94,80.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-26,GL,15,40851,38415,0.04,0.2,94.04,80.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-27,GL,21,40851,38436,0.05,0.23,94.09,93.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-28,GL,0,40851,38436,0,0.23,94.09,92.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-29,GL,0,40851,38436,0,0.21,94.09,87.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-30,GL,185,40851,38621,0.45,0.29,94.54,118.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-31,GL,14,40851,38635,0.03,0.28,94.58,116.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-01,GL,378,40851,39013,0.93,0.28,95.5,116.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-02,GL,229,40851,39242,0.56,0.28,96.06,116.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-03,GL,8,40851,39250,0.02,0.22,96.08,89.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-04,GL,0,40851,39250,0,0.22,96.08,87.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-05,GL,0,40851,39250,0,0.21,96.08,84.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-06,GL,0,40851,39250,0,0.18,96.08,75.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-07,GL,0,40851,39250,0,0.32,96.08,129.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-08,GL,355,40851,39605,0.87,0.37,96.95,150.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-09,GL,165,40851,39770,0.4,0.37,97.35,150.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-10,GL,388,40851,40158,0.95,0.37,98.3,150.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-11,GL,143,40851,40301,0.35,0.53,98.65,216.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-12,GL,0,40851,40301,0,0.58,98.65,239,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-13,GL,3,40851,40304,0.01,0.61,98.66,248.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-14,GL,459,40851,40763,1.12,0.47,99.78,193.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-15,GL,515,40851,41278,1.26,0.46,101.05,189.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-16,GL,234,40851,41512,0.57,0.46,101.62,189.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-17,GL,0,40851,41512,0,0.46,101.62,189.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-18,GL,118,40851,41630,0.29,0.39,101.91,158.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-19,GL,0,40851,41630,0,0.3,101.91,124.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-20,GL,0,40851,41630,0,0.25,101.91,103.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-21,GL,241,40851,41871,0.59,0.27,102.5,109.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-22,GL,276,40851,42147,0.68,0.23,103.17,92.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-23,GL,87,40851,42234,0.21,0.23,103.39,92.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-24,GL,43,40851,42277,0.11,0.38,103.49,155.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-25,GL,0,40851,42277,0,0.3,103.49,121.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-26,GL,0,40851,42277,0,0.34,103.49,139.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-27,GL,443,40851,42720,1.08,0.39,104.58,157.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-28,GL,0,40851,42720,0,0.46,104.58,186.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-29,GL,401,40851,43121,0.98,0.46,105.56,186.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-09-30,GL,217,40851,43338,0.53,0.46,106.09,186.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-01,GL,244,40851,43582,0.6,0.3,106.69,123.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-02,GL,0,40851,43582,0,0.31,106.69,126.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-03,GL,0,40851,43582,0,0.25,106.69,102.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-04,GL,0,40851,43582,0,0.18,106.69,75.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-05,GL,22,40851,43604,0.05,0.21,106.74,85.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-06,GL,234,40851,43838,0.57,0.21,107.31,85.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-07,GL,26,40851,43864,0.06,0.21,107.38,85.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-08,GL,317,40851,44181,0.78,0.21,108.15,85.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-09,GL,0,40851,44181,0,0.2,108.15,83.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-10,GL,0,40851,44181,0,0.19,108.15,78.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-11,GL,0,40851,44181,0,0.26,108.15,104.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-12,GL,10,40851,44191,0.02,0.3,108.18,124.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-13,GL,199,40851,44390,0.49,0.34,108.66,137.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-14,GL,206,40851,44596,0.5,0.34,109.17,137.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-15,GL,454,40851,45050,1.11,0.45,110.28,183.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-16,GL,92,40851,45142,0.23,0.45,110.5,182.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-17,GL,0,40851,45142,0,0.41,110.5,166.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-18,GL,324,40851,45466,0.79,0.47,111.3,193.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-19,GL,0,40851,45466,0,0.33,111.3,136.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-20,GL,89,40851,45555,0.22,0.33,111.52,137,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-21,GL,393,40851,45948,0.96,0.33,112.48,137,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-22,GL,58,40851,46006,0.14,0.22,112.62,90.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-23,GL,95,40851,46101,0.23,0.23,112.85,94.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-24,GL,0,40851,46101,0,0.23,112.85,92.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-25,GL,0,40851,46101,0,0.09,112.85,38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-26,GL,27,40851,46128,0.07,0.11,112.92,46.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-27,GL,77,40851,46205,0.19,0.08,113.11,32.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-28,GL,9,40851,46214,0.02,0.08,113.13,32.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-29,GL,116,40851,46330,0.28,0.08,113.41,32.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-30,GL,0,40851,46330,0,NA,113.41,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-10-31,GL,0,40851,46330,0,NA,113.41,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-11-01,GL,0,40851,46330,0,NA,113.41,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-21,GR,0,200096,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-22,GR,0,200096,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-23,GR,0,200096,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-24,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-25,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-26,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-27,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-28,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-29,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-30,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2020-12-31,GR,0,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-01,GR,0,200096,0,0,0,0,5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-02,GR,0,200096,0,0,0.01,0,18.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-03,GR,0,200096,0,0,0.02,0,35.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-04,GR,35,200096,35,0.02,0.02,0.02,46.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-05,GR,97,200096,132,0.05,0.05,0.07,91.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-06,GR,117,200096,249,0.06,0.05,0.12,91.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-07,GR,78,200096,327,0.04,0.05,0.16,91.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-08,GR,314,200096,641,0.16,0.07,0.32,131.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-09,GR,0,200096,641,0,0.09,0.32,169.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-10,GR,0,200096,641,0,0.11,0.32,216.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-11,GR,315,200096,956,0.16,0.12,0.48,246.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-12,GR,363,200096,1319,0.18,0.13,0.66,270.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-13,GR,443,200096,1762,0.22,0.13,0.88,270.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-14,GR,289,200096,2051,0.14,0.13,1.03,270.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-15,GR,486,200096,2537,0.24,0.15,1.27,300.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-16,GR,0,200096,2537,0,0.15,1.27,300.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-17,GR,0,200096,2537,0,0.14,1.27,288.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-18,GR,521,200096,3058,0.26,0.14,1.53,288.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-19,GR,365,200096,3423,0.18,0.13,1.71,259.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-20,GR,358,200096,3781,0.18,0.13,1.89,259.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-21,GR,288,200096,4069,0.14,0.13,2.03,259.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-22,GR,282,200096,4351,0.14,0.12,2.17,232.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-23,GR,0,200096,4351,0,0.13,2.17,268.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-24,GR,0,200096,4351,0,0.16,2.17,311.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-25,GR,334,200096,4685,0.17,0.19,2.34,376,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-26,GR,620,200096,5305,0.31,0.22,2.65,438.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-27,GR,655,200096,5960,0.33,0.22,2.98,438.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-28,GR,741,200096,6701,0.37,0.22,3.35,438.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-29,GR,721,200096,7422,0.36,0.22,3.71,449.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-30,GR,0,200096,7422,0,0.21,3.71,416.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-01-31,GR,0,200096,7422,0,0.2,3.71,405.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-01,GR,407,200096,7829,0.2,0.17,3.91,341.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-02,GR,389,200096,8218,0.19,0.16,4.11,313.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-03,GR,578,200096,8796,0.29,0.16,4.4,313.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-04,GR,294,200096,9090,0.15,0.16,4.54,313.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-05,GR,528,200096,9618,0.26,0.18,4.81,357.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-06,GR,0,200096,9618,0,0.2,4.81,396.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-07,GR,0,200096,9618,0,0.21,4.81,423.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-08,GR,711,200096,10329,0.36,0.25,5.16,496.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-09,GR,667,200096,10996,0.33,0.26,5.5,516.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-10,GR,765,200096,11761,0.38,0.26,5.88,524.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-11,GR,805,200096,12566,0.4,0.26,6.28,524.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-12,GR,668,200096,13234,0.33,0.25,6.61,493.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-13,GR,55,200096,13289,0.03,0.25,6.64,493.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-14,GR,0,200096,13289,0,0.22,6.64,450.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-15,GR,496,200096,13785,0.25,0.21,6.89,425.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-16,GR,668,200096,14453,0.33,0.2,7.22,404.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-17,GR,460,200096,14913,0.23,0.2,7.45,396.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-18,GR,630,200096,15543,0.31,0.2,7.77,396.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-19,GR,524,200096,16067,0.26,0.2,8.03,404.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-20,GR,0,200096,16067,0,0.2,8.03,412.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-21,GR,0,200096,16067,0,0.23,8.03,464.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-22,GR,549,200096,16616,0.27,0.24,8.3,484.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-23,GR,727,200096,17343,0.36,0.24,8.67,487.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-24,GR,823,200096,18166,0.41,0.24,9.08,487.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-25,GR,766,200096,18932,0.38,0.24,9.46,487.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-26,GR,548,200096,19480,0.27,0.27,9.74,535,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-27,GR,0,200096,19480,0,0.25,9.74,506.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-28,GR,0,200096,19480,0,0.26,9.74,518.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-01,GR,881,200096,20361,0.44,0.25,10.18,506.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-02,GR,527,200096,20888,0.26,0.26,10.44,529.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-03,GR,906,200096,21794,0.45,0.27,10.89,537.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-04,GR,684,200096,22478,0.34,0.27,11.23,537.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-05,GR,709,200096,23187,0.35,0.27,11.59,544.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-06,GR,55,200096,23242,0.03,0.3,11.62,601.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-07,GR,0,200096,23242,0,0.3,11.62,592.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-08,GR,933,200096,24175,0.47,0.32,12.08,634.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-09,GR,925,200096,25100,0.46,0.32,12.54,638.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-10,GR,839,200096,25939,0.42,0.32,12.96,638.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-11,GR,980,200096,26919,0.49,0.32,13.45,638.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-12,GR,739,200096,27658,0.37,0.3,13.82,591.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-13,GR,55,200096,27713,0.03,0.28,13.85,560.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-14,GR,1,200096,27714,0,0.26,13.85,519.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-15,GR,602,200096,28316,0.3,0.25,14.15,492.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-16,GR,708,200096,29024,0.35,0.23,14.51,454.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-17,GR,549,200096,29573,0.27,0.22,14.78,446.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-18,GR,793,200096,30366,0.4,0.22,15.18,446.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-19,GR,471,200096,30837,0.24,0.24,15.41,480.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-20,GR,0,200096,30837,0,0.26,15.41,519.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-21,GR,0,200096,30837,0,0.28,15.41,564.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-22,GR,842,200096,31679,0.42,0.32,15.83,637.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-23,GR,984,200096,32663,0.49,0.36,16.32,717.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
