date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202053,BE,contact_comm,0,indication,1043132,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,BE,contact_comm,0,indication,1043132,0,NA,NA,NA,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,BE,contact_comm,18,indication,1043132,18,NA,0.004,0.4,0.4,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,BE,contact_comm,32,indication,1043132,50,NA,0.003,0.3,0.3,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,BE,contact_comm,0,indication,1043132,50,NA,0,0,0.2,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,BE,contact_comm,2,indication,1043132,52,NA,0,0,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,BE,contact_comm,102,indication,1043132,154,NA,0.007,0.7000000000000001,0.3,0.01,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,BE,contact_comm,233,indication,1043132,387,NA,0.011,1.0999999999999999,0.5,0.02,0.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,BE,contact_comm,89,indication,1043132,476,NA,0.006,0.6,0.5,0.01,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,BE,contact_comm,9,indication,1043132,485,NA,0.001,0.1,0.5,0,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,BE,contact_comm,83,indication,1043132,568,NA,0.003,0.3,0.4,0.01,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,BE,contact_comm,253,indication,1043132,821,NA,0.011,1.0999999999999999,0.5,0.02,0.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,BE,contact_comm,96,indication,1043132,917,NA,0.006,0.6,0.6,0.01,0.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,BE,contact_comm,223,indication,1043132,1140,NA,0.012,1.2,0.6,0.02,0.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,BE,contact_comm,381,indication,1043132,1521,NA,0.013,1.3,0.7000000000000001,0.04,0.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,BE,contact_comm,299,indication,1043132,1820,NA,0.008,0.8,0.7000000000000001,0.03,0.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,BE,contact_comm,371,indication,1043132,2191,NA,0.009,0.8999999999999999,0.7000000000000001,0.04,0.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,BE,contact_comm,491,indication,1043132,2682,NA,0.009,0.8999999999999999,0.8,0.05,0.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,BE,contact_comm,1124,indication,1043132,3806,NA,0.017,1.7000000000000002,0.8999999999999999,0.11,0.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,BE,contact_comm,514,indication,1043132,4320,NA,0.008,0.8,0.8999999999999999,0.05,0.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,BE,contact_comm,679,indication,1043132,4999,NA,0.009,0.8999999999999999,0.8999999999999999,0.07,0.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,BE,contact_comm,512,indication,1043132,5511,NA,0.007,0.7000000000000001,0.8999999999999999,0.05,0.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,BE,contact_comm,994,indication,1043132,6505,NA,0.013,1.3,0.8999999999999999,0.1,0.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,BE,contact_comm,578,indication,1043132,7083,NA,0.007,0.7000000000000001,0.8999999999999999,0.06,0.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,BE,contact_comm,789,indication,1043132,7872,NA,0.01,1,0.8999999999999999,0.08,0.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,BE,contact_comm,420,indication,1043132,8292,NA,0.008,0.8,0.8999999999999999,0.04,0.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,BE,contact_comm,448,indication,1043132,8740,NA,0.01,1,0.8999999999999999,0.04,0.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,BE,contact_comm,461,indication,1043132,9201,NA,0.009,0.8999999999999999,0.8999999999999999,0.04,0.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,BE,contact_comm,477,indication,1043132,9678,NA,0.01,1,0.8999999999999999,0.05,0.93,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,BE,contact_comm,372,indication,1043132,10050,NA,0.012,1.2,0.8999999999999999,0.04,0.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,BE,contact_comm,282,indication,1043132,10332,NA,0.012,1.2,0.8999999999999999,0.03,0.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,BE,contact_comm,309,indication,1043132,10641,NA,0.017,1.7000000000000002,0.8999999999999999,0.03,1.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,BE,contact_comm,197,indication,1043132,10838,NA,0.01,1,0.8999999999999999,0.02,1.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,BE,contact_comm,240,indication,1043132,11078,NA,0.012,1.2,0.8999999999999999,0.02,1.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,BE,contact_comm,302,indication,1043132,11380,NA,0.014,1.4000000000000001,1,0.03,1.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,BE,contact_comm,168,indication,1043132,11548,NA,0.011,1.0999999999999999,1,0.02,1.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,BE,contact_comm,241,indication,1043132,11789,NA,0.012,1.2,1,0.02,1.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,BE,contact_comm,297,indication,1043132,12086,NA,0.011,1.0999999999999999,1,0.03,1.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,BE,contact_comm,369,indication,1043132,12455,NA,0.015,1.5,1,0.04,1.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,BE,contact_comm,208,indication,1043132,12663,NA,0.014,1.4000000000000001,1,0.02,1.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,BE,contact_comm,275,indication,1043132,12938,NA,0.015,1.5,1,0.03,1.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,BE,contact_comm,238,indication,1043132,13176,NA,0.011,1.0999999999999999,1,0.02,1.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,BE,contact_comm,250,indication,1043132,13426,NA,0.014,1.4000000000000001,1,0.02,1.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,BE,contact_comm,199,indication,1043132,13625,NA,0.015,1.5,1,0.02,1.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,BE,other,0,indication,1043132,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,BE,other,1,indication,1043132,1,NA,1,100,100,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,BE,other,0,indication,1043132,1,NA,NA,NA,100,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,BE,other,52,indication,1043132,53,NA,0.012,1.2,1.2,0,0.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,BE,other,121,indication,1043132,174,NA,0.012,1.2,1.2,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,BE,other,21,indication,1043132,195,NA,0.002,0.2,0.8,0,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,BE,other,55,indication,1043132,250,NA,0.005,0.5,0.7000000000000001,0.01,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,BE,other,254,indication,1043132,504,NA,0.016,1.6,1,0.02,0.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,BE,other,478,indication,1043132,982,NA,0.023,2.3,1.4000000000000001,0.05,0.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,BE,other,219,indication,1043132,1201,NA,0.014,1.4000000000000001,1.4000000000000001,0.02,0.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,BE,other,282,indication,1043132,1483,NA,0.017,1.7000000000000002,1.4000000000000001,0.03,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,BE,other,595,indication,1043132,2078,NA,0.025,2.5,1.6,0.06,0.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,BE,other,646,indication,1043132,2724,NA,0.028,2.8000000000000003,1.7999999999999998,0.06,0.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,BE,other,458,indication,1043132,3182,NA,0.029,2.9000000000000004,1.9,0.04,0.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,BE,other,661,indication,1043132,3843,NA,0.036,3.5999999999999996,2.1,0.06,0.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,BE,other,1285,indication,1043132,5128,NA,0.043,4.3,2.4,0.12,0.49,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,BE,other,1194,indication,1043132,6322,NA,0.03,3,2.5,0.11,0.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,BE,other,1378,indication,1043132,7700,NA,0.033,3.3000000000000003,2.6,0.13,0.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,BE,other,3598,indication,1043132,11298,NA,0.067,6.7,3.2,0.34,1.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,BE,other,11883,indication,1043132,23181,NA,0.18,18,5.6000000000000005,1.14,2.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,BE,other,32175,indication,1043132,55356,NA,0.472,47.199999999999996,11.4,3.08,5.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,BE,other,30495,indication,1043132,85851,NA,0.425,42.5,15.4,2.92,8.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,BE,other,27749,indication,1043132,113600,NA,0.393,39.300000000000004,18.099999999999998,2.66,10.89,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,BE,other,32893,indication,1043132,146493,NA,0.417,41.699999999999996,20.7,3.15,14.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,BE,other,57990,indication,1043132,204483,NA,0.715,71.5,26,5.56,19.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,BE,other,58306,indication,1043132,262789,NA,0.738,73.8,30.3,5.59,25.19,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,BE,other,38003,indication,1043132,300792,NA,0.748,74.8,32.800000000000004,3.64,28.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,BE,other,32415,indication,1043132,333207,NA,0.73,73,34.699999999999996,3.11,31.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,BE,other,36009,indication,1043132,369216,NA,0.74,74,36.5,3.45,35.39,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,BE,other,35693,indication,1043132,404909,NA,0.731,73.1,38.2,3.42,38.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,BE,other,22521,indication,1043132,427430,NA,0.712,71.2,39.2,2.16,40.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,BE,other,16469,indication,1043132,443899,NA,0.716,71.6,39.900000000000006,1.58,42.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,BE,other,13316,indication,1043132,457215,NA,0.714,71.39999999999999,40.400000000000006,1.28,43.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,BE,other,13979,indication,1043132,471194,NA,0.728,72.8,40.9,1.34,45.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,BE,other,14870,indication,1043132,486064,NA,0.72,72,41.5,1.43,46.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,BE,other,15692,indication,1043132,501756,NA,0.738,73.8,42,1.5,48.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,BE,other,10829,indication,1043132,512585,NA,0.724,72.39999999999999,42.4,1.04,49.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,BE,other,14926,indication,1043132,527511,NA,0.729,72.89999999999999,42.9,1.43,50.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,BE,other,19525,indication,1043132,547036,NA,0.735,73.5,43.6,1.87,52.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,BE,other,18290,indication,1043132,565326,NA,0.733,73.3,44.2,1.75,54.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,BE,other,10599,indication,1043132,575925,NA,0.713,71.3,44.5,1.02,55.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,BE,other,13231,indication,1043132,589156,NA,0.713,71.3,44.800000000000004,1.27,56.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,BE,other,15097,indication,1043132,604253,NA,0.725,72.5,45.300000000000004,1.45,57.93,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,BE,other,13278,indication,1043132,617531,NA,0.727,72.7,45.6,1.27,59.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,BE,other,9478,indication,1043132,627009,NA,0.71,71,45.9,0.91,60.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,BL,age,0,indication,290969,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,BL,age,210,indication,290969,210,NA,0.82,82,82,0.07,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,BL,age,1524,indication,290969,1734,NA,0.937,93.7,92.10000000000001,0.52,0.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,BL,age,2760,indication,290969,4494,NA,0.918,91.8,91.9,0.95,1.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,BL,age,2964,indication,290969,7458,NA,0.851,85.1,89.1,1.02,2.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,BL,age,2612,indication,290969,10070,NA,0.853,85.3,88.1,0.9,3.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,BL,age,3046,indication,290969,13116,NA,0.785,78.5,85.6,1.05,4.51,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,BL,age,3378,indication,290969,16494,NA,0.752,75.2,83.3,1.16,5.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,BL,age,2876,indication,290969,19370,NA,0.571,57.099999999999994,78,0.99,6.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,BL,age,2695,indication,290969,22065,NA,0.572,57.199999999999996,74.6,0.93,7.58,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,BL,age,2192,indication,290969,24257,NA,0.504,50.4,71.5,0.75,8.34,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,BL,age,2305,indication,290969,26562,NA,0.568,56.8,70,0.79,9.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,BL,age,4068,indication,290969,30630,NA,0.548,54.800000000000004,67.5,1.4,10.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,BL,age,3783,indication,290969,34413,NA,0.408,40.8,63,1.3,11.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,BL,age,2318,indication,290969,36731,NA,0.371,37.1,60.3,0.8,12.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,BL,age,2337,indication,290969,39068,NA,0.342,34.2,57.699999999999996,0.8,13.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,BL,age,2589,indication,290969,41657,NA,0.162,16.2,49.8,0.89,14.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,BL,age,2762,indication,290969,44419,NA,0.143,14.299999999999999,43.1,0.95,15.27,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,BL,age,1377,indication,290969,45796,NA,0.112,11.200000000000001,39.7,0.47,15.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,BL,age,1238,indication,290969,47034,NA,0.118,11.799999999999999,37.4,0.43,16.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,BL,age,1073,indication,290969,48107,NA,0.063,6.3,33.7,0.37,16.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,BL,age,1158,indication,290969,49265,NA,0.047,4.7,29.4,0.4,16.93,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,BL,age,721,indication,290969,49986,NA,0.041,4.1000000000000005,27,0.25,17.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,BL,age,551,indication,290969,50537,NA,0.034,3.4000000000000004,25.1,0.19,17.37,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,BL,age,449,indication,290969,50986,NA,0.032,3.2,23.599999999999998,0.15,17.52,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,BL,age,449,indication,290969,51435,NA,0.02,2,21.6,0.15,17.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,BL,age,208,indication,290969,51643,NA,0.01,1,20,0.07,17.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,BL,age,205,indication,290969,51848,NA,0.016,1.6,19.1,0.07,17.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,BL,age,170,indication,290969,52018,NA,0.016,1.6,18.5,0.06,17.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,BL,age,101,indication,290969,52119,NA,0.009,0.8999999999999999,17.8,0.03,17.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,BL,age,109,indication,290969,52228,NA,0.008,0.8,17.1,0.04,17.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,BL,age,115,indication,290969,52343,NA,0.017,1.7000000000000002,16.7,0.04,17.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,BL,age,109,indication,290969,52452,NA,0.023,2.3,16.5,0.04,18.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,BL,age,112,indication,290969,52564,NA,0.02,2,16.3,0.04,18.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,BL,age,209,indication,290969,52773,NA,0.054,5.4,16.1,0.07,18.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,BL,age,277,indication,290969,53050,NA,0.052,5.2,16,0.1,18.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,BL,age,416,indication,290969,53466,NA,0.086,8.6,15.8,0.14,18.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,BL,age,368,indication,290969,53834,NA,0.073,7.3,15.7,0.13,18.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,BL,age,688,indication,290969,54522,NA,0.112,11.200000000000001,15.6,0.24,18.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,BL,age,725,indication,290969,55247,NA,0.105,10.5,15.5,0.25,18.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,BL,age,804,indication,290969,56051,NA,0.155,15.5,15.5,0.28,19.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,BL,age,534,indication,290969,56585,NA,0.138,13.8,15.5,0.18,19.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,BL,age,729,indication,290969,57314,NA,0.165,16.5,15.5,0.25,19.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,BL,age,652,indication,290969,57966,NA,0.126,12.6,15.5,0.22,19.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,BL,age,715,indication,290969,58681,NA,0.217,21.7,15.5,0.25,20.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,BL,chronic_disease,0,indication,290969,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,BL,chronic_disease,0,indication,290969,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,BL,chronic_disease,1,indication,290969,1,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,BL,chronic_disease,2,indication,290969,3,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,BL,chronic_disease,173,indication,290969,176,NA,0.05,5,2.1,0.06,0.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,BL,chronic_disease,266,indication,290969,442,NA,0.087,8.7,3.9,0.09,0.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,BL,chronic_disease,510,indication,290969,952,NA,0.131,13.100000000000001,6.2,0.18,0.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,BL,chronic_disease,361,indication,290969,1313,NA,0.08,8,6.6000000000000005,0.12,0.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,BL,chronic_disease,1194,indication,290969,2507,NA,0.237,23.7,10.100000000000001,0.41,0.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,BL,chronic_disease,917,indication,290969,3424,NA,0.195,19.5,11.600000000000001,0.32,1.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,BL,chronic_disease,1615,indication,290969,5039,NA,0.372,37.2,14.899999999999999,0.56,1.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,BL,chronic_disease,1092,indication,290969,6131,NA,0.269,26.900000000000002,16.1,0.38,2.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,BL,chronic_disease,1781,indication,290969,7912,NA,0.24,24,17.4,0.61,2.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,BL,chronic_disease,3146,indication,290969,11058,NA,0.339,33.900000000000006,20.200000000000003,1.08,3.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,BL,chronic_disease,2347,indication,290969,13405,NA,0.376,37.6,22,0.81,4.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,BL,chronic_disease,2389,indication,290969,15794,NA,0.35,35,23.3,0.82,5.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,BL,chronic_disease,5486,indication,290969,21280,NA,0.343,34.300000000000004,25.4,1.89,7.31,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,BL,chronic_disease,5271,indication,290969,26551,NA,0.272,27.200000000000003,25.8,1.81,9.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,BL,chronic_disease,2773,indication,290969,29324,NA,0.227,22.7,25.4,0.95,10.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,BL,chronic_disease,2524,indication,290969,31848,NA,0.24,24,25.3,0.87,10.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,BL,chronic_disease,5114,indication,290969,36962,NA,0.299,29.9,25.900000000000002,1.76,12.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,BL,chronic_disease,4417,indication,290969,41379,NA,0.178,17.8,24.7,1.52,14.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,BL,chronic_disease,1833,indication,290969,43212,NA,0.104,10.4,23.3,0.63,14.85,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,BL,chronic_disease,1259,indication,290969,44471,NA,0.078,7.8,22.1,0.43,15.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,BL,chronic_disease,1096,indication,290969,45567,NA,0.077,7.7,21.099999999999998,0.38,15.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,BL,chronic_disease,1629,indication,290969,47196,NA,0.074,7.3999999999999995,19.8,0.56,16.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,BL,chronic_disease,1896,indication,290969,49092,NA,0.093,9.3,19,0.65,16.87,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,BL,chronic_disease,544,indication,290969,49636,NA,0.042,4.2,18.3,0.19,17.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,BL,chronic_disease,414,indication,290969,50050,NA,0.039,3.9,17.8,0.14,17.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,BL,chronic_disease,733,indication,290969,50783,NA,0.066,6.6000000000000005,17.299999999999997,0.25,17.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,BL,chronic_disease,1427,indication,290969,52210,NA,0.108,10.8,17.1,0.49,17.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,BL,chronic_disease,617,indication,290969,52827,NA,0.092,9.2,16.900000000000002,0.21,18.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,BL,chronic_disease,419,indication,290969,53246,NA,0.087,8.7,16.8,0.14,18.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,BL,chronic_disease,467,indication,290969,53713,NA,0.083,8.3,16.6,0.16,18.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,BL,chronic_disease,316,indication,290969,54029,NA,0.082,8.200000000000001,16.5,0.11,18.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,BL,chronic_disease,452,indication,290969,54481,NA,0.085,8.5,16.400000000000002,0.16,18.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,BL,chronic_disease,350,indication,290969,54831,NA,0.072,7.199999999999999,16.3,0.12,18.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,BL,chronic_disease,384,indication,290969,55215,NA,0.076,7.6,16.1,0.13,18.98,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,BL,chronic_disease,434,indication,290969,55649,NA,0.071,7.1,16,0.15,19.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,BL,chronic_disease,517,indication,290969,56166,NA,0.075,7.5,15.8,0.18,19.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,BL,chronic_disease,362,indication,290969,56528,NA,0.07,7.000000000000001,15.7,0.12,19.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,BL,chronic_disease,286,indication,290969,56814,NA,0.074,7.3999999999999995,15.6,0.1,19.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,BL,chronic_disease,333,indication,290969,57147,NA,0.076,7.6,15.5,0.11,19.64,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
