date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202052,AG,age,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AG,age,2,indication,694072,2,NA,0.008,0.8,0.8,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,AG,age,1649,indication,694072,1651,NA,0.654,65.4,59.599999999999994,0.24,0.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,AG,age,2090,indication,694072,3741,NA,0.598,59.8,59.699999999999996,0.3,0.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,AG,age,3922,indication,694072,7663,NA,0.636,63.6,61.6,0.57,1.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,AG,age,3411,indication,694072,11074,NA,0.539,53.900000000000006,59,0.49,1.6,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,AG,age,4477,indication,694072,15551,NA,0.517,51.7,56.699999999999996,0.65,2.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,AG,age,3328,indication,694072,18879,NA,0.432,43.2,53.7,0.48,2.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,AG,age,5697,indication,694072,24576,NA,0.513,51.300000000000004,53.1,0.82,3.54,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,AG,age,8112,indication,694072,32688,NA,0.545,54.50000000000001,53.5,1.17,4.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,AG,age,7116,indication,694072,39804,NA,0.518,51.800000000000004,53.2,1.03,5.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,AG,age,5734,indication,694072,45538,NA,0.422,42.199999999999996,51.5,0.83,6.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,AG,age,3485,indication,694072,49023,NA,0.33,33,49.5,0.5,7.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,AG,age,6849,indication,694072,55872,NA,0.417,41.699999999999996,48.4,0.99,8.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,AG,age,5084,indication,694072,60956,NA,0.324,32.4,46.5,0.73,8.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,AG,age,6636,indication,694072,67592,NA,0.318,31.8,44.5,0.96,9.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,AG,age,4076,indication,694072,71668,NA,0.162,16.2,40.400000000000006,0.59,10.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,AG,age,3525,indication,694072,75193,NA,0.118,11.799999999999999,36.3,0.51,10.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,AG,age,2250,indication,694072,77443,NA,0.09,9,33.4,0.32,11.16,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,AG,age,4601,indication,694072,82044,NA,0.133,13.3,30.8,0.66,11.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,AG,age,3346,indication,694072,85390,NA,0.102,10.2,28.499999999999996,0.48,12.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,AG,age,2917,indication,694072,88307,NA,0.076,7.6,26.1,0.42,12.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,AG,age,2013,indication,694072,90320,NA,0.049,4.9,23.799999999999997,0.29,13.01,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,AG,age,3155,indication,694072,93475,NA,0.062,6.2,21.7,0.45,13.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,AG,age,2369,indication,694072,95844,NA,0.048,4.8,20,0.34,13.81,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,AG,age,1944,indication,694072,97788,NA,0.046,4.6,18.7,0.28,14.09,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,AG,age,1690,indication,694072,99478,NA,0.047,4.7,17.8,0.24,14.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,AG,age,1795,indication,694072,101273,NA,0.051,5.1,17.1,0.26,14.59,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,AG,age,1585,indication,694072,102858,NA,0.044,4.3999999999999995,16.400000000000002,0.23,14.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,AG,age,1162,indication,694072,104020,NA,0.039,3.9,15.8,0.17,14.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,AG,age,1131,indication,694072,105151,NA,0.059,5.8999999999999995,15.5,0.16,15.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,AG,age,1073,indication,694072,106224,NA,0.073,7.3,15.299999999999999,0.15,15.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,AG,age,1125,indication,694072,107349,NA,0.088,8.799999999999999,15.2,0.16,15.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,AG,age,1441,indication,694072,108790,NA,0.129,12.9,15.2,0.21,15.67,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,AG,age,1457,indication,694072,110247,NA,0.121,12.1,15.1,0.21,15.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,AG,age,1595,indication,694072,111842,NA,0.106,10.6,15,0.23,16.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,AG,age,1468,indication,694072,113310,NA,0.099,9.9,14.899999999999999,0.21,16.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,AG,age,1449,indication,694072,114759,NA,0.084,8.4,14.799999999999999,0.21,16.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,AG,age,1871,indication,694072,116630,NA,0.097,9.700000000000001,14.7,0.27,16.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,AG,age,1949,indication,694072,118579,NA,0.12,12,14.6,0.28,17.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,AG,age,1704,indication,694072,120283,NA,0.116,11.600000000000001,14.6,0.25,17.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,AG,age,1181,indication,694072,121464,NA,0.087,8.7,14.499999999999998,0.17,17.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,AG,age,1494,indication,694072,122958,NA,0.109,10.9,14.399999999999999,0.22,17.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,AG,age,1323,indication,694072,124281,NA,0.123,12.3,14.399999999999999,0.19,17.91,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,AG,age,1065,indication,694072,125346,NA,0.129,12.9,14.399999999999999,0.15,18.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,AG,chronic_disease,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AG,chronic_disease,8,indication,694072,8,NA,0.033,3.3000000000000003,3.3000000000000003,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,AG,chronic_disease,448,indication,694072,456,NA,0.178,17.8,16.5,0.06,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,AG,chronic_disease,415,indication,694072,871,NA,0.119,11.899999999999999,13.900000000000002,0.06,0.13,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,AG,chronic_disease,922,indication,694072,1793,NA,0.149,14.899999999999999,14.399999999999999,0.13,0.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,AG,chronic_disease,1468,indication,694072,3261,NA,0.232,23.200000000000003,17.4,0.21,0.47,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,AG,chronic_disease,2060,indication,694072,5321,NA,0.238,23.799999999999997,19.400000000000002,0.3,0.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,AG,chronic_disease,1792,indication,694072,7113,NA,0.232,23.200000000000003,20.200000000000003,0.26,1.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,AG,chronic_disease,2727,indication,694072,9840,NA,0.245,24.5,21.3,0.39,1.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,AG,chronic_disease,3990,indication,694072,13830,NA,0.268,26.8,22.6,0.57,1.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,AG,chronic_disease,3959,indication,694072,17789,NA,0.288,28.799999999999997,23.799999999999997,0.57,2.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,AG,chronic_disease,4518,indication,694072,22307,NA,0.332,33.2,25.2,0.65,3.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,AG,chronic_disease,3332,indication,694072,25639,NA,0.315,31.5,25.900000000000002,0.48,3.69,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,AG,chronic_disease,5563,indication,694072,31202,NA,0.339,33.900000000000006,27,0.8,4.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,AG,chronic_disease,5231,indication,694072,36433,NA,0.333,33.300000000000004,27.800000000000004,0.75,5.25,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,AG,chronic_disease,7459,indication,694072,43892,NA,0.357,35.699999999999996,28.9,1.07,6.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,AG,chronic_disease,8161,indication,694072,52053,NA,0.324,32.4,29.4,1.18,7.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,AG,chronic_disease,12332,indication,694072,64385,NA,0.412,41.199999999999996,31.1,1.78,9.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,AG,chronic_disease,6403,indication,694072,70788,NA,0.257,25.7,30.5,0.92,10.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,AG,chronic_disease,9873,indication,694072,80661,NA,0.285,28.499999999999996,30.2,1.42,11.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,AG,chronic_disease,7814,indication,694072,88475,NA,0.239,23.9,29.5,1.13,12.75,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,AG,chronic_disease,10222,indication,694072,98697,NA,0.265,26.5,29.2,1.47,14.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,AG,chronic_disease,7527,indication,694072,106224,NA,0.184,18.4,28.000000000000004,1.08,15.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,AG,chronic_disease,7709,indication,694072,113933,NA,0.15,15,26.5,1.11,16.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,AG,chronic_disease,5641,indication,694072,119574,NA,0.113,11.3,24.9,0.81,17.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,AG,chronic_disease,4274,indication,694072,123848,NA,0.101,10.100000000000001,23.7,0.62,17.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,AG,chronic_disease,3149,indication,694072,126997,NA,0.088,8.799999999999999,22.7,0.45,18.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,AG,chronic_disease,2229,indication,694072,129226,NA,0.064,6.4,21.8,0.32,18.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,AG,chronic_disease,1804,indication,694072,131030,NA,0.05,5,20.8,0.26,18.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,AG,chronic_disease,1666,indication,694072,132696,NA,0.057,5.7,20.200000000000003,0.24,19.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,AG,chronic_disease,1285,indication,694072,133981,NA,0.067,6.7,19.8,0.19,19.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,AG,chronic_disease,1032,indication,694072,135013,NA,0.07,7.000000000000001,19.5,0.15,19.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,AG,chronic_disease,835,indication,694072,135848,NA,0.065,6.5,19.3,0.12,19.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,AG,chronic_disease,862,indication,694072,136710,NA,0.077,7.7,19.1,0.12,19.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,AG,chronic_disease,924,indication,694072,137634,NA,0.076,7.6,18.9,0.13,19.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,AG,chronic_disease,1163,indication,694072,138797,NA,0.077,7.7,18.7,0.17,20,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,AG,chronic_disease,1209,indication,694072,140006,NA,0.082,8.200000000000001,18.5,0.17,20.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,AG,chronic_disease,1320,indication,694072,141326,NA,0.076,7.6,18.2,0.19,20.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,AG,chronic_disease,1406,indication,694072,142732,NA,0.073,7.3,18,0.2,20.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,AG,chronic_disease,1159,indication,694072,143891,NA,0.071,7.1,17.7,0.17,20.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,AG,chronic_disease,1059,indication,694072,144950,NA,0.072,7.199999999999999,17.599999999999998,0.15,20.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,AG,chronic_disease,1060,indication,694072,146010,NA,0.078,7.8,17.4,0.15,21.04,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,AG,chronic_disease,992,indication,694072,147002,NA,0.072,7.199999999999999,17.2,0.14,21.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,AG,chronic_disease,804,indication,694072,147806,NA,0.075,7.5,17.1,0.12,21.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,AG,chronic_disease,566,indication,694072,148372,NA,0.069,6.9,17,0.08,21.38,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,AG,med_prof,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AG,med_prof,227,indication,694072,227,NA,0.93,93,92.7,0.03,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,AG,med_prof,244,indication,694072,471,NA,0.097,9.700000000000001,17,0.04,0.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,AG,med_prof,702,indication,694072,1173,NA,0.201,20.1,18.7,0.1,0.17,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,AG,med_prof,789,indication,694072,1962,NA,0.128,12.8,15.8,0.11,0.28,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,AG,med_prof,1043,indication,694072,3005,NA,0.165,16.5,16,0.15,0.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,AG,med_prof,1377,indication,694072,4382,NA,0.159,15.9,16,0.2,0.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,AG,med_prof,2157,indication,694072,6539,NA,0.28,28.000000000000004,18.6,0.31,0.94,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,AG,med_prof,2073,indication,694072,8612,NA,0.187,18.7,18.6,0.3,1.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,AG,med_prof,1786,indication,694072,10398,NA,0.12,12,17,0.26,1.5,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,AG,med_prof,1570,indication,694072,11968,NA,0.114,11.4,16,0.23,1.72,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,AG,med_prof,2284,indication,694072,14252,NA,0.168,16.8,16.1,0.33,2.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,AG,med_prof,1942,indication,694072,16194,NA,0.184,18.4,16.400000000000002,0.28,2.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,AG,med_prof,1583,indication,694072,17777,NA,0.096,9.6,15.4,0.23,2.56,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,AG,med_prof,938,indication,694072,18715,NA,0.06,6,14.299999999999999,0.14,2.7,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,AG,med_prof,1548,indication,694072,20263,NA,0.074,7.3999999999999995,13.3,0.22,2.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,AG,med_prof,4946,indication,694072,25209,NA,0.196,19.6,14.2,0.71,3.63,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,AG,med_prof,3528,indication,694072,28737,NA,0.118,11.799999999999999,13.900000000000002,0.51,4.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,AG,med_prof,1915,indication,694072,30652,NA,0.077,7.7,13.200000000000001,0.28,4.42,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,AG,med_prof,2172,indication,694072,32824,NA,0.063,6.3,12.3,0.31,4.73,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,AG,med_prof,4740,indication,694072,37564,NA,0.145,14.499999999999998,12.5,0.68,5.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,AG,med_prof,4791,indication,694072,42355,NA,0.124,12.4,12.5,0.69,6.1,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,AG,med_prof,2513,indication,694072,44868,NA,0.061,6.1,11.799999999999999,0.36,6.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,AG,med_prof,2165,indication,694072,47033,NA,0.042,4.2,10.9,0.31,6.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,AG,med_prof,1713,indication,694072,48746,NA,0.034,3.4000000000000004,10.2,0.25,7.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,AG,med_prof,1463,indication,694072,50209,NA,0.035,3.5000000000000004,9.6,0.21,7.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,AG,med_prof,1208,indication,694072,51417,NA,0.034,3.4000000000000004,9.2,0.17,7.41,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,AG,med_prof,813,indication,694072,52230,NA,0.023,2.3,8.799999999999999,0.12,7.53,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,AG,med_prof,650,indication,694072,52880,NA,0.018,1.7999999999999998,8.4,0.09,7.62,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,AG,med_prof,451,indication,694072,53331,NA,0.015,1.5,8.1,0.06,7.68,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,AG,med_prof,361,indication,694072,53692,NA,0.019,1.9,7.9,0.05,7.74,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,AG,med_prof,355,indication,694072,54047,NA,0.024,2.4,7.8,0.05,7.79,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,AG,med_prof,324,indication,694072,54371,NA,0.025,2.5,7.7,0.05,7.83,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,AG,med_prof,292,indication,694072,54663,NA,0.026,2.6,7.6,0.04,7.88,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,AG,med_prof,316,indication,694072,54979,NA,0.026,2.6,7.5,0.05,7.92,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,AG,med_prof,460,indication,694072,55439,NA,0.031,3.1,7.5,0.07,7.99,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,AG,med_prof,461,indication,694072,55900,NA,0.031,3.1,7.3999999999999995,0.07,8.05,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,AG,med_prof,433,indication,694072,56333,NA,0.025,2.5,7.3,0.06,8.12,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,AG,med_prof,455,indication,694072,56788,NA,0.023,2.3,7.1,0.07,8.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,AG,med_prof,399,indication,694072,57187,NA,0.024,2.4,7.1,0.06,8.24,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202139,AG,med_prof,393,indication,694072,57580,NA,0.027,2.7,7.000000000000001,0.06,8.3,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202140,AG,med_prof,373,indication,694072,57953,NA,0.027,2.7,6.9,0.05,8.35,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202141,AG,med_prof,330,indication,694072,58283,NA,0.024,2.4,6.800000000000001,0.05,8.4,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202142,AG,med_prof,202,indication,694072,58485,NA,0.019,1.9,6.800000000000001,0.03,8.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202143,AG,med_prof,149,indication,694072,58634,NA,0.018,1.7999999999999998,6.7,0.02,8.45,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202052,AG,contact_vuln,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202053,AG,contact_vuln,0,indication,694072,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202101,AG,contact_vuln,2,indication,694072,2,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202102,AG,contact_vuln,20,indication,694072,22,NA,0.006,0.6,0.4,0,0,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202103,AG,contact_vuln,116,indication,694072,138,NA,0.019,1.9,1.0999999999999999,0.02,0.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202104,AG,contact_vuln,76,indication,694072,214,NA,0.012,1.2,1.0999999999999999,0.01,0.03,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202105,AG,contact_vuln,196,indication,694072,410,NA,0.023,2.3,1.5,0.03,0.06,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202106,AG,contact_vuln,139,indication,694072,549,NA,0.018,1.7999999999999998,1.6,0.02,0.08,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202107,AG,contact_vuln,191,indication,694072,740,NA,0.017,1.7000000000000002,1.6,0.03,0.11,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202108,AG,contact_vuln,223,indication,694072,963,NA,0.015,1.5,1.6,0.03,0.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202109,AG,contact_vuln,270,indication,694072,1233,NA,0.02,2,1.6,0.04,0.18,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202110,AG,contact_vuln,281,indication,694072,1514,NA,0.021,2.1,1.7000000000000002,0.04,0.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202111,AG,contact_vuln,501,indication,694072,2015,NA,0.047,4.7,2,0.07,0.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202112,AG,contact_vuln,496,indication,694072,2511,NA,0.03,3,2.1999999999999997,0.07,0.36,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202113,AG,contact_vuln,823,indication,694072,3334,NA,0.052,5.2,2.5,0.12,0.48,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202114,AG,contact_vuln,930,indication,694072,4264,NA,0.045,4.5,2.8000000000000003,0.13,0.61,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202115,AG,contact_vuln,1546,indication,694072,5810,NA,0.061,6.1,3.3000000000000003,0.22,0.84,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202116,AG,contact_vuln,2954,indication,694072,8764,NA,0.099,9.9,4.2,0.43,1.26,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202117,AG,contact_vuln,9066,indication,694072,17830,NA,0.363,36.3,7.7,1.31,2.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202118,AG,contact_vuln,10982,indication,694072,28812,NA,0.317,31.7,10.8,1.58,4.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202119,AG,contact_vuln,4613,indication,694072,33425,NA,0.141,14.099999999999998,11.200000000000001,0.66,4.82,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202120,AG,contact_vuln,2765,indication,694072,36190,NA,0.072,7.199999999999999,10.7,0.4,5.21,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202121,AG,contact_vuln,7679,indication,694072,43869,NA,0.188,18.8,11.600000000000001,1.11,6.32,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202122,AG,contact_vuln,13028,indication,694072,56897,NA,0.254,25.4,13.200000000000001,1.88,8.2,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202123,AG,contact_vuln,5235,indication,694072,62132,NA,0.105,10.5,12.9,0.75,8.95,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202124,AG,contact_vuln,3530,indication,694072,65662,NA,0.083,8.3,12.6,0.51,9.46,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202125,AG,contact_vuln,2381,indication,694072,68043,NA,0.066,6.6000000000000005,12.2,0.34,9.8,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202126,AG,contact_vuln,1516,indication,694072,69559,NA,0.043,4.3,11.700000000000001,0.22,10.02,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202127,AG,contact_vuln,1434,indication,694072,70993,NA,0.04,4,11.3,0.21,10.23,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202128,AG,contact_vuln,2214,indication,694072,73207,NA,0.075,7.5,11.1,0.32,10.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202129,AG,contact_vuln,1643,indication,694072,74850,NA,0.086,8.6,11,0.24,10.78,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202130,AG,contact_vuln,1209,indication,694072,76059,NA,0.082,8.200000000000001,11,0.17,10.96,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202131,AG,contact_vuln,765,indication,694072,76824,NA,0.06,6,10.9,0.11,11.07,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202132,AG,contact_vuln,561,indication,694072,77385,NA,0.05,5,10.8,0.08,11.15,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202133,AG,contact_vuln,502,indication,694072,77887,NA,0.042,4.2,10.7,0.07,11.22,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202134,AG,contact_vuln,753,indication,694072,78640,NA,0.05,5,10.6,0.11,11.33,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202135,AG,contact_vuln,755,indication,694072,79395,NA,0.051,5.1,10.5,0.11,11.44,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202136,AG,contact_vuln,783,indication,694072,80178,NA,0.045,4.5,10.299999999999999,0.11,11.55,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202137,AG,contact_vuln,762,indication,694072,80940,NA,0.039,3.9,10.2,0.11,11.66,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
202138,AG,contact_vuln,755,indication,694072,81695,NA,0.046,4.6,10.100000000000001,0.11,11.77,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
