date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202104,0 - 9,fully_vaccinated,0,0,5,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,0 - 9,partially_vaccinated,0,0,16,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,0 - 9,not_vaccinated,7,7,880566,0.79,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,0 - 9,unknown,303,303,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,10 - 19,fully_vaccinated,0,0,51,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,10 - 19,partially_vaccinated,1,1,1056,94.7,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,10 - 19,not_vaccinated,1,1,852268,0.12,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,10 - 19,unknown,907,907,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,20 - 29,fully_vaccinated,0,0,396,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,20 - 29,partially_vaccinated,0,0,7792,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,20 - 29,not_vaccinated,2,2,1034429,0.19,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,20 - 29,unknown,1014,1014,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,30 - 39,fully_vaccinated,0,0,703,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,30 - 39,partially_vaccinated,0,0,12115,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,30 - 39,not_vaccinated,5,5,1235422,0.4,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,30 - 39,unknown,1262,1262,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,40 - 49,fully_vaccinated,0,0,1057,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,40 - 49,partially_vaccinated,0,0,16489,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,40 - 49,not_vaccinated,3,3,1189359,0.25,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,40 - 49,unknown,1194,1194,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,50 - 59,fully_vaccinated,0,0,1567,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,50 - 59,partially_vaccinated,0,0,25131,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,50 - 59,not_vaccinated,8,8,1278845,0.63,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,50 - 59,unknown,1070,1070,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,60 - 69,fully_vaccinated,0,0,1931,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,60 - 69,partially_vaccinated,0,0,24332,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,60 - 69,not_vaccinated,16,16,946014,1.69,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,60 - 69,unknown,612,612,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,70 - 79,fully_vaccinated,0,0,3785,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,70 - 79,partially_vaccinated,1,1,77514,1.29,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,70 - 79,not_vaccinated,18,18,658614,2.73,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,70 - 79,unknown,336,336,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,80+,fully_vaccinated,1,1,5861,17.06,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,80+,partially_vaccinated,6,6,113286,5.3,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,80+,not_vaccinated,47,47,340751,13.79,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,80+,unknown,385,385,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202104,Unbekannt,unknown,1,1,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,0 - 9,fully_vaccinated,0,0,12,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,0 - 9,partially_vaccinated,0,0,12,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,0 - 9,not_vaccinated,7,14,880563,0.79,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,0 - 9,unknown,532,835,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,10 - 19,fully_vaccinated,0,0,204,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,10 - 19,partially_vaccinated,0,1,1098,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,10 - 19,not_vaccinated,2,3,852073,0.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,10 - 19,unknown,1352,2259,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,20 - 29,fully_vaccinated,0,0,1480,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,20 - 29,partially_vaccinated,1,1,8196,12.2,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,20 - 29,not_vaccinated,8,10,1032941,0.77,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,20 - 29,unknown,1446,2460,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,30 - 39,fully_vaccinated,0,0,2103,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,30 - 39,partially_vaccinated,1,1,13225,7.56,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,30 - 39,not_vaccinated,6,11,1232912,0.49,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,30 - 39,unknown,1675,2937,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,40 - 49,fully_vaccinated,0,0,3090,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,40 - 49,partially_vaccinated,0,0,17980,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,40 - 49,not_vaccinated,8,11,1185835,0.67,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,40 - 49,unknown,1643,2837,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,50 - 59,fully_vaccinated,0,0,4651,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,50 - 59,partially_vaccinated,0,0,28277,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,50 - 59,not_vaccinated,26,34,1272615,2.04,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,50 - 59,unknown,1462,2532,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,60 - 69,fully_vaccinated,0,0,4397,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,60 - 69,partially_vaccinated,1,1,29781,3.36,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,60 - 69,not_vaccinated,20,36,938099,2.13,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,60 - 69,unknown,794,1406,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,70 - 79,fully_vaccinated,1,1,10740,9.31,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,70 - 79,partially_vaccinated,2,3,92687,2.16,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,70 - 79,not_vaccinated,33,51,636486,5.18,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,70 - 79,unknown,450,786,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,80+,fully_vaccinated,2,3,20165,9.92,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,80+,partially_vaccinated,24,30,123460,19.44,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,80+,not_vaccinated,60,107,316273,18.97,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,80+,unknown,529,914,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202105,Unbekannt,unknown,1,2,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,0 - 9,fully_vaccinated,0,0,14,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,0 - 9,partially_vaccinated,0,0,15,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,0 - 9,not_vaccinated,4,18,880558,0.45,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,0 - 9,unknown,338,1173,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,10 - 19,fully_vaccinated,0,0,428,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,10 - 19,partially_vaccinated,0,1,1233,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,10 - 19,not_vaccinated,5,8,851714,0.59,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,10 - 19,unknown,1025,3284,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,20 - 29,fully_vaccinated,0,0,3777,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,20 - 29,partially_vaccinated,1,2,8160,12.25,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,20 - 29,not_vaccinated,6,16,1030680,0.58,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,20 - 29,unknown,1243,3703,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,30 - 39,fully_vaccinated,0,0,5822,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,30 - 39,partially_vaccinated,0,1,12945,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,30 - 39,not_vaccinated,5,16,1229473,0.41,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,30 - 39,unknown,1348,4285,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,40 - 49,fully_vaccinated,0,0,7680,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,40 - 49,partially_vaccinated,1,1,18217,5.49,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,40 - 49,not_vaccinated,9,20,1181008,0.76,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,40 - 49,unknown,1338,4175,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,50 - 59,fully_vaccinated,0,0,10723,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,50 - 59,partially_vaccinated,1,1,30492,3.28,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,50 - 59,not_vaccinated,13,47,1264328,1.03,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,50 - 59,unknown,1132,3664,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,60 - 69,fully_vaccinated,0,0,9205,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,60 - 69,partially_vaccinated,3,4,33088,9.07,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,60 - 69,not_vaccinated,27,63,929984,2.9,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,60 - 69,unknown,623,2029,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,70 - 79,fully_vaccinated,1,2,24545,4.07,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,70 - 79,partially_vaccinated,8,11,100645,7.95,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,70 - 79,not_vaccinated,29,80,614723,4.72,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,70 - 79,unknown,348,1134,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,80+,fully_vaccinated,1,4,40956,2.44,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,80+,partially_vaccinated,17,47,131257,12.95,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,80+,not_vaccinated,59,166,287685,20.51,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,80+,unknown,295,1209,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202106,Unbekannt,unknown,0,2,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,0 - 9,fully_vaccinated,0,0,17,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,0 - 9,partially_vaccinated,0,0,14,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,0 - 9,not_vaccinated,2,20,880556,0.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,0 - 9,unknown,223,1396,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,10 - 19,fully_vaccinated,0,0,625,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,10 - 19,partially_vaccinated,0,1,1299,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,10 - 19,not_vaccinated,2,10,851451,0.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,10 - 19,unknown,858,4142,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,20 - 29,fully_vaccinated,0,0,5109,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,20 - 29,partially_vaccinated,0,2,8803,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,20 - 29,not_vaccinated,3,19,1028705,0.29,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,20 - 29,unknown,1107,4810,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,30 - 39,fully_vaccinated,0,0,8028,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,30 - 39,partially_vaccinated,0,1,13591,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,30 - 39,not_vaccinated,4,20,1226621,0.33,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,30 - 39,unknown,1176,5461,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,40 - 49,fully_vaccinated,0,0,10901,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,40 - 49,partially_vaccinated,1,2,19005,5.26,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,40 - 49,not_vaccinated,10,30,1176999,0.85,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,40 - 49,unknown,1158,5333,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,50 - 59,fully_vaccinated,0,0,16157,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,50 - 59,partially_vaccinated,2,3,32174,6.22,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,50 - 59,not_vaccinated,21,68,1257212,1.67,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,50 - 59,unknown,1067,4731,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,60 - 69,fully_vaccinated,2,2,15274,13.09,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,60 - 69,partially_vaccinated,2,6,34636,5.77,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,60 - 69,not_vaccinated,28,91,922367,3.04,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,60 - 69,unknown,599,2628,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,70 - 79,fully_vaccinated,2,4,48989,4.08,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,70 - 79,partially_vaccinated,3,14,92272,3.25,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,70 - 79,not_vaccinated,25,105,598652,4.18,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,70 - 79,unknown,333,1467,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,80+,fully_vaccinated,3,7,70331,4.27,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,80+,partially_vaccinated,17,64,120660,14.09,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,80+,not_vaccinated,36,202,268907,13.39,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,80+,unknown,295,1504,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202107,Unbekannt,unknown,1,3,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,0 - 9,fully_vaccinated,0,0,21,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,0 - 9,partially_vaccinated,0,0,12,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,0 - 9,not_vaccinated,2,22,880554,0.23,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,0 - 9,unknown,231,1627,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,10 - 19,fully_vaccinated,0,0,895,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,10 - 19,partially_vaccinated,0,1,1242,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,10 - 19,not_vaccinated,10,20,851238,1.17,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,10 - 19,unknown,889,5031,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,20 - 29,fully_vaccinated,0,0,6807,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,20 - 29,partially_vaccinated,0,2,8923,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,20 - 29,not_vaccinated,13,32,1026887,1.27,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,20 - 29,unknown,1151,5961,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,30 - 39,fully_vaccinated,0,0,10758,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,30 - 39,partially_vaccinated,0,1,13709,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,30 - 39,not_vaccinated,7,27,1223773,0.57,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,30 - 39,unknown,1251,6712,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,40 - 49,fully_vaccinated,1,1,14998,6.67,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,40 - 49,partially_vaccinated,1,3,18443,5.42,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,40 - 49,not_vaccinated,12,42,1173464,1.02,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,40 - 49,unknown,1207,6540,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,50 - 59,fully_vaccinated,2,2,23114,8.65,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,50 - 59,partially_vaccinated,1,4,30870,3.24,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,50 - 59,not_vaccinated,17,85,1251559,1.36,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,50 - 59,unknown,1093,5824,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,60 - 69,fully_vaccinated,0,2,23601,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,60 - 69,partially_vaccinated,0,6,32225,0,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,60 - 69,not_vaccinated,33,124,916451,3.6,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,60 - 69,unknown,604,3232,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,70 - 79,fully_vaccinated,2,6,77752,2.57,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,70 - 79,partially_vaccinated,7,21,77315,9.05,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,70 - 79,not_vaccinated,24,129,584846,4.1,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,70 - 79,unknown,360,1827,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
202108,80+,fully_vaccinated,8,15,107440,7.45,NA,CHFL,COVID19Cases,vaccine,all,limited,2021-11-03_07-53-32
