date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-01-27,moderna,fully_vaccinated,0,0,118,0,NA,NA,NA,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-01-28,moderna,fully_vaccinated,0,0,166,0,NA,NA,NA,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-01-29,moderna,fully_vaccinated,0,0,174,0,NA,NA,NA,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-01-30,moderna,fully_vaccinated,0,0,174,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-01-31,moderna,fully_vaccinated,0,0,174,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-01,moderna,fully_vaccinated,0,0,190,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-02,moderna,fully_vaccinated,0,0,217,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-03,moderna,fully_vaccinated,0,0,283,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-04,moderna,fully_vaccinated,0,0,385,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-05,moderna,fully_vaccinated,0,0,425,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-06,moderna,fully_vaccinated,0,0,426,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-07,moderna,fully_vaccinated,0,0,427,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-08,moderna,fully_vaccinated,0,0,457,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-09,moderna,fully_vaccinated,0,0,508,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-10,moderna,fully_vaccinated,0,0,805,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-11,moderna,fully_vaccinated,0,0,980,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-12,moderna,fully_vaccinated,0,0,1826,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-13,moderna,fully_vaccinated,0,0,3944,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-14,moderna,fully_vaccinated,0,0,4024,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-15,moderna,fully_vaccinated,0,0,5438,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-16,moderna,fully_vaccinated,0,0,9533,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-17,moderna,fully_vaccinated,0,0,15186,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-18,moderna,fully_vaccinated,0,0,22347,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-19,moderna,fully_vaccinated,0,0,29311,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-20,moderna,fully_vaccinated,0,0,32796,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-21,moderna,fully_vaccinated,0,0,33259,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-22,moderna,fully_vaccinated,0,0,41007,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-23,moderna,fully_vaccinated,0,0,52636,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-24,moderna,fully_vaccinated,0,0,65495,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-25,moderna,fully_vaccinated,0,0,79693,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-26,moderna,fully_vaccinated,0,0,92557,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-27,moderna,fully_vaccinated,0,0,96364,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-02-28,moderna,fully_vaccinated,0,0,97401,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-01,moderna,fully_vaccinated,0,0,106685,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-02,moderna,fully_vaccinated,0,0,117802,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-03,moderna,fully_vaccinated,0,0,129456,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-04,moderna,fully_vaccinated,0,0,140649,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-05,moderna,fully_vaccinated,0,0,150435,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-06,moderna,fully_vaccinated,0,0,152355,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-07,moderna,fully_vaccinated,0,0,153155,0,NA,0,0,NA,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
2021-03-08,moderna,fully_vaccinated,0,0,160837,0,NA,0,0,0,0,NA,CHFL,COVID19Death,vaccine,limited,2021-11-03_07-53-32
