date,sex,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202118,female,partially_vaccinated,4,55,570734,0.7,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,female,not_vaccinated,76,1100,3179852,2.39,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,female,unknown,61,1486,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,male,fully_vaccinated,6,75,506186,1.19,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,male,partially_vaccinated,10,81,508998,1.96,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,male,not_vaccinated,101,1442,3306783,3.05,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,male,unknown,69,1791,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,unknown,fully_vaccinated,0,0,185,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,unknown,partially_vaccinated,0,0,278,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202118,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,female,fully_vaccinated,4,62,738495,0.54,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,female,partially_vaccinated,6,61,612760,0.98,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,female,not_vaccinated,60,1160,3036133,1.98,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,female,unknown,42,1528,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,male,fully_vaccinated,2,77,595921,0.34,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,male,partially_vaccinated,4,85,563089,0.71,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,male,not_vaccinated,61,1503,3162957,1.93,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,male,unknown,58,1849,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,unknown,fully_vaccinated,0,0,221,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,unknown,partially_vaccinated,0,0,314,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202119,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,female,fully_vaccinated,3,65,878514,0.34,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,female,partially_vaccinated,8,69,631329,1.27,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,female,not_vaccinated,70,1230,2877545,2.43,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,female,unknown,44,1572,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,male,fully_vaccinated,6,83,721209,0.83,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,male,partially_vaccinated,3,88,598114,0.5,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,male,not_vaccinated,74,1577,3002644,2.46,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,male,unknown,44,1893,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,unknown,fully_vaccinated,0,0,276,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,unknown,partially_vaccinated,0,0,331,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202120,unknown,unknown,0,2,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,female,fully_vaccinated,7,72,1023075,0.68,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,female,partially_vaccinated,2,71,628172,0.32,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,female,not_vaccinated,29,1259,2736141,1.06,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,female,unknown,26,1598,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,male,fully_vaccinated,6,89,851884,0.7,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,male,partially_vaccinated,3,91,620377,0.48,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,male,not_vaccinated,47,1624,2849706,1.65,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,male,unknown,28,1921,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,unknown,fully_vaccinated,0,0,341,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,unknown,partially_vaccinated,0,0,361,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
202121,unknown,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-11-03_07-53-32
