sex,geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
male,SH,202050,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19,28,0,0.8,80,41162,9.72,46.16,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,2,4.86,100,30
male,SO,202050,12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,117,0,0.343,34.300000000000004,138626,8.66,49.05,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,5,3.61,71.4,-2.499999999999993
male,SZ,202050,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75,120,0,0.333,33.300000000000004,83109,2.41,90.24,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-4,-4.81,-66.7,-26.699999999999996
male,TG,202050,14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,83,195,0,0.5,50,142527,9.82,58.23,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-3,-2.11,-17.6,-20.799999999999997
male,TI,202050,24,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,315,456,0,0.615,61.5,170830,14.05,184.39,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,4,2.34,20,5.8999999999999915
male,UR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,21,0,NA,NA,18768,0,79.92,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-3,-15.98,-100,NA
male,VD,202050,23,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,401,467,0,0.426,42.6,400217,5.75,100.2,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-1,-0.25,-4.2,-1.7999999999999972
male,VS,202050,12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,285,341,0,0.8,80,172955,6.94,164.78,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,1,0.58,9.1,37.7
male,ZG,202050,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,37,0,0.5,50,65227,6.13,23,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,1,1.53,33.3,0
male,ZH,202050,65,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,333,575,0,0.551,55.1,774299,8.39,43.01,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,28,3.61,75.7,12.100000000000001
female,AG,202050,17,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,105,257,0,0.436,43.6,345258,4.92,30.41,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,2,0.58,13.3,6.100000000000001
female,AI,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6,0,NA,NA,7932,0,75.64,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,0,NA,NA
female,AR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,20,0,0,0,27426,0,29.17,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-1,-3.65,-100,-50
female,BE,202050,27,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,259,435,0,0.466,46.6,530832,5.09,48.79,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-3,-0.56,-10,2.5
female,BL,202050,13,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49,99,0,0.619,61.9,148202,8.77,33.06,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,10,6.75,333.3,43.099999999999994
female,BS,202050,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,93,0,0.545,54.50000000000001,101114,5.93,60.33,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-6,-5.94,-50,11.600000000000009
female,FL,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,28,0,0,0,19687,0,66.03,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-2,-10.16,-100,-66.7
female,FR,202050,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,159,191,0,0.438,43.8,162511,4.31,97.84,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-1,-0.61,-12.5,-3.299999999999997
female,GE,202050,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,294,329,0,0.333,33.300000000000004,261023,1.92,112.63,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-12,-4.59,-70.6,-13.899999999999991
female,GL,202050,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,18,0,0.4,40,20226,9.89,44.5,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,2,9.89,NA,40
female,GR,202050,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,73,0,0.643,64.3,99807,9.02,54.1,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,6,6.01,200,4.299999999999997
female,JU,202050,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,26,0,0.5,50,37235,5.37,61.77,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,1,2.68,100,16.699999999999996
female,LU,202050,13,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,133,0,0.464,46.400000000000006,208765,6.23,31.14,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-6,-2.87,-31.6,-16.89999999999999
female,NE,202050,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95,127,0,0.412,41.199999999999996,89710,7.8,105.9,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-12,-13.38,-63.2,-24.300000000000004
female,NW,202050,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,9,0,1,100,21222,4.71,37.7,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,1,4.71,NA,100
female,OW,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,18,0,NA,NA,18840,0,74.31,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-2,-10.62,-100,NA
female,SG,202050,36,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,189,303,0,0.537,53.7,256396,14.04,73.71,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,12,4.68,50,9.300000000000004
female,SH,202050,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16,27,0,0.2,20,41945,2.38,38.15,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-1,-2.39,-50,-30
female,SO,202050,23,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,127,0,0.657,65.7,138836,16.57,51.86,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,11,7.93,91.7,2.5
female,SZ,202050,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,41,66,0,0.667,66.7,79048,5.06,51.87,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,0,0,26.700000000000003
female,TG,202050,14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,159,0,0.5,50,140382,9.97,50.58,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,7,4.98,100,20.8
female,TI,202050,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,258,352,0,0.385,38.5,180156,8.33,143.21,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-1,-0.55,-6.2,-5.899999999999999
female,UR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,16,0,NA,NA,18051,0,66.48,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-3,-16.62,-100,NA
female,VD,202050,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,342,405,0,0.574,57.4,414545,7.48,82.5,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,1,0.24,3.3,1.79999999999999
female,VS,202050,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,202,241,0,0.2,20,175548,1.71,115.07,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,-12,-6.83,-80,-37.699999999999996
female,ZG,202050,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,44,0,0.5,50,63567,6.29,36.18,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,1,1.57,33.3,0
female,ZH,202050,53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,292,551,0,0.449,44.9,779124,6.8,37.48,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,4,0.51,8.2,-12.099999999999994
unknown,AG,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,AI,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,NA
unknown,AR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,BE,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,BL,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,BS,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,FL,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,FR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,GE,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,GL,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,GR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,JU,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,LU,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,NE,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,NW,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,OW,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,NA
unknown,SG,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,SH,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,SO,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,SZ,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,TG,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,TI,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,UR,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,NA
unknown,VD,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,VS,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,ZG,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
unknown,ZH,202050,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-50,0,NA,NA,0
male,AG,202051,38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,205,302,0,0.535,53.5,348814,10.89,58.77,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,16,4.58,72.7,-2.8999999999999915
male,AI,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,9,0,NA,NA,8361,0,107.64,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,0,0,NA,NA
male,AR,202051,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,35,0,0.4,40,27883,7.17,100.42,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-1,-3.59,-33.3,-60
male,BE,202051,37,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,338,492,0,0.514,51.4,512300,7.22,65.98,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,6,1.17,19.4,-2.000000000000007
male,BL,202051,14,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73,99,0,0.424,42.4,142767,9.81,51.13,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,6,4.21,75,4.299999999999997
male,BS,202051,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,96,0,0.412,41.199999999999996,95621,7.32,73.21,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,2,2.09,40,-4.300000000000004
male,FL,202051,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,25,0,0.857,85.7,19368,30.98,77.45,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,4,20.65,200,-14.299999999999997
male,FR,202051,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,200,223,0,0.267,26.700000000000003,162985,2.45,122.71,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-5,-3.07,-55.6,-29.5
male,GE,202051,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,341,373,0,0.647,64.7,245320,4.48,139,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,0.4,10,-2
male,GL,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,32,0,0,0,20625,0,82.42,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-3,-14.55,-100,-60
male,GR,202051,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,87,0,0.538,53.800000000000004,100289,6.98,65.81,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,2,1.99,40,18.10000000000001
male,JU,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,30,0,1,100,36474,2.74,74.03,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-1,-2.74,-50,50
male,LU,202051,18,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108,146,0,0.486,48.6,207582,8.67,52.03,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,3,1.44,20,-5
male,NE,202051,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,146,167,0,0.5,50,86184,9.28,169.4,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-2,-2.32,-20,-8.799999999999997
male,NW,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,8,0,1,100,22298,4.48,22.42,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,4.48,NA,100
male,OW,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,14,0,0,0,19268,0,62.28,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,0,0,NA,NA
male,SG,202051,34,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,230,342,0,0.493,49.3,258108,13.17,89.11,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,3,1.16,9.7,2.999999999999993
male,SH,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,28,0,0.5,50,41162,2.43,48.59,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-3,-7.29,-75,-30
male,SO,202051,17,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,85,117,0,0.515,51.5,138626,12.26,61.32,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,5,3.6,41.7,17.199999999999996
male,SZ,202051,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81,120,0,0.545,54.50000000000001,83109,7.22,97.46,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,4,4.81,200,21.200000000000003
male,TG,202051,18,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101,195,0,0.5,50,142527,12.63,70.86,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,4,2.81,28.6,0
male,TI,202051,22,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,337,456,0,0.524,52.400000000000006,170830,12.88,197.27,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-2,-1.17,-8.3,-9.099999999999994
male,UR,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,21,0,0,0,18768,0,79.92,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,0,0,NA,NA
male,VD,202051,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,411,467,0,0.385,38.5,400217,2.5,102.69,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-13,-3.25,-56.5,-4.100000000000001
male,VS,202051,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,290,341,0,0.5,50,172955,2.89,167.67,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-7,-4.05,-58.3,-30
male,ZG,202051,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,37,0,0.667,66.7,65227,3.07,26.06,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-2,-3.06,-50,16.700000000000003
male,ZH,202051,49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,382,575,0,0.454,45.4,774299,6.33,49.33,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-16,-2.06,-24.6,-9.700000000000003
female,AG,202051,33,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,138,257,0,0.465,46.5,345258,9.56,39.97,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,16,4.64,94.1,2.8999999999999986
female,AI,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,6,0,NA,NA,7932,0,75.64,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,0,0,NA,NA
female,AR,202051,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,20,0,0.6,60,27426,10.94,40.11,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,3,10.94,NA,60
female,BE,202051,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,294,435,0,0.486,48.6,530832,6.59,55.38,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,8,1.5,29.6,2
female,BL,202051,19,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,99,0,0.576,57.599999999999994,148202,12.82,45.88,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,6,4.05,46.2,-4.300000000000004
female,BS,202051,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,93,0,0.588,58.8,101114,9.89,70.22,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,4,3.96,66.7,4.29999999999999
female,FL,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,28,0,0.143,14.299999999999999,19687,5.08,71.11,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,5.08,NA,14.299999999999999
female,FR,202051,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,170,191,0,0.733,73.3,162511,6.77,104.61,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,4,2.46,57.1,29.5
female,GE,202051,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,300,329,0,0.353,35.3,261023,2.3,114.93,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,0.38,20,1.999999999999993
female,GL,202051,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,18,0,1,100,20226,9.89,54.39,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,0,0,0,60
female,GR,202051,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,73,0,0.462,46.2,99807,6.01,60.12,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-3,-3.01,-33.3,-18.099999999999994
female,JU,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,26,0,0,0,37235,0,61.77,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-2,-5.37,-100,-50
female,LU,202051,19,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84,133,0,0.514,51.4,208765,9.1,40.24,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,6,2.87,46.2,4.999999999999993
female,NE,202051,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,103,127,0,0.5,50,89710,8.92,114.81,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,1.12,14.3,8.800000000000004
female,NW,202051,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,9,0,0,0,21222,0,37.7,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-1,-4.71,-100,-100
female,OW,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,18,0,1,100,18840,5.31,79.62,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,5.31,NA,NA
female,SG,202051,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,224,303,0,0.507,50.7,256396,13.65,87.36,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-1,-0.39,-2.8,-3
female,SH,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,27,0,0.5,50,41945,2.38,40.53,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,0,0,0,30
female,SO,202051,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,88,127,0,0.485,48.5,138836,11.52,63.38,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,-7,-5.05,-30.4,-17.200000000000003
female,SZ,202051,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,46,66,0,0.455,45.5,79048,6.33,58.19,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,1.27,25,-21.200000000000003
female,TG,202051,18,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89,159,0,0.5,50,140382,12.82,63.4,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,4,2.85,28.6,0
female,TI,202051,20,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,278,352,0,0.476,47.599999999999994,180156,11.1,154.31,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,5,2.77,33.3,9.099999999999994
female,UR,202051,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,16,0,1,100,18051,5.54,72.02,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-51,1,5.54,NA,NA
