sex,geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
unknown,GE,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,GL,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,GR,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,JU,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,NA
unknown,LU,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,NE,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,NW,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,NA
unknown,OW,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,NA
unknown,SG,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,SH,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,NA
unknown,SO,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,SZ,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,TG,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,TI,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,UR,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,NA
unknown,VD,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,VS,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,ZG,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
unknown,ZH,202014,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-14,0,NA,NA,0
male,AG,202015,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,302,0,0.714,71.39999999999999,348814,1.43,6.31,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-4,-1.15,-44.4,-18.60000000000001
male,AI,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,0,NA,NA,8361,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
male,AR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,35,0,NA,NA,27883,0,7.17,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-3.59,-100,NA
male,BE,202015,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,492,0,0.44,44,512300,2.15,7.03,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-0.19,-8.3,-22.700000000000003
male,BL,202015,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,99,0,0.6,60,142767,2.1,10.51,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-4,-2.8,-57.1,-10
male,BS,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,96,0,0.25,25,95621,2.09,17.78,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-3,-3.14,-60,-16.699999999999996
male,FL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25,0,NA,NA,19368,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
male,FR,202015,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,223,0,0.647,64.7,162985,6.75,23.32,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-2,-1.23,-15.4,5.6000000000000085
male,GE,202015,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101,373,0,0.533,53.300000000000004,245320,16.31,41.17,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,2,0.82,5.3,-7.999999999999993
male,GL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,32,0,NA,NA,20625,0,9.7,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-4.85,-100,NA
male,GR,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,87,0,0.5,50,100289,1,22.93,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-13,-12.96,-92.9,-32.39999999999999
male,JU,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,30,0,1,100,36474,5.48,5.48,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,2,5.48,NA,NA
male,LU,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,146,0,0.667,66.7,207582,0.96,4.34,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,0,0
male,NE,202015,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,167,0,1,100,86184,10.44,25.53,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,5,5.8,125,42.900000000000006
male,NW,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8,0,0,0,22298,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
male,OW,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,14,0,NA,NA,19268,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
male,SG,202015,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,342,0,0.4,40,258108,1.55,5.04,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,0,-26.700000000000003
male,SH,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,0,NA,NA,41162,0,2.43,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-2.43,-100,NA
male,SO,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,117,0,0.5,50,138626,1.44,2.89,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,2,1.44,NA,50
male,SZ,202015,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,120,0,0.5,50,83109,3.61,8.42,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,2,2.41,200,-50
male,TG,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,195,0,1,100,142527,0.7,3.51,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-3,-2.11,-75,33.3
male,TI,202015,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,136,456,0,0.528,52.800000000000004,170830,16.39,79.61,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-17,-9.95,-37.8,-3.3999999999999986
male,UR,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,21,0,0.5,50,18768,5.33,10.66,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,0,0
male,VD,202015,29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,114,467,0,0.547,54.7,400217,7.25,28.48,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-15,-3.74,-34.1,-8.199999999999996
male,VS,202015,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,341,0,0.484,48.4,172955,8.67,27.17,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,2,1.15,15.4,-3.6000000000000014
male,ZG,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,37,0,0,0,65227,0,4.6,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-2,-3.07,-100,-100
male,ZH,202015,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,575,0,0.519,51.9,774299,1.81,5.3,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,0,1.8999999999999986
female,AG,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,257,0,0.286,28.599999999999998,345258,0.58,1.16,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,1,0.29,100,18.599999999999998
female,AI,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,NA,NA,7932,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
female,AR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,0,NA,NA,27426,0,3.65,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
female,BE,202015,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,435,0,0.56,56.00000000000001,530832,2.64,4.14,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,8,1.51,133.3,22.700000000000003
female,BL,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,99,0,0.4,40,148202,1.35,6.07,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-0.67,-33.3,10
female,BS,202015,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,93,0,0.75,75,101114,5.93,20.77,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-0.99,-14.3,16.700000000000003
female,FL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,28,0,NA,NA,19687,0,5.08,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-5.08,-100,NA
female,FR,202015,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,191,0,0.353,35.3,162511,3.69,11.69,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-3,-1.85,-33.3,-5.600000000000001
female,GE,202015,35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,329,0,0.467,46.7,261023,13.41,32.18,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,11,4.22,45.8,8
female,GL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,0,NA,NA,20226,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
female,GR,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,73,0,0.5,50,99807,1,11.02,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-2,-2.01,-66.7,32.400000000000006
female,JU,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,26,0,0,0,37235,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
female,LU,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,133,0,0.333,33.300000000000004,208765,0.48,1.44,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,0,0
female,NE,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,127,0,0,0,89710,0,6.69,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-3,-3.34,-100,-42.9
female,NW,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,9,0,1,100,21222,4.71,4.71,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,1,4.71,NA,NA
female,OW,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,18,0,NA,NA,18840,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
female,SG,202015,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,303,0,0.6,60,256396,2.34,3.12,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,4,1.56,200,26.699999999999996
female,SH,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,27,0,NA,NA,41945,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,NA,NA
female,SO,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,127,0,0.5,50,138836,1.44,2.16,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,1,0.72,100,-50
female,SZ,202015,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,66,0,0.5,50,79048,3.8,6.33,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,3,3.8,NA,50
female,TG,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,159,0,0,0,140382,0,2.85,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-2,-1.42,-100,-33.300000000000004
female,TI,202015,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,95,352,0,0.472,47.199999999999996,180156,13.88,52.73,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-10,-5.55,-28.6,3.3999999999999986
female,UR,202015,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,16,0,0.5,50,18051,5.54,11.08,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,0,0,0
female,VD,202015,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,405,0,0.453,45.300000000000004,414545,5.79,18.82,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-2,-0.48,-7.7,8.200000000000003
female,VS,202015,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,241,0,0.516,51.6,175548,9.11,18.8,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,4,2.27,33.3,3.6000000000000014
female,ZG,202015,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,44,0,1,100,63567,3.15,3.15,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,2,3.15,NA,100
female,ZH,202015,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,551,0,0.481,48.1,779124,1.67,4.49,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,-1,-0.13,-7.1,-1.8999999999999986
unknown,AG,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,AI,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,AR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,BE,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,BL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,BS,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,FL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,FR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,GE,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,GL,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,GR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,JU,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,LU,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,NE,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,NW,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,OW,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,SG,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,SH,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,NA
unknown,SO,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,SZ,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,TG,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,TI,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,UR,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,VD,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,VS,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,ZG,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
unknown,ZH,202015,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,NA,NA,NA,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-15,0,NA,NA,0
male,AG,202016,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,302,0,1,100,348814,0.86,7.17,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-2,-0.57,-40,28.60000000000001
male,AI,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,0,NA,NA,8361,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,0,0,NA,NA
male,AR,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,35,0,NA,NA,27883,0,7.17,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,0,0,NA,NA
male,BE,202016,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,492,0,0.5,50,512300,1.56,8.59,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-3,-0.59,-27.3,6
male,BL,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,99,0,NA,NA,142767,0,10.51,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-3,-2.1,-100,NA
male,BS,202016,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,96,0,0.375,37.5,95621,3.14,20.92,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,1,1.05,50,12.5
male,FL,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,25,0,NA,NA,19368,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,0,0,NA,NA
male,FR,202016,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,223,0,0.529,52.900000000000006,162985,5.52,28.84,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-2,-1.23,-18.2,-11.799999999999997
male,GE,202016,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121,373,0,0.541,54.1,245320,8.15,49.32,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-20,-8.16,-50,0.7999999999999972
male,GL,202016,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,32,0,0.5,50,20625,9.7,19.39,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,2,9.7,NA,NA
male,GR,202016,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,87,0,0.4,40,100289,1.99,24.93,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,1,0.99,100,-10
male,JU,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,30,0,0,0,36474,0,5.48,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-2,-5.48,-100,-100
male,LU,202016,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,146,0,0.75,75,207582,1.45,5.78,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,1,0.49,50,8.299999999999997
male,NE,202016,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,167,0,0.625,62.5,86184,5.8,31.33,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,-4,-4.64,-44.4,-37.5
male,NW,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8,0,0,0,22298,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,0,0,NA,0
male,OW,202016,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,14,0,NA,NA,19268,0,0,COVID19Death,sex,2021-11-03_07-53-32,isoweek,2020-16,0,0,NA,NA
