nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d
all,GL,202034,235,12,223,1679,5.1,1.5999999999999996,2.1,1,100,40851,575.26,4110.06,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,92,225.21,64.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202034,1189,27,1162,10339,2.3,0.2999999999999998,1.6,1,100,200096,594.21,5167.02,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,378,188.9,46.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202034,350,4,346,4658,1.1,0,1.5,1,100,73709,474.84,6319.45,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,76,103.11,27.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202034,1956,34,1922,20468,1.7,-2.3999999999999995,1.6,1,100,416347,469.8,4916.09,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,308,73.98,18.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202034,817,24,793,11217,2.9,-1.3000000000000003,1.2,1,100,175894,464.48,6377.14,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,175,99.49,27.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202034,150,0,150,1822,0,0,0.4,1,100,43520,344.67,4186.58,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,34,78.13,29.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202034,154,8,146,1625,5.2,5.2,1.4,1,100,38108,404.11,4264.2,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,70,183.68,83.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202034,2976,81,2895,27346,2.7,-0.3999999999999999,1.6,1,100,514504,578.42,5315.02,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,734,142.66,32.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202034,488,6,482,4601,1.2,-3.5999999999999996,2.3,1,100,83107,587.19,5536.24,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,68,81.82,16.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202034,1917,40,1877,15117,2.1,-3.1999999999999997,1.7,1,100,277462,690.91,5448.31,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,741,267.07,63,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202034,951,31,920,9062,3.3,0.5999999999999996,2.1,1,100,162157,586.47,5588.41,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,256,157.87,36.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202034,1486,29,1457,14114,2,-0.6000000000000001,1.3,1,100,282909,525.26,4988.88,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,278,98.27,23,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202034,1715,47,1668,17208,2.7,1.1,1.5,1,100,350986,488.62,4902.76,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,621,176.93,56.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202034,143,6,137,1482,4.2,-2.3999999999999995,2.8,1,100,36819,388.39,4025.1,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,7,19.02,5.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202034,6929,376,6553,73290,5.4,1.2000000000000002,2.1,1,100,814762,850.43,8995.26,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,2180,267.56,45.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202034,1778,67,1711,17390,3.8,-0.40000000000000036,2.3,1,100,348503,510.18,4989.91,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,543,155.81,44,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202034,685,22,663,8125,3.2,0.5,1.9,1,100,128794,531.86,6308.52,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,127,98.61,22.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202034,12088,467,11621,125885,3.9,-0.19999999999999973,1.9,1,100,1553423,778.15,8103.72,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-34,2735,176.06,29.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202035,5593,158,5435,44399,2.8,-0.9000000000000004,2.3,1,100,694072,805.82,6396.89,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,1460,210.35,35.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202035,78,0,78,725,0,0,0.1,1,100,16293,478.73,4449.76,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,6,36.82,8.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202035,414,5,409,3067,1.2,-0.9000000000000001,1.1,1,100,55309,748.52,5545.21,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,75,135.6,22.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202035,7969,140,7829,64641,1.8,0.19999999999999996,1.2,1,100,1043132,763.95,6196.82,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,1933,185.31,32,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202035,2634,41,2593,21311,1.6,0.10000000000000009,1,1,100,290969,905.25,7324.15,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,483,166,22.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202035,2144,42,2102,17816,2,-0.3999999999999999,1.6,1,100,196735,1089.79,9055.84,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,185,94.03,9.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202035,597,8,589,4769,1.3,0.10000000000000009,0.5,1,100,39055,1528.61,12210.98,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,273,699.01,84.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202035,2173,132,2041,20920,6.1,-0.8000000000000007,2.7,1,100,325496,667.6,6427.11,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,189,58.07,9.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202035,5423,354,5069,54060,6.5,-0.2999999999999998,4,1,100,506343,1071.01,10676.56,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,610,120.47,12.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202035,334,2,332,2013,0.6,-4.5,1.9,1,100,40851,817.61,4927.66,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,99,242.35,42.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202035,1731,23,1708,12070,1.3,-0.9999999999999998,1.6,1,100,200096,865.08,6032.1,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,542,270.87,45.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202035,401,3,398,5059,0.7,-0.40000000000000013,1.4,1,100,73709,544.03,6863.48,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,51,69.19,14.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202035,2710,48,2662,23178,1.8,0.10000000000000009,1.6,1,100,416347,650.9,5566.99,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,754,181.1,38.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202035,1194,26,1168,12411,2.2,-0.6999999999999997,1.2,1,100,175894,678.82,7055.95,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,377,214.34,46.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202035,225,2,223,2047,0.9,0.9,0.5,1,100,43520,517,4703.58,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,75,172.33,50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202035,236,5,231,1861,2.1,-3.1,1.5,1,100,38108,619.29,4883.49,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,82,215.18,53.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202035,3725,44,3681,31071,1.2,-1.5000000000000002,1.6,1,100,514504,724,6039.02,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,749,145.58,25.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202035,466,4,462,5067,0.9,-0.29999999999999993,2.2,1,100,83107,560.72,6096.96,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,-22,-26.47,-4.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202035,2184,57,2127,17301,2.6,0.5,1.8,1,100,277462,787.13,6235.45,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,267,96.22,13.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202035,1149,22,1127,10211,1.9,-1.4,2,1,100,162157,708.57,6296.98,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,198,122.1,20.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202035,1898,21,1877,16012,1.1,-0.8999999999999999,1.3,1,100,282909,670.89,5659.77,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,412,145.63,27.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202035,2402,31,2371,19610,1.3,-1.4000000000000001,1.4,1,100,350986,684.36,5587.12,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,687,195.74,40.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202035,142,6,136,1624,4.2,0,2.9,1,100,36819,385.67,4410.77,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,-1,-2.72,-0.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202035,8414,510,7904,81704,6.1,0.6999999999999993,2.5,1,100,814762,1032.69,10027.96,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,1485,182.26,21.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202035,2842,73,2769,20232,2.6,-1.1999999999999997,2.3,1,100,348503,815.49,5805.4,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,1064,305.31,59.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202035,882,17,865,9007,1.9,-1.3000000000000003,1.9,1,100,128794,684.81,6993.34,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,197,152.95,28.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202035,16019,527,15492,141904,3.3,-0.6000000000000001,2,1,100,1553423,1031.21,9134.92,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-35,3931,253.06,32.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202036,6480,141,6339,50879,2.2,-0.5999999999999996,2.3,1,100,694072,933.62,7330.51,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,887,127.8,15.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202036,91,0,91,816,0,0,0.1,1,100,16293,558.52,5008.29,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,13,79.79,16.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202036,395,5,390,3462,1.3,0.10000000000000009,1.1,1,100,55309,714.17,6259.38,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,-19,-34.35,-4.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202036,9224,156,9068,73865,1.7,-0.10000000000000009,1.2,1,100,1043132,884.26,7081.08,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,1255,120.31,15.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202036,2813,28,2785,24124,1,-0.6000000000000001,1,1,100,290969,966.77,8290.92,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,179,61.52,6.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202036,2387,36,2351,20203,1.5,-0.5,1.6,1,100,196735,1213.31,10269.14,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,243,123.52,11.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202036,696,0,696,5465,0,-1.3,0.5,1,100,39055,1782.1,13993.09,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,99,253.49,16.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202036,2766,229,2537,23686,8.3,2.200000000000001,3.3,1,100,325496,849.78,7276.89,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,593,182.18,27.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202036,7093,395,6698,61153,5.6,-0.9000000000000004,4.2,1,100,506343,1400.83,12077.39,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,1670,329.82,30.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202036,301,2,299,2314,0.7,0.09999999999999998,1.7,1,100,40851,736.82,5664.49,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,-33,-80.79,-9.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202036,1629,26,1603,13699,1.6,0.30000000000000004,1.6,1,100,200096,814.11,6846.21,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,-102,-50.97,-5.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202036,606,12,594,5665,2,1.3,1.5,1,100,73709,822.15,7685.63,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,205,278.12,51.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202036,3462,33,3429,26640,1,-0.8,1.5,1,100,416347,831.52,6398.51,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,752,180.62,27.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202036,1726,36,1690,14137,2.1,-0.10000000000000009,1.4,1,100,175894,981.27,8037.23,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,532,302.45,44.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202036,361,5,356,2408,1.4,0.4999999999999999,0.6,1,100,43520,829.5,5533.09,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,136,312.5,60.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202036,261,1,260,2122,0.4,-1.7000000000000002,1.4,1,100,38108,684.9,5568.38,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,25,65.61,10.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202036,4237,72,4165,35308,1.7,0.5,1.6,1,100,514504,823.51,6862.53,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,512,99.51,13.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202036,628,5,623,5695,0.8,-0.09999999999999998,2,1,100,83107,755.65,6852.61,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,162,194.93,34.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202036,2507,33,2474,19808,1.3,-1.3,1.7,1,100,277462,903.55,7139,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,323,116.42,14.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202036,1329,23,1306,11540,1.7,-0.19999999999999996,2,1,100,162157,819.58,7116.56,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,180,111.01,15.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202036,2007,18,1989,18019,0.9,-0.20000000000000007,1.3,1,100,282909,709.42,6369.19,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,109,38.53,5.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202036,2389,31,2358,21999,1.3,0,1.4,1,100,350986,680.65,6267.77,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,-13,-3.71,-0.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202036,156,1,155,1780,0.6,-3.6,2.7,1,100,36819,423.69,4834.46,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,14,38.02,9.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202036,10747,764,9983,92451,7.1,1,3,1,100,814762,1319.04,11346.99,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,2333,286.35,27.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202036,3074,76,2998,23306,2.5,-0.10000000000000009,2.3,1,100,348503,882.06,6687.46,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,232,66.57,8.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202036,1154,32,1122,10161,2.8,0.8999999999999999,2,1,100,128794,896,7889.34,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,272,211.19,30.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202036,19310,542,18768,161214,2.8,-0.5,2.1,1,100,1553423,1243.06,10377.98,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-36,3291,211.85,20.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202037,5971,144,5827,56850,2.4,0.19999999999999973,2.3,1,100,694072,860.29,8190.79,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-509,-73.33,-7.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202037,85,2,83,901,2.4,2.4,0.3,1,100,16293,521.7,5529.98,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-6,-36.82,-6.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202037,448,15,433,3910,3.3,1.9999999999999998,1.4,1,100,55309,809.99,7069.37,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,53,95.82,13.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202037,8765,199,8566,82630,2.3,0.5999999999999999,1.3,1,100,1043132,840.26,7921.34,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-459,-44,-5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202037,2427,34,2393,26551,1.4,0.3999999999999999,1,1,100,290969,834.11,9125.03,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-386,-132.66,-13.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202037,2101,31,2070,22304,1.5,0,1.6,1,100,196735,1067.93,11337.08,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-286,-145.38,-12,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202037,798,3,795,6263,0.4,0.4,0.5,1,100,39055,2043.27,16036.36,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,102,261.17,14.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202037,3431,236,3195,27117,6.9,-1.4000000000000004,3.8,1,100,325496,1054.08,8330.98,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,665,204.3,24,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GE,202037,7740,415,7325,68893,5.4,-0.1999999999999993,4.3,1,100,506343,1528.61,13605.99,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,647,127.78,9.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GL,202037,257,2,255,2571,0.8,0.10000000000000009,1.6,1,100,40851,629.12,6293.6,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-44,-107.7,-14.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,GR,202037,1761,38,1723,15460,2.2,0.6000000000000001,1.6,1,100,200096,880.08,7726.29,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,132,65.97,8.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,JU,202037,520,11,509,6185,2.1,0.10000000000000009,1.6,1,100,73709,705.48,8391.11,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-86,-116.67,-14.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,LU,202037,3352,36,3316,29992,1.1,0.10000000000000009,1.5,1,100,416347,805.1,7203.61,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-110,-26.42,-3.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NE,202037,1745,75,1670,15882,4.3,2.1999999999999997,1.7,1,100,175894,992.07,9029.3,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,19,10.8,1.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,NW,202037,302,2,300,2710,0.7,-0.7,0.6,1,100,43520,693.93,6227.02,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-59,-135.57,-16.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,OW,202037,300,2,298,2422,0.7,0.29999999999999993,1.3,1,100,38108,787.24,6355.62,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,39,102.34,14.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SG,202037,4614,102,4512,39922,2.2,0.5000000000000002,1.7,1,100,514504,896.79,7759.32,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,377,73.28,8.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SH,202037,632,9,623,6327,1.4,0.5999999999999999,1.9,1,100,83107,760.47,7613.08,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,4,4.82,0.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SO,202037,2292,28,2264,22100,1.2,-0.10000000000000009,1.7,1,100,277462,826.06,7965.05,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-215,-77.49,-8.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,SZ,202037,1400,29,1371,12940,2.1,0.40000000000000013,2,1,100,162157,863.36,7979.92,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,71,43.78,5.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TG,202037,2205,51,2154,20224,2.3,1.4,1.4,1,100,282909,779.4,7148.59,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,198,69.98,9.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,TI,202037,2640,39,2601,24639,1.5,0.19999999999999996,1.4,1,100,350986,752.17,7019.94,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,251,71.52,10.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,UR,202037,158,1,157,1938,0.6,0,2.5,1,100,36819,429.13,5263.59,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,2,5.44,1.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VD,202037,14437,1108,13329,106888,7.7,0.6000000000000005,3.6,1,100,814762,1771.93,13118.92,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,3690,452.89,34.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,VS,202037,3095,66,3029,26401,2.1,-0.3999999999999999,2.3,1,100,348503,888.08,7575.54,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,21,6.02,0.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZG,202037,1153,28,1125,11314,2.4,-0.3999999999999999,2,1,100,128794,895.23,8784.57,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-1,-0.77,-0.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,ZH,202037,18693,533,18160,179907,2.9,0.10000000000000009,2.2,1,100,1553423,1203.34,11581.33,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-37,-617,-39.72,-3.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AG,202038,5474,154,5320,62324,2.8,0.3999999999999999,2.3,1,100,694072,788.68,8979.47,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,-497,-71.61,-8.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AI,202038,105,6,99,1006,5.7,3.3000000000000003,0.9,1,100,16293,644.45,6174.43,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,20,122.75,23.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,AR,202038,395,10,385,4305,2.5,-0.7999999999999998,1.5,1,100,55309,714.17,7783.54,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,-53,-95.82,-11.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BE,202038,9063,321,8742,91693,3.5,1.2000000000000002,1.6,1,100,1043132,868.83,8790.16,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,298,28.57,3.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BL,202038,2202,22,2180,28753,1,-0.3999999999999999,1,1,100,290969,756.78,9881.81,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,-225,-77.33,-9.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,BS,202038,1745,23,1722,24049,1.3,-0.19999999999999996,1.6,1,100,196735,886.98,12224.06,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,-356,-180.95,-16.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FL,202038,602,3,599,6865,0.5,0.09999999999999998,0.5,1,100,39055,1541.42,17577.77,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,-196,-501.85,-24.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
all,FR,202038,3471,166,3305,30588,4.8,-2.1000000000000005,3.9,1,100,325496,1066.37,9397.35,COVID19Test,,2021-11-03_07-53-32,isoweek,2020-38,40,12.29,1.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
